"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",992,1,0,6,985,"2020-11-26"
"China","Beijing Municipality",950,4,164,9,937,"2020-11-26"
"China","Chongqing Municipality",590,1,1,6,583,"2020-11-26"
"China","Fujian Province",480,42,3,1,437,"2020-11-26"
"China","Gansu province",181,0,0,2,179,"2020-11-26"
"China","Guangdong Province",1988,38,14,8,1942,"2020-11-26"
"China","Guangxi Zhuang Autonomous Region",263,3,0,2,258,"2020-11-26"
"China","Guizhou Province",147,0,0,2,145,"2020-11-26"
"China","Hainan Province",171,0,0,6,165,"2020-11-26"
"China","Hebei Province",373,1,0,6,366,"2020-11-26"
"China","Heilongjiang Province",949,0,394,13,936,"2020-11-26"
"China","Henan Province",1289,6,0,22,1261,"2020-11-26"
"China","Hong Kong Special Administrative Region",5947,539,176,108,5300,"2020-11-26"
"China","Hubei Province",68148,7,0,4512,63629,"2020-11-26"
"China","Hunan Province",1020,0,0,4,1016,"2020-11-26"
"China","Inner Mongolia Autonomous Region",320,23,34,1,296,"2020-11-26"
"China","Jiangsu Province",680,8,3,0,672,"2020-11-26"
"China","Jiangxi Province",935,0,0,1,934,"2020-11-26"
"China","Jilin Province",157,0,19,2,155,"2020-11-26"
"China","Liaoning Province",289,2,0,2,285,"2020-11-26"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-11-26"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-11-26"
"China","Qinghai Province",18,0,0,0,18,"2020-11-26"
"China","Shaanxi Province",496,38,1,3,455,"2020-11-26"
"China","Shandong Province",849,1,14,7,841,"2020-11-26"
"China","Shanghai Municipality",1319,59,393,7,1253,"2020-11-26"
"China","Shanxi Province",220,4,64,0,216,"2020-11-26"
"China","Sichuan Province",801,40,14,3,758,"2020-11-26"
"China","Taiwan Province",625,63,431,7,555,"2020-11-26"
"China","Tianjin Municipality",299,17,50,3,279,"2020-11-26"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-11-26"
"China","Xinjiang Uygur Autonomous Region",980,0,0,3,977,"2020-11-26"
"China","Yunnan Province",217,5,0,2,210,"2020-11-26"
"China","Zhejiang Province",1293,9,3,1,1283,"2020-11-26"
