"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-10-15"
"China","Beijing Municipality",937,1,164,9,927,"2020-10-15"
"China","Chongqing Municipality",585,1,1,6,578,"2020-10-15"
"China","Fujian Province",416,9,3,1,406,"2020-10-15"
"China","Gansu province",170,0,0,2,168,"2020-10-15"
"China","Guangdong Province",1873,36,14,8,1829,"2020-10-15"
"China","Guangxi Zhuang Autonomous Region",260,2,0,2,256,"2020-10-15"
"China","Guizhou Province",147,0,0,2,145,"2020-10-15"
"China","Hainan Province",171,0,0,6,165,"2020-10-15"
"China","Hebei Province",368,4,0,6,358,"2020-10-15"
"China","Heilongjiang Province",948,0,394,13,935,"2020-10-15"
"China","Henan Province",1281,3,0,22,1256,"2020-10-15"
"China","Hong Kong Special Administrative Region",5213,165,162,105,4943,"2020-10-15"
"China","Hubei Province",68139,0,0,4512,63627,"2020-10-15"
"China","Hunan Province",1019,0,0,4,1015,"2020-10-15"
"China","Inner Mongolia Autonomous Region",270,6,34,1,263,"2020-10-15"
"China","Jiangsu Province",667,3,3,0,664,"2020-10-15"
"China","Jiangxi Province",935,0,0,1,934,"2020-10-15"
"China","Jilin Province",157,0,19,2,155,"2020-10-15"
"China","Liaoning Province",280,9,0,2,269,"2020-10-15"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-10-15"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-10-15"
"China","Qinghai Province",18,0,0,0,18,"2020-10-15"
"China","Shaanxi Province",433,28,1,3,402,"2020-10-15"
"China","Shandong Province",845,14,14,7,824,"2020-10-15"
"China","Shanghai Municipality",1064,64,393,7,993,"2020-10-15"
"China","Shanxi Province",208,4,64,0,204,"2020-10-15"
"China","Sichuan Province",723,39,14,3,681,"2020-10-15"
"China","Taiwan Province",531,33,431,7,491,"2020-10-15"
"China","Tianjin Municipality",245,4,50,3,238,"2020-10-15"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-10-15"
"China","Xinjiang Uygur Autonomous Region",902,0,0,3,899,"2020-10-15"
"China","Yunnan Province",211,9,0,2,200,"2020-10-15"
"China","Zhejiang Province",1283,10,3,1,1272,"2020-10-15"
