"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",990,0,0,6,984,"2020-04-03"
"China","Beijing Municipality",583,141,164,8,434,"2020-04-03"
"China","Chongqing Municipality",579,3,1,6,570,"2020-04-03"
"China","Fujian Province",349,48,3,1,300,"2020-04-03"
"China","Gansu province",138,9,0,2,127,"2020-04-03"
"China","Guangdong Province",1514,138,10,8,1368,"2020-04-03"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-04-03"
"China","Guizhou Province",147,1,0,2,144,"2020-04-03"
"China","Hainan Province",168,0,0,6,162,"2020-04-03"
"China","Hebei Province",326,10,0,6,310,"2020-04-03"
"China","Heilongjiang Province",489,7,0,13,469,"2020-04-03"
"China","Henan Province",1276,3,0,22,1251,"2020-04-03"
"China","Hong Kong Special Administrative Region",845,668,37,4,173,"2020-04-03"
"China","Hubei Province",67802,987,0,3203,63612,"2020-04-03"
"China","Hunan Province",1019,1,0,4,1014,"2020-04-03"
"China","Inner Mongolia Autonomous Region",117,42,0,1,74,"2020-04-03"
"China","Jiangsu Province",651,19,3,0,632,"2020-04-03"
"China","Jiangxi Province",937,1,0,1,935,"2020-04-03"
"China","Jilin Province",98,5,2,1,92,"2020-04-03"
"China","Liaoning Province",141,15,0,2,124,"2020-04-03"
"China","Macao Special Administrative Region",43,33,9,0,10,"2020-04-03"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-04-03"
"China","Qinghai Province",18,0,0,0,18,"2020-04-03"
"China","Shaanxi Province",255,8,1,3,244,"2020-04-03"
"China","Shandong Province",778,17,14,7,754,"2020-04-03"
"China","Shanghai Municipality",526,172,19,6,348,"2020-04-03"
"China","Shanxi Province",137,4,4,0,133,"2020-04-03"
"China","Sichuan Province",555,15,13,3,537,"2020-04-03"
"China","Taiwan Province",348,293,10,5,50,"2020-04-03"
"China","Tianjin Municipality",180,37,0,3,140,"2020-04-03"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-04-03"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-04-03"
"China","Yunnan Province",184,10,0,2,172,"2020-04-03"
"China","Zhejiang Province",1260,31,3,1,1228,"2020-04-03"
