"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",993,0,0,6,987,"2021-01-13"
"China","Beijing Municipality",998,38,164,9,951,"2021-01-13"
"China","Chongqing Municipality",590,0,1,6,584,"2021-01-13"
"China","Fujian Province",528,29,3,1,498,"2021-01-13"
"China","Gansu province",182,0,0,2,180,"2021-01-13"
"China","Guangdong Province",2076,43,14,8,2025,"2021-01-13"
"China","Guangxi Zhuang Autonomous Region",264,1,0,2,261,"2021-01-13"
"China","Guizhou Province",147,0,0,2,145,"2021-01-13"
"China","Hainan Province",171,0,0,6,165,"2021-01-13"
"China","Hebei Province",701,328,0,6,367,"2021-01-13"
"China","Heilongjiang Province",988,25,394,13,950,"2021-01-13"
"China","Henan Province",1302,7,0,22,1273,"2021-01-13"
"China","Hong Kong Special Administrative Region",9343,659,176,159,8525,"2021-01-13"
"China","Hubei Province",68149,0,0,4512,63637,"2021-01-13"
"China","Hunan Province",1022,1,0,4,1017,"2021-01-13"
"China","Inner Mongolia Autonomous Region",366,15,34,1,350,"2021-01-13"
"China","Jiangsu Province",687,3,3,0,684,"2021-01-13"
"China","Jiangxi Province",935,0,0,1,934,"2021-01-13"
"China","Jilin Province",157,0,19,2,155,"2021-01-13"
"China","Liaoning Province",396,58,0,2,336,"2021-01-13"
"China","Macao Special Administrative Region",46,0,9,0,46,"2021-01-13"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2021-01-13"
"China","Qinghai Province",18,0,0,0,18,"2021-01-13"
"China","Shaanxi Province",524,21,1,3,500,"2021-01-13"
"China","Shandong Province",864,4,14,7,853,"2021-01-13"
"China","Shanghai Municipality",1573,89,393,7,1477,"2021-01-13"
"China","Shanxi Province",226,2,64,0,224,"2021-01-13"
"China","Sichuan Province",857,17,14,3,837,"2021-01-13"
"China","Taiwan Province",838,101,431,7,730,"2021-01-13"
"China","Tianjin Municipality",324,17,50,3,304,"2021-01-13"
"China","Tibet Autonomous Region",1,0,0,0,1,"2021-01-13"
"China","Xinjiang Uygur Autonomous Region",980,0,0,3,977,"2021-01-13"
"China","Yunnan Province",231,10,0,2,219,"2021-01-13"
"China","Zhejiang Province",1308,11,3,1,1296,"2021-01-13"
