"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",991,1,0,6,984,"2020-16APR"
"18","China","Beijing Municipality",593,82,164,8,503,"2020-16APR"
"38","China","Chongqing Municipality",579,3,1,6,570,"2020-16APR"
"78","China","Fujian Province",353,19,3,1,333,"2020-16APR"
"87","China","Gansu province",139,0,0,2,137,"2020-16APR"
"102","China","Guangdong Province",1571,92,11,8,1471,"2020-16APR"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-16APR"
"141","China","Guizhou Province",147,1,0,2,144,"2020-16APR"
"150","China","Hainan Province",168,0,0,6,162,"2020-16APR"
"169","China","Hebei Province",328,7,0,6,315,"2020-16APR"
"180","China","Heilongjiang Province",861,377,38,13,471,"2020-16APR"
"193","China","Henan Province",1276,0,0,22,1254,"2020-16APR"
"213","China","Hong Kong Special Administrative Region",1017,528,39,4,485,"2020-16APR"
"214","China","Hubei Province",67803,146,0,3222,64435,"2020-16APR"
"232","China","Hunan Province",1019,1,0,4,1014,"2020-16APR"
"246","China","Inner Mongolia Autonomous Region",193,98,34,1,94,"2020-16APR"
"259","China","Jiangsu Province",653,11,3,0,642,"2020-16APR"
"272","China","Jiangxi Province",937,0,0,1,936,"2020-16APR"
"284","China","Jilin Province",102,5,3,1,96,"2020-16APR"
"295","China","Liaoning Province",145,3,0,2,140,"2020-16APR"
"309","China","Macao Special Administrative Region",45,29,9,0,16,"2020-16APR"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-16APR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-16APR"
"325","China","Shaanxi Province",256,2,1,3,251,"2020-16APR"
"337","China","Shandong Province",784,16,14,7,761,"2020-16APR"
"354","China","Shanghai Municipality",628,132,19,7,489,"2020-16APR"
"373","China","Shanxi Province",194,59,18,0,135,"2020-16APR"
"384","China","Sichuan Province",560,5,13,3,552,"2020-16APR"
"405","China","Taiwan Province",395,234,340,6,155,"2020-16APR"
"406","China","Tianjin Municipality",185,11,48,3,171,"2020-16APR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-16APR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-16APR"
"453","China","Yunnan Province",184,6,0,2,176,"2020-16APR"
"469","China","Zhejiang Province",1268,23,3,1,1244,"2020-16APR"
