"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",992,1,0,6,985,"2020-11-21"
"China","Beijing Municipality",948,3,164,9,936,"2020-11-21"
"China","Chongqing Municipality",590,1,1,6,583,"2020-11-21"
"China","Fujian Province",469,34,3,1,434,"2020-11-21"
"China","Gansu province",181,1,0,2,178,"2020-11-21"
"China","Guangdong Province",1975,32,14,8,1935,"2020-11-21"
"China","Guangxi Zhuang Autonomous Region",262,2,0,2,258,"2020-11-21"
"China","Guizhou Province",147,0,0,2,145,"2020-11-21"
"China","Hainan Province",171,0,0,6,165,"2020-11-21"
"China","Hebei Province",373,4,0,6,363,"2020-11-21"
"China","Heilongjiang Province",949,0,394,13,936,"2020-11-21"
"China","Henan Province",1288,5,0,22,1261,"2020-11-21"
"China","Hong Kong Special Administrative Region",5560,204,176,108,5248,"2020-11-21"
"China","Hubei Province",68148,8,0,4512,63628,"2020-11-21"
"China","Hunan Province",1020,1,0,4,1015,"2020-11-21"
"China","Inner Mongolia Autonomous Region",310,19,34,1,290,"2020-11-21"
"China","Jiangsu Province",677,7,3,0,670,"2020-11-21"
"China","Jiangxi Province",935,0,0,1,934,"2020-11-21"
"China","Jilin Province",157,0,19,2,155,"2020-11-21"
"China","Liaoning Province",289,6,0,2,281,"2020-11-21"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-11-21"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-11-21"
"China","Qinghai Province",18,0,0,0,18,"2020-11-21"
"China","Shaanxi Province",490,41,1,3,446,"2020-11-21"
"China","Shandong Province",849,1,14,7,841,"2020-11-21"
"China","Shanghai Municipality",1301,63,393,7,1231,"2020-11-21"
"China","Shanxi Province",220,7,64,0,213,"2020-11-21"
"China","Sichuan Province",796,48,14,3,745,"2020-11-21"
"China","Taiwan Province",611,58,431,7,546,"2020-11-21"
"China","Tianjin Municipality",296,17,50,3,276,"2020-11-21"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-11-21"
"China","Xinjiang Uygur Autonomous Region",980,0,0,3,977,"2020-11-21"
"China","Yunnan Province",217,5,0,2,210,"2020-11-21"
"China","Zhejiang Province",1292,8,3,1,1283,"2020-11-21"
