"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",991,1,0,6,984,"2020-11APR"
"18","China","Beijing Municipality",589,107,164,8,474,"2020-11APR"
"38","China","Chongqing Municipality",579,3,1,6,570,"2020-11APR"
"78","China","Fujian Province",351,33,3,1,317,"2020-11APR"
"87","China","Gansu province",139,2,0,2,135,"2020-11APR"
"102","China","Guangdong Province",1548,103,11,8,1437,"2020-11APR"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-11APR"
"141","China","Guizhou Province",147,1,0,2,144,"2020-11APR"
"150","China","Hainan Province",168,0,0,6,162,"2020-11APR"
"169","China","Hebei Province",327,8,0,6,313,"2020-11APR"
"180","China","Heilongjiang Province",661,178,28,13,470,"2020-11APR"
"193","China","Henan Province",1276,2,0,22,1252,"2020-11APR"
"213","China","Hong Kong Special Administrative Region",1000,660,39,4,336,"2020-11APR"
"214","China","Hubei Province",67803,320,0,3219,64264,"2020-11APR"
"232","China","Hunan Province",1019,1,0,4,1014,"2020-11APR"
"246","China","Inner Mongolia Autonomous Region",155,75,0,1,79,"2020-11APR"
"259","China","Jiangsu Province",652,16,3,0,636,"2020-11APR"
"272","China","Jiangxi Province",937,0,0,1,936,"2020-11APR"
"284","China","Jilin Province",98,1,2,1,96,"2020-11APR"
"295","China","Liaoning Province",145,10,0,2,133,"2020-11APR"
"309","China","Macao Special Administrative Region",45,35,9,0,10,"2020-11APR"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-11APR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-11APR"
"325","China","Shaanxi Province",256,5,1,3,248,"2020-11APR"
"337","China","Shandong Province",784,20,14,7,757,"2020-11APR"
"354","China","Shanghai Municipality",555,110,19,7,438,"2020-11APR"
"373","China","Shanxi Province",172,37,5,0,135,"2020-11APR"
"384","China","Sichuan Province",560,10,13,3,547,"2020-11APR"
"405","China","Taiwan Province",385,280,12,6,99,"2020-11APR"
"406","China","Tianjin Municipality",183,19,0,3,161,"2020-11APR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-11APR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-11APR"
"453","China","Yunnan Province",184,8,0,2,174,"2020-11APR"
"469","China","Zhejiang Province",1267,30,3,1,1236,"2020-11APR"
