"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-07-07"
"China","Beijing Municipality",929,320,164,9,600,"2020-07-07"
"China","Chongqing Municipality",582,2,1,6,574,"2020-07-07"
"China","Fujian Province",363,2,3,1,360,"2020-07-07"
"China","Gansu province",167,9,0,2,156,"2020-07-07"
"China","Guangdong Province",1644,5,11,8,1631,"2020-07-07"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-07-07"
"China","Guizhou Province",147,0,0,2,145,"2020-07-07"
"China","Hainan Province",171,0,0,6,165,"2020-07-07"
"China","Hebei Province",349,6,0,6,337,"2020-07-07"
"China","Heilongjiang Province",947,0,394,13,934,"2020-07-07"
"China","Henan Province",1276,0,0,22,1254,"2020-07-07"
"China","Hong Kong Special Administrative Region",1299,131,63,7,1161,"2020-07-07"
"China","Hubei Province",68135,0,0,4512,63623,"2020-07-07"
"China","Hunan Province",1019,0,0,4,1015,"2020-07-07"
"China","Inner Mongolia Autonomous Region",240,2,34,1,237,"2020-07-07"
"China","Jiangsu Province",654,1,3,0,653,"2020-07-07"
"China","Jiangxi Province",932,0,0,1,931,"2020-07-07"
"China","Jilin Province",155,0,19,2,153,"2020-07-07"
"China","Liaoning Province",159,7,0,2,150,"2020-07-07"
"China","Macao Special Administrative Region",46,1,9,0,45,"2020-07-07"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-07-07"
"China","Qinghai Province",18,0,0,0,18,"2020-07-07"
"China","Shaanxi Province",321,5,1,3,313,"2020-07-07"
"China","Shandong Province",792,0,14,7,785,"2020-07-07"
"China","Shanghai Municipality",718,23,300,7,688,"2020-07-07"
"China","Shanxi Province",198,0,64,0,198,"2020-07-07"
"China","Sichuan Province",598,14,13,3,581,"2020-07-07"
"China","Taiwan Province",449,4,357,7,438,"2020-07-07"
"China","Tianjin Municipality",199,2,48,3,194,"2020-07-07"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-07-07"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-07-07"
"China","Yunnan Province",186,1,0,2,183,"2020-07-07"
"China","Zhejiang Province",1269,1,3,1,1267,"2020-07-07"
