"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",60,0,0,0,0,"2020-26JAN"
"18","China","Beijing Municipality",68,0,0,0,2,"2020-26JAN"
"38","China","Chongqing Municipality",75,0,0,0,0,"2020-26JAN"
"78","China","Fujian Province",35,0,0,0,0,"2020-26JAN"
"87","China","Gansu province",7,0,0,0,0,"2020-26JAN"
"102","China","Guangdong Province",111,0,0,0,2,"2020-26JAN"
"126","China","Guangxi Zhuang Autonomous Region",36,0,0,0,0,"2020-26JAN"
"141","China","Guizhou Province",5,0,0,0,0,"2020-26JAN"
"150","China","Hainan Province",22,0,0,0,0,"2020-26JAN"
"169","China","Hebei Province",13,0,0,1,0,"2020-26JAN"
"180","China","Heilongjiang Province",16,0,0,1,0,"2020-26JAN"
"193","China","Henan Province",83,0,0,1,0,"2020-26JAN"
"213","China","Hong Kong Special Administrative Region",8,0,0,0,0,"2020-26JAN"
"214","China","Hubei Province",1058,0,0,52,42,"2020-26JAN"
"232","China","Hunan Province",69,0,0,0,0,"2020-26JAN"
"246","China","Inner Mongolia Autonomous Region",7,0,0,0,0,"2020-26JAN"
"259","China","Jiangsu Province",33,0,0,0,1,"2020-26JAN"
"272","China","Jiangxi Province",36,0,0,0,0,"2020-26JAN"
"284","China","Jilin Province",4,0,0,0,0,"2020-26JAN"
"295","China","Liaoning Province",22,0,0,0,0,"2020-26JAN"
"309","China","Macao Special Administrative Region",5,0,0,0,0,"2020-26JAN"
"310","China","Ningxia Hui Autonomous Region",4,0,0,0,0,"2020-26JAN"
"317","China","Qinghai Province",1,0,0,0,0,"2020-26JAN"
"325","China","Shaanxi Province",22,0,0,0,0,"2020-26JAN"
"337","China","Shandong Province",46,0,0,0,0,"2020-26JAN"
"354","China","Shanghai Municipality",40,0,0,1,1,"2020-26JAN"
"373","China","Shanxi Province",9,0,0,0,0,"2020-26JAN"
"384","China","Sichuan Province",44,0,0,0,0,"2020-26JAN"
"405","China","Taiwan Province",4,0,0,0,0,"2020-26JAN"
"406","China","Tianjin Municipality",14,0,0,0,0,"2020-26JAN"
"423","China","Tibet Autonomous Region",0,0,0,0,0,"2020-26JAN"
"424","China","Xinjiang Uygur Autonomous Region",4,0,0,0,0,"2020-26JAN"
"447","China","Yunnan Province",16,0,0,0,0,"2020-26JAN"
"463","China","Zhejiang Province",104,0,0,0,1,"2020-26JAN"
