"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",990,0,0,6,984,"2020-14MAR"
"18","China","Beijing Municipality",442,81,0,8,353,"2020-14MAR"
"38","China","Chongqing Municipality",576,0,0,6,570,"2020-14MAR"
"78","China","Fujian Province",296,0,0,1,295,"2020-14MAR"
"87","China","Gansu province",132,39,0,2,91,"2020-14MAR"
"102","China","Guangdong Province",1357,46,0,8,1303,"2020-14MAR"
"126","China","Guangxi Zhuang Autonomous Region",252,7,0,2,243,"2020-14MAR"
"141","China","Guizhou Province",146,1,0,2,143,"2020-14MAR"
"150","China","Hainan Province",168,2,0,6,160,"2020-14MAR"
"169","China","Hebei Province",318,2,0,6,310,"2020-14MAR"
"180","China","Heilongjiang Province",482,16,0,13,453,"2020-14MAR"
"193","China","Henan Province",1273,1,0,22,1250,"2020-14MAR"
"213","China","Hong Kong Special Administrative Region",141,56,0,4,81,"2020-14MAR"
"214","China","Hubei Province",67794,10431,0,3085,54278,"2020-14MAR"
"232","China","Hunan Province",1018,0,0,4,1014,"2020-14MAR"
"246","China","Inner Mongolia Autonomous Region",75,3,0,1,71,"2020-14MAR"
"259","China","Jiangsu Province",631,0,0,0,631,"2020-14MAR"
"272","China","Jiangxi Province",935,0,0,1,934,"2020-14MAR"
"284","China","Jilin Province",93,1,0,1,91,"2020-14MAR"
"295","China","Liaoning Province",125,11,0,1,113,"2020-14MAR"
"309","China","Macao Special Administrative Region",10,0,0,0,10,"2020-14MAR"
"310","China","Ningxia Hui Autonomous Region",75,2,0,0,73,"2020-14MAR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-14MAR"
"325","China","Shaanxi Province",245,11,0,2,232,"2020-14MAR"
"337","China","Shandong Province",760,12,0,7,741,"2020-14MAR"
"354","China","Shanghai Municipality",353,26,0,3,324,"2020-14MAR"
"373","China","Shanxi Province",133,0,0,0,133,"2020-14MAR"
"384","China","Sichuan Province",539,21,0,3,515,"2020-14MAR"
"405","China","Taiwan Province",53,32,0,1,20,"2020-14MAR"
"406","China","Tianjin Municipality",136,1,0,3,132,"2020-14MAR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-14MAR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-14MAR"
"453","China","Yunnan Province",174,0,0,2,172,"2020-14MAR"
"469","China","Zhejiang Province",1231,19,0,1,1211,"2020-14MAR"
