"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",991,0,0,6,985,"2020-15JUN"
"18","China","Beijing Municipality",673,80,164,9,584,"2020-15JUN"
"38","China","Chongqing Municipality",582,3,1,6,573,"2020-15JUN"
"78","China","Fujian Province",362,5,3,1,356,"2020-15JUN"
"87","China","Gansu province",139,0,0,2,137,"2020-15JUN"
"102","China","Guangdong Province",1625,27,11,8,1590,"2020-15JUN"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-15JUN"
"141","China","Guizhou Province",147,0,0,2,145,"2020-15JUN"
"150","China","Hainan Province",171,2,0,6,163,"2020-15JUN"
"169","China","Hebei Province",331,3,0,6,322,"2020-15JUN"
"180","China","Heilongjiang Province",947,0,394,13,934,"2020-15JUN"
"193","China","Henan Province",1276,0,0,22,1254,"2020-15JUN"
"213","China","Hong Kong Special Administrative Region",1112,41,63,4,1067,"2020-15JUN"
"214","China","Hubei Province",68135,0,0,4512,63623,"2020-15JUN"
"232","China","Hunan Province",1019,0,0,4,1015,"2020-15JUN"
"246","China","Inner Mongolia Autonomous Region",237,5,34,1,231,"2020-15JUN"
"259","China","Jiangsu Province",653,0,3,0,653,"2020-15JUN"
"272","China","Jiangxi Province",932,0,0,1,931,"2020-15JUN"
"284","China","Jilin Province",155,0,19,2,153,"2020-15JUN"
"295","China","Liaoning Province",151,2,0,2,147,"2020-15JUN"
"309","China","Macao Special Administrative Region",45,0,9,0,45,"2020-15JUN"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-15JUN"
"317","China","Qinghai Province",18,0,0,0,18,"2020-15JUN"
"325","China","Shaanxi Province",313,4,1,3,306,"2020-15JUN"
"337","China","Shandong Province",792,3,14,7,782,"2020-15JUN"
"354","China","Shanghai Municipality",692,18,300,7,667,"2020-15JUN"
"373","China","Shanxi Province",198,0,64,0,198,"2020-15JUN"
"384","China","Sichuan Province",588,22,13,3,563,"2020-15JUN"
"405","China","Taiwan Province",445,5,348,7,433,"2020-15JUN"
"406","China","Tianjin Municipality",196,4,48,3,189,"2020-15JUN"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-15JUN"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-15JUN"
"453","China","Yunnan Province",185,0,0,2,183,"2020-15JUN"
"469","China","Zhejiang Province",1268,0,3,1,1267,"2020-15JUN"
