"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",991,0,0,6,985,"2020-04MAY"
"18","China","Beijing Municipality",593,31,164,9,553,"2020-04MAY"
"38","China","Chongqing Municipality",579,0,1,6,573,"2020-04MAY"
"78","China","Fujian Province",356,2,3,1,353,"2020-04MAY"
"87","China","Gansu province",139,0,0,2,137,"2020-04MAY"
"102","China","Guangdong Province",1588,11,11,8,1569,"2020-04MAY"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-04MAY"
"141","China","Guizhou Province",147,0,0,2,145,"2020-04MAY"
"150","China","Hainan Province",168,0,0,6,162,"2020-04MAY"
"169","China","Hebei Province",328,4,0,6,318,"2020-04MAY"
"180","China","Heilongjiang Province",944,274,394,13,657,"2020-04MAY"
"193","China","Henan Province",1276,0,0,22,1254,"2020-04MAY"
"213","China","Hong Kong Special Administrative Region",1040,136,47,4,900,"2020-04MAY"
"214","China","Hubei Province",68128,0,0,4512,63616,"2020-04MAY"
"232","China","Hunan Province",1019,0,0,4,1015,"2020-04MAY"
"246","China","Inner Mongolia Autonomous Region",201,44,34,1,156,"2020-04MAY"
"259","China","Jiangsu Province",653,3,3,0,650,"2020-04MAY"
"272","China","Jiangxi Province",937,0,0,1,936,"2020-04MAY"
"284","China","Jilin Province",112,8,19,1,103,"2020-04MAY"
"295","China","Liaoning Province",146,0,0,2,144,"2020-04MAY"
"309","China","Macao Special Administrative Region",45,6,9,0,39,"2020-04MAY"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-04MAY"
"317","China","Qinghai Province",18,0,0,0,18,"2020-04MAY"
"325","China","Shaanxi Province",306,40,1,3,263,"2020-04MAY"
"337","China","Shandong Province",788,8,14,7,773,"2020-04MAY"
"354","China","Shanghai Municipality",655,29,300,7,619,"2020-04MAY"
"373","China","Shanxi Province",198,18,64,0,180,"2020-04MAY"
"384","China","Sichuan Province",561,0,13,3,558,"2020-04MAY"
"405","China","Taiwan Province",438,98,347,6,334,"2020-04MAY"
"406","China","Tianjin Municipality",190,1,48,3,186,"2020-04MAY"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-04MAY"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-04MAY"
"453","China","Yunnan Province",185,2,0,2,181,"2020-04MAY"
"469","China","Zhejiang Province",1268,2,3,1,1265,"2020-04MAY"
