"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",991,1,0,6,984,"2020-09APR"
"18","China","Beijing Municipality",588,116,164,8,464,"2020-09APR"
"38","China","Chongqing Municipality",579,3,1,6,570,"2020-09APR"
"78","China","Fujian Province",351,42,3,1,308,"2020-09APR"
"87","China","Gansu province",139,2,0,2,135,"2020-09APR"
"102","China","Guangdong Province",1539,108,11,8,1423,"2020-09APR"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-09APR"
"141","China","Guizhou Province",147,1,0,2,144,"2020-09APR"
"150","China","Hainan Province",168,0,0,6,162,"2020-09APR"
"169","China","Hebei Province",327,8,0,6,313,"2020-09APR"
"180","China","Heilongjiang Province",609,126,0,13,470,"2020-09APR"
"193","China","Henan Province",1276,2,0,22,1252,"2020-09APR"
"213","China","Hong Kong Special Administrative Region",973,676,24,4,293,"2020-09APR"
"214","China","Hubei Province",67803,401,0,3215,64187,"2020-09APR"
"232","China","Hunan Province",1019,1,0,4,1014,"2020-09APR"
"246","China","Inner Mongolia Autonomous Region",126,46,0,1,79,"2020-09APR"
"259","China","Jiangsu Province",651,18,3,0,633,"2020-09APR"
"272","China","Jiangxi Province",937,1,0,1,935,"2020-09APR"
"284","China","Jilin Province",98,4,2,1,93,"2020-09APR"
"295","China","Liaoning Province",144,10,0,2,132,"2020-09APR"
"309","China","Macao Special Administrative Region",45,35,9,0,10,"2020-09APR"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-09APR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-09APR"
"325","China","Shaanxi Province",256,7,1,3,246,"2020-09APR"
"337","China","Shandong Province",783,20,14,7,756,"2020-09APR"
"354","China","Shanghai Municipality",552,123,19,7,422,"2020-09APR"
"373","China","Shanxi Province",166,32,5,0,134,"2020-09APR"
"384","China","Sichuan Province",560,16,13,3,541,"2020-09APR"
"405","China","Taiwan Province",380,308,10,5,67,"2020-09APR"
"406","China","Tianjin Municipality",182,27,0,3,152,"2020-09APR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-09APR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-09APR"
"453","China","Yunnan Province",184,9,0,2,173,"2020-09APR"
"469","China","Zhejiang Province",1267,31,3,1,1235,"2020-09APR"
