"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",991,0,0,6,985,"2020-07MAY"
"18","China","Beijing Municipality",593,27,164,9,557,"2020-07MAY"
"38","China","Chongqing Municipality",579,0,1,6,573,"2020-07MAY"
"78","China","Fujian Province",356,1,3,1,354,"2020-07MAY"
"87","China","Gansu province",139,0,0,2,137,"2020-07MAY"
"102","China","Guangdong Province",1589,6,11,8,1575,"2020-07MAY"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-07MAY"
"141","China","Guizhou Province",147,0,0,2,145,"2020-07MAY"
"150","China","Hainan Province",168,0,0,6,162,"2020-07MAY"
"169","China","Hebei Province",328,2,0,6,320,"2020-07MAY"
"180","China","Heilongjiang Province",944,138,394,13,793,"2020-07MAY"
"193","China","Henan Province",1276,0,0,22,1254,"2020-07MAY"
"213","China","Hong Kong Special Administrative Region",1044,96,47,4,944,"2020-07MAY"
"214","China","Hubei Province",68128,0,0,4512,63616,"2020-07MAY"
"232","China","Hunan Province",1019,0,0,4,1015,"2020-07MAY"
"246","China","Inner Mongolia Autonomous Region",201,29,34,1,171,"2020-07MAY"
"259","China","Jiangsu Province",653,2,3,0,651,"2020-07MAY"
"272","China","Jiangxi Province",937,0,0,1,936,"2020-07MAY"
"284","China","Jilin Province",112,8,19,1,103,"2020-07MAY"
"295","China","Liaoning Province",146,0,0,2,144,"2020-07MAY"
"309","China","Macao Special Administrative Region",45,5,9,0,40,"2020-07MAY"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-07MAY"
"317","China","Qinghai Province",18,0,0,0,18,"2020-07MAY"
"325","China","Shaanxi Province",308,39,1,3,266,"2020-07MAY"
"337","China","Shandong Province",788,6,14,7,775,"2020-07MAY"
"354","China","Shanghai Municipality",657,27,300,7,623,"2020-07MAY"
"373","China","Shanxi Province",198,4,64,0,194,"2020-07MAY"
"384","China","Sichuan Province",561,0,13,3,558,"2020-07MAY"
"405","China","Taiwan Province",440,87,348,6,347,"2020-07MAY"
"406","China","Tianjin Municipality",190,1,48,3,186,"2020-07MAY"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-07MAY"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-07MAY"
"453","China","Yunnan Province",185,2,0,2,181,"2020-07MAY"
"469","China","Zhejiang Province",1268,0,3,1,1267,"2020-07MAY"
