"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-11-01"
"China","Beijing Municipality",942,4,164,9,929,"2020-11-01"
"China","Chongqing Municipality",589,4,1,6,579,"2020-11-01"
"China","Fujian Province",437,25,3,1,411,"2020-11-01"
"China","Gansu province",177,7,0,2,168,"2020-11-01"
"China","Guangdong Province",1922,32,14,8,1882,"2020-11-01"
"China","Guangxi Zhuang Autonomous Region",260,0,0,2,258,"2020-11-01"
"China","Guizhou Province",147,0,0,2,145,"2020-11-01"
"China","Hainan Province",171,0,0,6,165,"2020-11-01"
"China","Hebei Province",373,8,0,6,359,"2020-11-01"
"China","Heilongjiang Province",949,1,394,13,935,"2020-11-01"
"China","Henan Province",1284,4,0,22,1258,"2020-11-01"
"China","Hong Kong Special Administrative Region",5330,129,176,105,5096,"2020-11-01"
"China","Hubei Province",68139,0,0,4512,63627,"2020-11-01"
"China","Hunan Province",1020,1,0,4,1015,"2020-11-01"
"China","Inner Mongolia Autonomous Region",291,20,34,1,270,"2020-11-01"
"China","Jiangsu Province",672,6,3,0,666,"2020-11-01"
"China","Jiangxi Province",935,0,0,1,934,"2020-11-01"
"China","Jilin Province",157,0,19,2,155,"2020-11-01"
"China","Liaoning Province",283,3,0,2,278,"2020-11-01"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-11-01"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-11-01"
"China","Qinghai Province",18,0,0,0,18,"2020-11-01"
"China","Shaanxi Province",455,29,1,3,423,"2020-11-01"
"China","Shandong Province",847,5,14,7,835,"2020-11-01"
"China","Shanghai Municipality",1181,100,393,7,1074,"2020-11-01"
"China","Shanxi Province",212,4,64,0,208,"2020-11-01"
"China","Sichuan Province",744,31,14,3,710,"2020-11-01"
"China","Taiwan Province",558,33,431,7,518,"2020-11-01"
"China","Tianjin Municipality",270,16,50,3,251,"2020-11-01"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-11-01"
"China","Xinjiang Uygur Autonomous Region",956,54,0,3,899,"2020-11-01"
"China","Yunnan Province",213,3,0,2,208,"2020-11-01"
"China","Zhejiang Province",1286,6,3,1,1279,"2020-11-01"
