"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",992,1,0,6,985,"2020-11-17"
"China","Beijing Municipality",947,5,164,9,933,"2020-11-17"
"China","Chongqing Municipality",589,0,1,6,583,"2020-11-17"
"China","Fujian Province",461,30,3,1,430,"2020-11-17"
"China","Gansu province",181,2,0,2,177,"2020-11-17"
"China","Guangdong Province",1971,38,14,8,1925,"2020-11-17"
"China","Guangxi Zhuang Autonomous Region",260,0,0,2,258,"2020-11-17"
"China","Guizhou Province",147,0,0,2,145,"2020-11-17"
"China","Hainan Province",171,0,0,6,165,"2020-11-17"
"China","Hebei Province",373,4,0,6,363,"2020-11-17"
"China","Heilongjiang Province",949,0,394,13,936,"2020-11-17"
"China","Henan Province",1288,7,0,22,1259,"2020-11-17"
"China","Hong Kong Special Administrative Region",5470,150,176,108,5212,"2020-11-17"
"China","Hubei Province",68148,9,0,4512,63627,"2020-11-17"
"China","Hunan Province",1020,1,0,4,1015,"2020-11-17"
"China","Inner Mongolia Autonomous Region",307,20,34,1,286,"2020-11-17"
"China","Jiangsu Province",677,10,3,0,667,"2020-11-17"
"China","Jiangxi Province",935,0,0,1,934,"2020-11-17"
"China","Jilin Province",157,0,19,2,155,"2020-11-17"
"China","Liaoning Province",288,6,0,2,280,"2020-11-17"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-11-17"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-11-17"
"China","Qinghai Province",18,0,0,0,18,"2020-11-17"
"China","Shaanxi Province",487,45,1,3,439,"2020-11-17"
"China","Shandong Province",848,0,14,7,841,"2020-11-17"
"China","Shanghai Municipality",1281,76,393,7,1198,"2020-11-17"
"China","Shanxi Province",219,6,64,0,213,"2020-11-17"
"China","Sichuan Province",792,48,14,3,741,"2020-11-17"
"China","Taiwan Province",605,59,431,7,539,"2020-11-17"
"China","Tianjin Municipality",290,18,50,3,269,"2020-11-17"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-11-17"
"China","Xinjiang Uygur Autonomous Region",980,15,0,3,962,"2020-11-17"
"China","Yunnan Province",217,6,0,2,209,"2020-11-17"
"China","Zhejiang Province",1291,7,3,1,1283,"2020-11-17"
