"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-08-22"
"China","Beijing Municipality",935,2,164,9,924,"2020-08-22"
"China","Chongqing Municipality",583,0,1,6,577,"2020-08-22"
"China","Fujian Province",371,5,3,1,365,"2020-08-22"
"China","Gansu province",169,0,0,2,167,"2020-08-22"
"China","Guangdong Province",1725,21,14,8,1696,"2020-08-22"
"China","Guangxi Zhuang Autonomous Region",255,0,0,2,253,"2020-08-22"
"China","Guizhou Province",147,0,0,2,145,"2020-08-22"
"China","Hainan Province",171,0,0,6,165,"2020-08-22"
"China","Hebei Province",354,5,0,6,343,"2020-08-22"
"China","Heilongjiang Province",948,1,394,13,934,"2020-08-22"
"China","Henan Province",1276,0,0,22,1254,"2020-08-22"
"China","Hong Kong Special Administrative Region",4657,607,118,76,3974,"2020-08-22"
"China","Hubei Province",68139,1,0,4512,63626,"2020-08-22"
"China","Hunan Province",1019,0,0,4,1015,"2020-08-22"
"China","Inner Mongolia Autonomous Region",260,2,34,1,257,"2020-08-22"
"China","Jiangsu Province",665,9,3,0,656,"2020-08-22"
"China","Jiangxi Province",935,3,0,1,931,"2020-08-22"
"China","Jilin Province",157,0,19,2,155,"2020-08-22"
"China","Liaoning Province",261,14,0,2,245,"2020-08-22"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-08-22"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-08-22"
"China","Qinghai Province",18,0,0,0,18,"2020-08-22"
"China","Shaanxi Province",360,16,1,3,341,"2020-08-22"
"China","Shandong Province",830,28,14,7,795,"2020-08-22"
"China","Shanghai Municipality",875,85,393,7,783,"2020-08-22"
"China","Shanxi Province",201,0,64,0,201,"2020-08-22"
"China","Sichuan Province",628,14,14,3,611,"2020-08-22"
"China","Taiwan Province",487,23,371,7,457,"2020-08-22"
"China","Tianjin Municipality",216,11,49,3,202,"2020-08-22"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-08-22"
"China","Xinjiang Uygur Autonomous Region",902,227,0,3,672,"2020-08-22"
"China","Yunnan Province",195,4,0,2,189,"2020-08-22"
"China","Zhejiang Province",1277,8,3,1,1268,"2020-08-22"
