"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-05-26"
"China","Beijing Municipality",593,3,164,9,581,"2020-05-26"
"China","Chongqing Municipality",579,0,1,6,573,"2020-05-26"
"China","Fujian Province",357,1,3,1,355,"2020-05-26"
"China","Gansu province",139,0,0,2,137,"2020-05-26"
"China","Guangdong Province",1592,3,11,8,1581,"2020-05-26"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-05-26"
"China","Guizhou Province",147,0,0,2,145,"2020-05-26"
"China","Hainan Province",169,1,0,6,162,"2020-05-26"
"China","Hebei Province",328,0,0,6,322,"2020-05-26"
"China","Heilongjiang Province",945,0,394,13,932,"2020-05-26"
"China","Henan Province",1276,0,0,22,1254,"2020-05-26"
"China","Hong Kong Special Administrative Region",1065,28,47,4,1033,"2020-05-26"
"China","Hubei Province",68135,6,0,4512,63617,"2020-05-26"
"China","Hunan Province",1019,0,0,4,1015,"2020-05-26"
"China","Inner Mongolia Autonomous Region",232,27,34,1,204,"2020-05-26"
"China","Jiangsu Province",653,0,3,0,653,"2020-05-26"
"China","Jiangxi Province",937,0,0,1,936,"2020-05-26"
"China","Jilin Province",155,25,19,2,128,"2020-05-26"
"China","Liaoning Province",149,0,0,2,147,"2020-05-26"
"China","Macao Special Administrative Region",45,0,9,0,45,"2020-05-26"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-05-26"
"China","Qinghai Province",18,0,0,0,18,"2020-05-26"
"China","Shaanxi Province",308,0,1,3,305,"2020-05-26"
"China","Shandong Province",788,1,14,7,780,"2020-05-26"
"China","Shanghai Municipality",669,9,300,7,653,"2020-05-26"
"China","Shanxi Province",198,0,64,0,198,"2020-05-26"
"China","Sichuan Province",564,3,13,3,558,"2020-05-26"
"China","Taiwan Province",441,18,348,7,416,"2020-05-26"
"China","Tianjin Municipality",192,1,48,3,188,"2020-05-26"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-05-26"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-05-26"
"China","Yunnan Province",185,0,0,2,183,"2020-05-26"
"China","Zhejiang Province",1268,0,3,1,1267,"2020-05-26"
