"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",15,0,0,0,0,"2020-24JAN"
"18","China","Beijing Municipality",36,0,0,0,1,"2020-24JAN"
"38","China","Chongqing Municipality",27,0,0,0,0,"2020-24JAN"
"78","China","Fujian Province",10,0,2,0,0,"2020-24JAN"
"87","China","Gansu province",2,0,0,0,0,"2020-24JAN"
"102","China","Guangdong Province",53,0,0,0,2,"2020-24JAN"
"126","China","Guangxi Zhuang Autonomous Region",23,0,0,0,0,"2020-24JAN"
"141","China","Guizhou Province",3,0,0,0,0,"2020-24JAN"
"150","China","Hainan Province",8,0,0,0,0,"2020-24JAN"
"169","China","Hebei Province",2,0,0,1,0,"2020-24JAN"
"180","China","Heilongjiang Province",4,0,0,1,0,"2020-24JAN"
"193","China","Henan Province",9,0,0,0,0,"2020-24JAN"
"213","China","Hong Kong Special Administrative Region",2,0,0,0,0,"2020-24JAN"
"214","China","Hubei Province",549,0,0,24,31,"2020-24JAN"
"232","China","Hunan Province",24,0,0,0,0,"2020-24JAN"
"246","China","Inner Mongolia Autonomous Region",1,0,0,0,0,"2020-24JAN"
"259","China","Jiangsu Province",9,0,0,0,0,"2020-24JAN"
"272","China","Jiangxi Province",18,0,0,0,0,"2020-24JAN"
"284","China","Jilin Province",3,0,0,0,0,"2020-24JAN"
"295","China","Liaoning Province",4,0,0,0,0,"2020-24JAN"
"309","China","Macao Special Administrative Region",2,0,0,0,0,"2020-24JAN"
"310","China","Ningxia Hui Autonomous Region",2,0,0,0,0,"2020-24JAN"
"317","China","Qinghai Province",0,0,1,0,0,"2020-24JAN"
"325","China","Shaanxi Province",5,0,0,0,0,"2020-24JAN"
"337","China","Shandong Province",15,0,0,0,0,"2020-24JAN"
"354","China","Shanghai Municipality",20,0,0,0,1,"2020-24JAN"
"373","China","Shanxi Province",1,0,0,0,0,"2020-24JAN"
"384","China","Sichuan Province",15,0,0,0,0,"2020-24JAN"
"405","China","Taiwan Province",3,0,0,0,0,"2020-24JAN"
"406","China","Tianjin Municipality",8,0,0,0,0,"2020-24JAN"
"423","China","Tibet Autonomous Region",0,0,0,0,0,"2020-24JAN"
"424","China","Xinjiang Uygur Autonomous Region",2,0,0,0,0,"2020-24JAN"
"447","China","Yunnan Province",5,0,0,0,0,"2020-24JAN"
"463","China","Zhejiang Province",43,0,0,0,1,"2020-24JAN"
