"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",990,0,0,6,984,"2020-27MAR"
"18","China","Beijing Municipality",572,155,3,8,409,"2020-27MAR"
"38","China","Chongqing Municipality",578,2,1,6,570,"2020-27MAR"
"78","China","Fujian Province",337,41,0,1,295,"2020-27MAR"
"87","China","Gansu province",136,11,0,2,123,"2020-27MAR"
"102","China","Guangdong Province",1467,118,5,8,1341,"2020-27MAR"
"126","China","Guangxi Zhuang Autonomous Region",254,2,0,2,250,"2020-27MAR"
"141","China","Guizhou Province",146,0,0,2,144,"2020-27MAR"
"150","China","Hainan Province",168,0,0,6,162,"2020-27MAR"
"169","China","Hebei Province",319,3,0,6,310,"2020-27MAR"
"180","China","Heilongjiang Province",484,2,0,13,469,"2020-27MAR"
"193","China","Henan Province",1275,2,0,22,1251,"2020-27MAR"
"213","China","Hong Kong Special Administrative Region",519,405,24,4,110,"2020-27MAR"
"214","China","Hubei Province",67801,2526,0,3177,62098,"2020-27MAR"
"232","China","Hunan Province",1018,0,0,4,1014,"2020-27MAR"
"246","China","Inner Mongolia Autonomous Region",92,17,0,1,74,"2020-27MAR"
"259","China","Jiangsu Province",641,10,0,0,631,"2020-27MAR"
"272","China","Jiangxi Province",936,1,0,1,934,"2020-27MAR"
"284","China","Jilin Province",97,4,1,1,92,"2020-27MAR"
"295","China","Liaoning Province",131,5,0,2,124,"2020-27MAR"
"309","China","Macao Special Administrative Region",33,23,4,0,10,"2020-27MAR"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-27MAR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-27MAR"
"325","China","Shaanxi Province",253,8,1,3,242,"2020-27MAR"
"337","China","Shandong Province",772,13,12,7,752,"2020-27MAR"
"354","China","Shanghai Municipality",485,146,19,5,334,"2020-27MAR"
"373","China","Shanxi Province",135,2,0,0,133,"2020-27MAR"
"384","China","Sichuan Province",548,9,2,3,536,"2020-27MAR"
"405","China","Taiwan Province",267,236,34,2,29,"2020-27MAR"
"406","China","Tianjin Municipality",156,20,15,3,133,"2020-27MAR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-27MAR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-27MAR"
"453","China","Yunnan Province",180,6,0,2,172,"2020-27MAR"
"469","China","Zhejiang Province",1251,25,0,1,1225,"2020-27MAR"
