"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-07-02"
"China","Beijing Municipality",923,325,164,9,589,"2020-07-02"
"China","Chongqing Municipality",582,3,1,6,573,"2020-07-02"
"China","Fujian Province",363,3,3,1,359,"2020-07-02"
"China","Gansu province",164,13,0,2,149,"2020-07-02"
"China","Guangdong Province",1642,7,11,8,1627,"2020-07-02"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-07-02"
"China","Guizhou Province",147,0,0,2,145,"2020-07-02"
"China","Hainan Province",171,0,0,6,165,"2020-07-02"
"China","Hebei Province",349,9,0,6,334,"2020-07-02"
"China","Heilongjiang Province",947,0,394,13,934,"2020-07-02"
"China","Henan Province",1276,0,0,22,1254,"2020-07-02"
"China","Hong Kong Special Administrative Region",1242,118,63,7,1117,"2020-07-02"
"China","Hubei Province",68135,0,0,4512,63623,"2020-07-02"
"China","Hunan Province",1019,0,0,4,1015,"2020-07-02"
"China","Inner Mongolia Autonomous Region",238,0,34,1,237,"2020-07-02"
"China","Jiangsu Province",654,1,3,0,653,"2020-07-02"
"China","Jiangxi Province",932,0,0,1,931,"2020-07-02"
"China","Jilin Province",155,0,19,2,153,"2020-07-02"
"China","Liaoning Province",155,5,0,2,148,"2020-07-02"
"China","Macao Special Administrative Region",46,1,9,0,45,"2020-07-02"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-07-02"
"China","Qinghai Province",18,0,0,0,18,"2020-07-02"
"China","Shaanxi Province",320,7,1,3,310,"2020-07-02"
"China","Shandong Province",792,0,14,7,785,"2020-07-02"
"China","Shanghai Municipality",713,29,300,7,677,"2020-07-02"
"China","Shanxi Province",198,0,64,0,198,"2020-07-02"
"China","Sichuan Province",595,12,13,3,580,"2020-07-02"
"China","Taiwan Province",448,3,356,7,438,"2020-07-02"
"China","Tianjin Municipality",198,1,48,3,194,"2020-07-02"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-07-02"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-07-02"
"China","Yunnan Province",185,0,0,2,183,"2020-07-02"
"China","Zhejiang Province",1269,1,3,1,1267,"2020-07-02"
