"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-10-08"
"China","Beijing Municipality",936,1,164,9,926,"2020-10-08"
"China","Chongqing Municipality",585,1,1,6,578,"2020-10-08"
"China","Fujian Province",414,14,3,1,399,"2020-10-08"
"China","Gansu province",170,0,0,2,168,"2020-10-08"
"China","Guangdong Province",1848,25,14,8,1815,"2020-10-08"
"China","Guangxi Zhuang Autonomous Region",260,3,0,2,255,"2020-10-08"
"China","Guizhou Province",147,0,0,2,145,"2020-10-08"
"China","Hainan Province",171,0,0,6,165,"2020-10-08"
"China","Hebei Province",365,1,0,6,358,"2020-10-08"
"China","Heilongjiang Province",948,0,394,13,935,"2020-10-08"
"China","Henan Province",1281,4,0,22,1255,"2020-10-08"
"China","Hong Kong Special Administrative Region",5143,153,147,105,4885,"2020-10-08"
"China","Hubei Province",68139,0,0,4512,63627,"2020-10-08"
"China","Hunan Province",1019,0,0,4,1015,"2020-10-08"
"China","Inner Mongolia Autonomous Region",268,6,34,1,261,"2020-10-08"
"China","Jiangsu Province",667,3,3,0,664,"2020-10-08"
"China","Jiangxi Province",935,0,0,1,934,"2020-10-08"
"China","Jilin Province",157,0,19,2,155,"2020-10-08"
"China","Liaoning Province",271,1,0,2,268,"2020-10-08"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-10-08"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-10-08"
"China","Qinghai Province",18,0,0,0,18,"2020-10-08"
"China","Shaanxi Province",415,16,1,3,396,"2020-10-08"
"China","Shandong Province",832,2,14,7,823,"2020-10-08"
"China","Shanghai Municipality",1030,57,393,7,966,"2020-10-08"
"China","Shanxi Province",206,3,64,0,203,"2020-10-08"
"China","Sichuan Province",713,45,14,3,665,"2020-10-08"
"China","Taiwan Province",523,30,431,7,486,"2020-10-08"
"China","Tianjin Municipality",242,4,50,3,235,"2020-10-08"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-10-08"
"China","Xinjiang Uygur Autonomous Region",902,0,0,3,899,"2020-10-08"
"China","Yunnan Province",211,9,0,2,200,"2020-10-08"
"China","Zhejiang Province",1283,10,3,1,1272,"2020-10-08"
