"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",990,0,0,6,984,"2020-08APR"
"18","China","Beijing Municipality",588,125,164,8,455,"2020-08APR"
"38","China","Chongqing Municipality",579,3,1,6,570,"2020-08APR"
"78","China","Fujian Province",351,42,3,1,308,"2020-08APR"
"87","China","Gansu province",139,4,0,2,133,"2020-08APR"
"102","China","Guangdong Province",1536,117,11,8,1411,"2020-08APR"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-08APR"
"141","China","Guizhou Province",147,1,0,2,144,"2020-08APR"
"150","China","Hainan Province",168,0,0,6,162,"2020-08APR"
"169","China","Hebei Province",327,9,0,6,312,"2020-08APR"
"180","China","Heilongjiang Province",569,86,0,13,470,"2020-08APR"
"193","China","Henan Province",1276,2,0,22,1252,"2020-08APR"
"213","China","Hong Kong Special Administrative Region",960,692,24,4,264,"2020-08APR"
"214","China","Hubei Province",67803,448,0,3213,64142,"2020-08APR"
"232","China","Hunan Province",1019,1,0,4,1014,"2020-08APR"
"246","China","Inner Mongolia Autonomous Region",124,49,0,1,74,"2020-08APR"
"259","China","Jiangsu Province",651,18,3,0,633,"2020-08APR"
"272","China","Jiangxi Province",937,1,0,1,935,"2020-08APR"
"284","China","Jilin Province",98,4,2,1,93,"2020-08APR"
"295","China","Liaoning Province",144,11,0,2,131,"2020-08APR"
"309","China","Macao Special Administrative Region",45,35,9,0,10,"2020-08APR"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-08APR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-08APR"
"325","China","Shaanxi Province",256,7,1,3,246,"2020-08APR"
"337","China","Shandong Province",783,21,14,7,755,"2020-08APR"
"354","China","Shanghai Municipality",543,119,19,7,417,"2020-08APR"
"373","China","Shanxi Province",163,29,5,0,134,"2020-08APR"
"384","China","Sichuan Province",560,16,13,3,541,"2020-08APR"
"405","China","Taiwan Province",379,313,10,5,61,"2020-08APR"
"406","China","Tianjin Municipality",180,25,0,3,152,"2020-08APR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-08APR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-08APR"
"453","China","Yunnan Province",184,9,0,2,173,"2020-08APR"
"469","China","Zhejiang Province",1266,33,3,1,1232,"2020-08APR"
