"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-10-09"
"China","Beijing Municipality",936,0,164,9,927,"2020-10-09"
"China","Chongqing Municipality",585,1,1,6,578,"2020-10-09"
"China","Fujian Province",414,14,3,1,399,"2020-10-09"
"China","Gansu province",170,0,0,2,168,"2020-10-09"
"China","Guangdong Province",1851,22,14,8,1821,"2020-10-09"
"China","Guangxi Zhuang Autonomous Region",260,3,0,2,255,"2020-10-09"
"China","Guizhou Province",147,0,0,2,145,"2020-10-09"
"China","Hainan Province",171,0,0,6,165,"2020-10-09"
"China","Hebei Province",365,1,0,6,358,"2020-10-09"
"China","Heilongjiang Province",948,0,394,13,935,"2020-10-09"
"China","Henan Province",1281,4,0,22,1255,"2020-10-09"
"China","Hong Kong Special Administrative Region",5169,158,147,105,4906,"2020-10-09"
"China","Hubei Province",68139,0,0,4512,63627,"2020-10-09"
"China","Hunan Province",1019,0,0,4,1015,"2020-10-09"
"China","Inner Mongolia Autonomous Region",268,6,34,1,261,"2020-10-09"
"China","Jiangsu Province",667,3,3,0,664,"2020-10-09"
"China","Jiangxi Province",935,0,0,1,934,"2020-10-09"
"China","Jilin Province",157,0,19,2,155,"2020-10-09"
"China","Liaoning Province",273,3,0,2,268,"2020-10-09"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-10-09"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-10-09"
"China","Qinghai Province",18,0,0,0,18,"2020-10-09"
"China","Shaanxi Province",425,26,1,3,396,"2020-10-09"
"China","Shandong Province",832,2,14,7,823,"2020-10-09"
"China","Shanghai Municipality",1036,58,393,7,971,"2020-10-09"
"China","Shanxi Province",206,3,64,0,203,"2020-10-09"
"China","Sichuan Province",713,42,14,3,668,"2020-10-09"
"China","Taiwan Province",524,30,431,7,487,"2020-10-09"
"China","Tianjin Municipality",242,4,50,3,235,"2020-10-09"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-10-09"
"China","Xinjiang Uygur Autonomous Region",902,0,0,3,899,"2020-10-09"
"China","Yunnan Province",211,9,0,2,200,"2020-10-09"
"China","Zhejiang Province",1283,10,3,1,1272,"2020-10-09"
