"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-10-03"
"China","Beijing Municipality",936,1,164,9,926,"2020-10-03"
"China","Chongqing Municipality",585,1,1,6,578,"2020-10-03"
"China","Fujian Province",411,19,3,1,391,"2020-10-03"
"China","Gansu province",170,0,0,2,168,"2020-10-03"
"China","Guangdong Province",1834,23,14,8,1803,"2020-10-03"
"China","Guangxi Zhuang Autonomous Region",259,2,0,2,255,"2020-10-03"
"China","Guizhou Province",147,0,0,2,145,"2020-10-03"
"China","Hainan Province",171,0,0,6,165,"2020-10-03"
"China","Hebei Province",365,1,0,6,358,"2020-10-03"
"China","Heilongjiang Province",948,0,394,13,935,"2020-10-03"
"China","Henan Province",1281,5,0,22,1254,"2020-10-03"
"China","Hong Kong Special Administrative Region",5108,154,147,105,4849,"2020-10-03"
"China","Hubei Province",68139,0,0,4512,63627,"2020-10-03"
"China","Hunan Province",1019,0,0,4,1015,"2020-10-03"
"China","Inner Mongolia Autonomous Region",266,5,34,1,260,"2020-10-03"
"China","Jiangsu Province",666,2,3,0,664,"2020-10-03"
"China","Jiangxi Province",935,0,0,1,934,"2020-10-03"
"China","Jilin Province",157,0,19,2,155,"2020-10-03"
"China","Liaoning Province",271,5,0,2,264,"2020-10-03"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-10-03"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-10-03"
"China","Qinghai Province",18,0,0,0,18,"2020-10-03"
"China","Shaanxi Province",411,24,1,3,384,"2020-10-03"
"China","Shandong Province",832,2,14,7,823,"2020-10-03"
"China","Shanghai Municipality",1011,51,393,7,953,"2020-10-03"
"China","Shanxi Province",204,1,64,0,203,"2020-10-03"
"China","Sichuan Province",698,32,14,3,663,"2020-10-03"
"China","Taiwan Province",517,26,417,7,484,"2020-10-03"
"China","Tianjin Municipality",240,3,50,3,234,"2020-10-03"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-10-03"
"China","Xinjiang Uygur Autonomous Region",902,0,0,3,899,"2020-10-03"
"China","Yunnan Province",209,9,0,2,198,"2020-10-03"
"China","Zhejiang Province",1282,9,3,1,1272,"2020-10-03"
