"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-11-06"
"China","Beijing Municipality",945,7,164,9,929,"2020-11-06"
"China","Chongqing Municipality",589,3,1,6,580,"2020-11-06"
"China","Fujian Province",446,30,3,1,415,"2020-11-06"
"China","Gansu province",180,10,0,2,168,"2020-11-06"
"China","Guangdong Province",1941,34,14,8,1899,"2020-11-06"
"China","Guangxi Zhuang Autonomous Region",260,0,0,2,258,"2020-11-06"
"China","Guizhou Province",147,0,0,2,145,"2020-11-06"
"China","Hainan Province",171,0,0,6,165,"2020-11-06"
"China","Hebei Province",373,7,0,6,360,"2020-11-06"
"China","Heilongjiang Province",949,1,394,13,935,"2020-11-06"
"China","Henan Province",1286,6,0,22,1258,"2020-11-06"
"China","Hong Kong Special Administrative Region",5361,123,176,107,5131,"2020-11-06"
"China","Hubei Province",68143,4,0,4512,63627,"2020-11-06"
"China","Hunan Province",1020,1,0,4,1015,"2020-11-06"
"China","Inner Mongolia Autonomous Region",300,29,34,1,270,"2020-11-06"
"China","Jiangsu Province",674,8,3,0,666,"2020-11-06"
"China","Jiangxi Province",935,0,0,1,934,"2020-11-06"
"China","Jilin Province",157,0,19,2,155,"2020-11-06"
"China","Liaoning Province",284,3,0,2,279,"2020-11-06"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-11-06"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-11-06"
"China","Qinghai Province",18,0,0,0,18,"2020-11-06"
"China","Shaanxi Province",459,28,1,3,428,"2020-11-06"
"China","Shandong Province",848,3,14,7,838,"2020-11-06"
"China","Shanghai Municipality",1223,100,393,7,1116,"2020-11-06"
"China","Shanxi Province",216,5,64,0,211,"2020-11-06"
"China","Sichuan Province",763,43,14,3,717,"2020-11-06"
"China","Taiwan Province",573,43,431,7,523,"2020-11-06"
"China","Tianjin Municipality",275,13,50,3,259,"2020-11-06"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-11-06"
"China","Xinjiang Uygur Autonomous Region",980,78,0,3,899,"2020-11-06"
"China","Yunnan Province",214,4,0,2,208,"2020-11-06"
"China","Zhejiang Province",1288,8,3,1,1279,"2020-11-06"
