"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",992,1,0,6,985,"2020-11-11"
"China","Beijing Municipality",947,7,164,9,931,"2020-11-11"
"China","Chongqing Municipality",589,1,1,6,582,"2020-11-11"
"China","Fujian Province",459,38,3,1,420,"2020-11-11"
"China","Gansu province",180,2,0,2,176,"2020-11-11"
"China","Guangdong Province",1955,32,14,8,1915,"2020-11-11"
"China","Guangxi Zhuang Autonomous Region",260,0,0,2,258,"2020-11-11"
"China","Guizhou Province",147,0,0,2,145,"2020-11-11"
"China","Hainan Province",171,0,0,6,165,"2020-11-11"
"China","Hebei Province",373,6,0,6,361,"2020-11-11"
"China","Heilongjiang Province",949,1,394,13,935,"2020-11-11"
"China","Henan Province",1286,6,0,22,1258,"2020-11-11"
"China","Hong Kong Special Administrative Region",5407,140,176,108,5159,"2020-11-11"
"China","Hubei Province",68147,8,0,4512,63627,"2020-11-11"
"China","Hunan Province",1020,1,0,4,1015,"2020-11-11"
"China","Inner Mongolia Autonomous Region",305,31,34,1,273,"2020-11-11"
"China","Jiangsu Province",676,10,3,0,666,"2020-11-11"
"China","Jiangxi Province",935,0,0,1,934,"2020-11-11"
"China","Jilin Province",157,0,19,2,155,"2020-11-11"
"China","Liaoning Province",286,4,0,2,280,"2020-11-11"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-11-11"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-11-11"
"China","Qinghai Province",18,0,0,0,18,"2020-11-11"
"China","Shaanxi Province",480,43,1,3,434,"2020-11-11"
"China","Shandong Province",848,1,14,7,840,"2020-11-11"
"China","Shanghai Municipality",1264,103,393,7,1154,"2020-11-11"
"China","Shanxi Province",218,5,64,0,213,"2020-11-11"
"China","Sichuan Province",778,47,14,3,728,"2020-11-11"
"China","Taiwan Province",584,49,431,7,528,"2020-11-11"
"China","Tianjin Municipality",283,15,50,3,265,"2020-11-11"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-11-11"
"China","Xinjiang Uygur Autonomous Region",980,52,0,3,925,"2020-11-11"
"China","Yunnan Province",214,3,0,2,209,"2020-11-11"
"China","Zhejiang Province",1291,11,3,1,1279,"2020-11-11"
