"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",992,0,0,6,986,"2020-11-30"
"China","Beijing Municipality",950,3,164,9,938,"2020-11-30"
"China","Chongqing Municipality",590,1,1,6,583,"2020-11-30"
"China","Fujian Province",487,43,3,1,443,"2020-11-30"
"China","Gansu province",182,1,0,2,179,"2020-11-30"
"China","Guangdong Province",1989,32,14,8,1949,"2020-11-30"
"China","Guangxi Zhuang Autonomous Region",263,3,0,2,258,"2020-11-30"
"China","Guizhou Province",147,0,0,2,145,"2020-11-30"
"China","Hainan Province",171,0,0,6,165,"2020-11-30"
"China","Hebei Province",373,1,0,6,366,"2020-11-30"
"China","Heilongjiang Province",949,0,394,13,936,"2020-11-30"
"China","Henan Province",1289,6,0,22,1261,"2020-11-30"
"China","Hong Kong Special Administrative Region",6314,861,176,109,5344,"2020-11-30"
"China","Hubei Province",68148,3,0,4512,63633,"2020-11-30"
"China","Hunan Province",1020,0,0,4,1016,"2020-11-30"
"China","Inner Mongolia Autonomous Region",323,18,34,1,304,"2020-11-30"
"China","Jiangsu Province",680,8,3,0,672,"2020-11-30"
"China","Jiangxi Province",935,0,0,1,934,"2020-11-30"
"China","Jilin Province",157,0,19,2,155,"2020-11-30"
"China","Liaoning Province",289,1,0,2,286,"2020-11-30"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-11-30"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-11-30"
"China","Qinghai Province",18,0,0,0,18,"2020-11-30"
"China","Shaanxi Province",498,28,1,3,467,"2020-11-30"
"China","Shandong Province",854,6,14,7,841,"2020-11-30"
"China","Shanghai Municipality",1330,51,393,7,1272,"2020-11-30"
"China","Shanxi Province",221,4,64,0,217,"2020-11-30"
"China","Sichuan Province",806,43,14,3,760,"2020-11-30"
"China","Taiwan Province",675,103,431,7,565,"2020-11-30"
"China","Tianjin Municipality",300,12,50,3,285,"2020-11-30"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-11-30"
"China","Xinjiang Uygur Autonomous Region",980,0,0,3,977,"2020-11-30"
"China","Yunnan Province",219,7,0,2,210,"2020-11-30"
"China","Zhejiang Province",1294,10,3,1,1283,"2020-11-30"
