"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-05-30"
"China","Beijing Municipality",593,3,164,9,581,"2020-05-30"
"China","Chongqing Municipality",579,0,1,6,573,"2020-05-30"
"China","Fujian Province",358,2,3,1,355,"2020-05-30"
"China","Gansu province",139,0,0,2,137,"2020-05-30"
"China","Guangdong Province",1593,2,11,8,1583,"2020-05-30"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-05-30"
"China","Guizhou Province",147,0,0,2,145,"2020-05-30"
"China","Hainan Province",169,0,0,6,163,"2020-05-30"
"China","Hebei Province",328,0,0,6,322,"2020-05-30"
"China","Heilongjiang Province",945,0,394,13,932,"2020-05-30"
"China","Henan Province",1276,0,0,22,1254,"2020-05-30"
"China","Hong Kong Special Administrative Region",1082,42,63,4,1036,"2020-05-30"
"China","Hubei Province",68135,4,0,4512,63619,"2020-05-30"
"China","Hunan Province",1019,0,0,4,1015,"2020-05-30"
"China","Inner Mongolia Autonomous Region",232,25,34,1,206,"2020-05-30"
"China","Jiangsu Province",653,0,3,0,653,"2020-05-30"
"China","Jiangxi Province",937,0,0,1,936,"2020-05-30"
"China","Jilin Province",155,11,19,2,142,"2020-05-30"
"China","Liaoning Province",149,0,0,2,147,"2020-05-30"
"China","Macao Special Administrative Region",45,0,9,0,45,"2020-05-30"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-05-30"
"China","Qinghai Province",18,0,0,0,18,"2020-05-30"
"China","Shaanxi Province",308,0,1,3,305,"2020-05-30"
"China","Shandong Province",791,4,14,7,780,"2020-05-30"
"China","Shanghai Municipality",672,8,300,7,657,"2020-05-30"
"China","Shanxi Province",198,0,64,0,198,"2020-05-30"
"China","Sichuan Province",564,3,13,3,558,"2020-05-30"
"China","Taiwan Province",442,14,348,7,421,"2020-05-30"
"China","Tianjin Municipality",192,1,48,3,188,"2020-05-30"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-05-30"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-05-30"
"China","Yunnan Province",185,0,0,2,183,"2020-05-30"
"China","Zhejiang Province",1268,0,3,1,1267,"2020-05-30"
