"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","1011435","13003","53473"
"Male","Georgia","841568","14944","50249"
"Unknown","Georgia","14674","15","304"
"Female","Appling","1886","50","133"
"Male","Appling","1566","52","126"
"Unknown","Appling","15","0","0"
"Female","Atkinson","813","12","97"
"Male","Atkinson","665","20","95"
"Unknown","Atkinson","5","0","0"
"Female","Bacon","1179","23","93"
"Male","Bacon","1294","31","100"
"Unknown","Bacon","5","0","0"
"Female","Baker","168","5","21"
"Male","Baker","138","8","23"
"Unknown","Baker","2","0","0"
"Female","Baldwin","4005","60","180"
"Male","Baldwin","3116","118","239"
"Unknown","Baldwin","22","0","0"
"Female","Banks","1758","35","167"
"Male","Banks","1480","35","143"
"Unknown","Banks","15","0","1"
"Female","Barrow","10300","103","513"
"Male","Barrow","8642","115","441"
"Unknown","Barrow","70","0","1"
"Female","Bartow","11271","167","578"
"Male","Bartow","9654","197","592"
"Unknown","Bartow","116","1","1"
"Female","Ben Hill","1224","31","99"
"Male","Ben Hill","911","41","86"
"Unknown","Ben Hill","5","0","0"
"Female","Berrien","1083","27","56"
"Male","Berrien","880","24","48"
"Unknown","Berrien","6","0","0"
"Female","Bibb","16001","318","1419"
"Male","Bibb","11785","306","1196"
"Unknown","Bibb","286","0","3"
"Female","Bleckley","828","23","37"
"Male","Bleckley","598","18","31"
"Unknown","Bleckley","11","0","0"
"Female","Brantley","1311","37","92"
"Male","Brantley","1096","45","84"
"Unknown","Brantley","7","0","0"
"Female","Brooks","1023","23","80"
"Male","Brooks","791","35","65"
"Unknown","Brooks","6","0","0"
"Female","Bryan","3435","26","168"
"Male","Bryan","3152","41","199"
"Unknown","Bryan","5","0","0"
"Female","Bulloch","5822","58","187"
"Male","Bulloch","4520","45","156"
"Unknown","Bulloch","34","0","0"
"Female","Burke","1612","26","112"
"Male","Burke","1297","27","104"
"Unknown","Burke","11","0","1"
"Female","Butts","2268","58","109"
"Male","Butts","2319","67","133"
"Unknown","Butts","34","0","0"
"Female","Calhoun","395","14","45"
"Male","Calhoun","558","7","54"
"Unknown","Calhoun","14","0","1"
"Female","Camden","4436","43","124"
"Male","Camden","3769","45","109"
"Unknown","Camden","52","0","0"
"Female","Candler","705","17","54"
"Male","Candler","594","34","37"
"Unknown","Candler","1","0","0"
"Female","Carroll","7529","77","201"
"Male","Carroll","6505","90","219"
"Unknown","Carroll","65","0","5"
"Female","Catoosa","6301","59","187"
"Male","Catoosa","5495","51","182"
"Unknown","Catoosa","112","1","4"
"Female","Charlton","835","18","61"
"Male","Charlton","1225","26","52"
"Unknown","Charlton","10","0","0"
"Female","Chatham","28128","324","1568"
"Male","Chatham","23147","391","1451"
"Unknown","Chatham","133","0","4"
"Female","Chattahoochee","570","3","20"
"Male","Chattahoochee","5282","13","29"
"Unknown","Chattahoochee","19","0","0"
"Female","Chattooga","2777","47","144"
"Male","Chattooga","2316","54","161"
"Unknown","Chattooga","18","0","0"
"Female","Cherokee","23641","216","1044"
"Male","Cherokee","20390","287","1208"
"Unknown","Cherokee","172","0","1"
"Female","Clarke","14461","82","567"
"Male","Clarke","11075","109","500"
"Unknown","Clarke","57","0","2"
"Female","Clay","200","1","8"
"Male","Clay","143","3","6"
"Unknown","Clay","3","0","0"
"Female","Clayton","32243","394","1601"
"Male","Clayton","23699","389","1344"
"Unknown","Clayton","298","0","6"
"Female","Clinch","720","15","48"
"Male","Clinch","641","20","44"
"Unknown","Clinch","2","0","0"
"Female","Cobb","70927","650","2285"
"Male","Cobb","58711","795","2323"
"Unknown","Cobb","651","0","6"
"Female","Coffee","4517","106","541"
"Male","Coffee","3582","93","427"
"Unknown","Coffee","30","0","0"
"Female","Colquitt","4096","62","189"
"Male","Colquitt","3584","80","190"
"Unknown","Colquitt","19","0","0"
"Female","Columbia","10371","111","394"
"Male","Columbia","9044","165","388"
"Unknown","Columbia","49","0","1"
"Female","Cook","1139","25","73"
"Male","Cook","880","29","63"
"Unknown","Cook","2","0","0"
"Female","Coweta","10919","163","656"
"Male","Coweta","9382","218","595"
"Unknown","Coweta","89","0","5"
"Female","Crawford","622","19","55"
"Male","Crawford","528","23","59"
"Unknown","Crawford","7","0","0"
"Female","Crisp","1397","34","118"
"Male","Crisp","1095","34","78"
"Unknown","Crisp","20","0","0"
"Female","Dade","1250","14","48"
"Male","Dade","1144","9","45"
"Unknown","Dade","20","0","0"
"Female","Dawson","3209","36","173"
"Male","Dawson","2722","52","200"
"Unknown","Dawson","31","0","0"
"Female","DeKalb","68265","650","4057"
"Male","DeKalb","53787","694","3501"
"Unknown","DeKalb","974","0","14"
"Female","Decatur","2657","37","134"
"Male","Decatur","2021","46","110"
"Unknown","Decatur","39","0","0"
"Female","Dodge","1051","29","68"
"Male","Dodge","984","35","62"
"Unknown","Dodge","38","0","0"
"Female","Dooly","772","17","56"
"Male","Dooly","717","22","53"
"Unknown","Dooly","7","0","0"
"Female","Dougherty","7781","217","866"
"Male","Dougherty","5729","198","650"
"Unknown","Dougherty","201","2","1"
"Female","Douglas","15292","138","656"
"Male","Douglas","12123","146","568"
"Unknown","Douglas","97","1","2"
"Female","Early","1215","30","75"
"Male","Early","819","23","38"
"Unknown","Early","16","0","0"
"Female","Echols","190","1","4"
"Male","Echols","264","4","12"
"Unknown","Echols","1","0","0"
"Female","Effingham","5315","65","283"
"Male","Effingham","4588","90","273"
"Unknown","Effingham","27","0","0"
"Female","Elbert","1495","38","140"
"Male","Elbert","1093","38","92"
"Unknown","Elbert","12","0","1"
"Female","Emanuel","1856","45","119"
"Male","Emanuel","1479","31","72"
"Unknown","Emanuel","17","0","0"
"Female","Evans","815","18","71"
"Male","Evans","639","20","46"
"Unknown","Evans","7","0","0"
"Female","Fannin","2163","40","138"
"Male","Fannin","1861","66","165"
"Unknown","Fannin","13","0","0"
"Female","Fayette","8552","113","421"
"Male","Fayette","7504","137","452"
"Unknown","Fayette","82","0","1"
"Female","Floyd","12206","145","718"
"Male","Floyd","10096","204","735"
"Unknown","Floyd","116","0","2"
"Female","Forsyth","21202","127","656"
"Male","Forsyth","19279","186","776"
"Unknown","Forsyth","966","0","0"
"Female","Franklin","2354","26","134"
"Male","Franklin","1895","46","111"
"Unknown","Franklin","19","0","0"
"Female","Fulton","96181","874","4876"
"Male","Fulton","80578","947","4432"
"Unknown","Fulton","1318","0","58"
"Female","Gilmer","2432","57","206"
"Male","Gilmer","2036","71","211"
"Unknown","Gilmer","64","0","0"
"Female","Glascock","131","3","11"
"Male","Glascock","118","5","17"
"Unknown","Glascock","9","0","0"
"Female","Glynn","9520","144","358"
"Male","Glynn","7983","179","356"
"Unknown","Glynn","21","0","0"
"Female","Gordon","6122","89","227"
"Male","Gordon","5235","114","243"
"Unknown","Gordon","108","0","1"
"Female","Grady","2006","31","137"
"Male","Grady","1516","42","120"
"Unknown","Grady","27","0","0"
"Female","Greene","1663","31","115"
"Male","Greene","1386","35","131"
"Unknown","Greene","13","0","0"
"Female","Gwinnett","91115","710","3686"
"Male","Gwinnett","77341","868","3447"
"Unknown","Gwinnett","950","0","6"
"Female","Habersham","4440","101","320"
"Male","Habersham","3701","114","354"
"Unknown","Habersham","38","0","1"
"Female","Hall","24377","316","1636"
"Male","Hall","20810","382","1736"
"Unknown","Hall","281","3","2"
"Female","Hancock","679","32","61"
"Male","Hancock","660","47","67"
"Unknown","Hancock","4","0","0"
"Female","Haralson","1818","27","59"
"Male","Haralson","1526","25","44"
"Unknown","Haralson","21","0","0"
"Female","Harris","2621","40","143"
"Male","Harris","2336","49","155"
"Unknown","Harris","46","0","0"
"Female","Hart","1732","25","98"
"Male","Hart","1362","26","89"
"Unknown","Hart","12","0","0"
"Female","Heard","753","17","40"
"Male","Heard","674","11","51"
"Unknown","Heard","5","0","0"
"Female","Henry","25097","253","1017"
"Male","Henry","19234","295","845"
"Unknown","Henry","105","0","1"
"Female","Houston","12473","143","583"
"Male","Houston","9875","161","569"
"Unknown","Houston","116","0","2"
"Female","Irwin","499","14","55"
"Male","Irwin","518","8","44"
"Unknown","Irwin","2","0","0"
"Female","Jackson","9633","101","455"
"Male","Jackson","8392","140","505"
"Unknown","Jackson","85","0","1"
"Female","Jasper","855","15","84"
"Male","Jasper","744","21","67"
"Unknown","Jasper","8","0","0"
"Female","Jeff Davis","1233","17","60"
"Male","Jeff Davis","1013","28","70"
"Unknown","Jeff Davis","4","0","0"
"Female","Jefferson","1233","34","105"
"Male","Jefferson","933","40","96"
"Unknown","Jefferson","13","0","0"
"Female","Jenkins","614","18","46"
"Male","Jenkins","447","24","51"
"Unknown","Jenkins","1","1","1"
"Female","Johnson","693","22","61"
"Male","Johnson","723","31","60"
"Unknown","Johnson","18","0","0"
"Female","Jones","2009","38","148"
"Male","Jones","1582","56","152"
"Unknown","Jones","36","0","0"
"Female","Lamar","1779","38","107"
"Male","Lamar","1424","52","112"
"Unknown","Lamar","9","0","0"
"Female","Lanier","546","5","16"
"Male","Lanier","516","7","21"
"Unknown","Lanier","5","0","0"
"Female","Laurens","4765","97","218"
"Male","Laurens","3574","124","236"
"Unknown","Laurens","89","1","1"
"Female","Lee","2040","41","180"
"Male","Lee","1636","42","159"
"Unknown","Lee","24","0","0"
"Female","Liberty","5473","45","192"
"Male","Liberty","5033","58","175"
"Unknown","Liberty","28","0","0"
"Female","Lincoln","436","15","41"
"Male","Lincoln","388","14","41"
"Unknown","Lincoln","14","0","0"
"Female","Long","1181","9","49"
"Male","Long","982","14","36"
"Unknown","Long","5","0","0"
"Female","Lowndes","8153","133","340"
"Male","Lowndes","6422","111","249"
"Unknown","Lowndes","65","0","0"
"Female","Lumpkin","3423","50","241"
"Male","Lumpkin","2865","46","212"
"Unknown","Lumpkin","24","0","0"
"Female","Macon","615","13","51"
"Male","Macon","552","28","63"
"Unknown","Macon","3","0","0"
"Female","Madison","3200","27","198"
"Male","Madison","2625","48","174"
"Unknown","Madison","11","0","0"
"Female","Marion","564","17","42"
"Male","Marion","376","19","41"
"Unknown","Marion","1","0","0"
"Female","McDuffie","1596","36","131"
"Male","McDuffie","1233","33","110"
"Unknown","McDuffie","79","0","1"
"Female","McIntosh","1029","15","45"
"Male","McIntosh","850","16","52"
"Unknown","McIntosh","1","0","0"
"Female","Meriwether","1815","57","160"
"Male","Meriwether","1348","49","119"
"Unknown","Meriwether","9","0","0"
"Female","Miller","703","6","33"
"Male","Miller","545","10","25"
"Unknown","Miller","3","0","0"
"Female","Mitchell","1647","41","167"
"Male","Mitchell","1348","51","143"
"Unknown","Mitchell","6","0","0"
"Female","Monroe","2032","58","134"
"Male","Monroe","1734","65","135"
"Unknown","Monroe","31","0","1"
"Female","Montgomery","739","20","35"
"Male","Montgomery","657","23","31"
"Unknown","Montgomery","16","0","0"
"Female","Morgan","1537","15","88"
"Male","Morgan","1267","28","91"
"Unknown","Morgan","10","0","1"
"Female","Murray","4759","60","189"
"Male","Murray","4064","91","208"
"Unknown","Murray","34","0","0"
"Female","Muscogee","17591","338","1135"
"Male","Muscogee","13338","281","999"
"Unknown","Muscogee","227","0","1"
"Female","Newton","10000","174","1048"
"Male","Newton","7453","182","844"
"Unknown","Newton","80","0","1"
"Female","Non-GA Resident/Unknown State","29732","361","1291"
"Male","Non-GA Resident/Unknown State","28530","499","1563"
"Unknown","Non-GA Resident/Unknown State","3176","0","115"
"Female","Oconee","3561","35","122"
"Male","Oconee","3141","48","128"
"Unknown","Oconee","16","0","0"
"Female","Oglethorpe","1314","17","96"
"Male","Oglethorpe","1010","29","84"
"Unknown","Oglethorpe","4","0","0"
"Female","Paulding","13917","132","369"
"Male","Paulding","11172","147","324"
"Unknown","Paulding","139","1","6"
"Female","Peach","2036","45","165"
"Male","Peach","1542","53","141"
"Unknown","Peach","13","1","0"
"Female","Pickens","2720","48","217"
"Male","Pickens","2226","62","226"
"Unknown","Pickens","31","0","0"
"Female","Pierce","1484","39","131"
"Male","Pierce","1206","53","149"
"Unknown","Pierce","9","0","0"
"Female","Pike","1415","21","89"
"Male","Pike","1250","35","76"
"Unknown","Pike","10","0","2"
"Female","Polk","4869","72","334"
"Male","Polk","4123","75","297"
"Unknown","Polk","28","0","1"
"Female","Pulaski","734","27","39"
"Male","Pulaski","459","15","29"
"Unknown","Pulaski","8","0","0"
"Female","Putnam","1950","35","130"
"Male","Putnam","1591","53","137"
"Unknown","Putnam","15","0","0"
"Female","Quitman","140","1","8"
"Male","Quitman","82","2","10"
"Unknown","Quitman","1","0","0"
"Female","Rabun","1422","32","130"
"Male","Rabun","1272","40","109"
"Unknown","Rabun","10","0","0"
"Female","Randolph","480","26","70"
"Male","Randolph","344","16","40"
"Female","Richmond","19154","283","1055"
"Male","Richmond","15677","357","1056"
"Unknown","Richmond","152","0","5"
"Female","Rockdale","8332","135","1139"
"Male","Rockdale","6106","127","837"
"Unknown","Rockdale","69","0","3"
"Female","Schley","281","2","14"
"Male","Schley","225","6","17"
"Unknown","Schley","2","0","0"
"Female","Screven","997","16","58"
"Male","Screven","770","19","50"
"Unknown","Screven","10","0","1"
"Female","Seminole","869","11","66"
"Male","Seminole","719","12","43"
"Unknown","Seminole","6","0","0"
"Female","Spalding","5618","155","407"
"Male","Spalding","4539","157","330"
"Unknown","Spalding","39","0","0"
"Female","Stephens","3167","60","196"
"Male","Stephens","2521","59","179"
"Unknown","Stephens","26","0","0"
"Female","Stewart","516","10","35"
"Male","Stewart","1090","21","112"
"Unknown","Stewart","36","0","0"
"Female","Sumter","2194","60","219"
"Male","Sumter","1627","76","199"
"Unknown","Sumter","14","0","0"
"Female","Talbot","504","10","33"
"Male","Talbot","402","19","40"
"Unknown","Talbot","10","1","0"
"Female","Taliaferro","94","0","2"
"Male","Taliaferro","84","3","14"
"Unknown","Taliaferro","1","0","0"
"Female","Tattnall","1665","41","82"
"Male","Tattnall","1573","36","93"
"Unknown","Tattnall","5","0","0"
"Female","Taylor","595","20","54"
"Male","Taylor","498","17","54"
"Unknown","Taylor","15","0","0"
"Female","Telfair","597","25","38"
"Male","Telfair","596","32","53"
"Unknown","Telfair","19","0","0"
"Female","Terrell","667","31","91"
"Male","Terrell","478","26","76"
"Unknown","Terrell","10","0","0"
"Female","Thomas","4961","91","304"
"Male","Thomas","3633","77","275"
"Unknown","Thomas","25","0","0"
"Female","Tift","3394","73","330"
"Male","Tift","2754","81","248"
"Unknown","Tift","30","0","0"
"Female","Toombs","2982","80","134"
"Male","Toombs","2277","76","142"
"Unknown","Toombs","9","0","0"
"Female","Towns","1072","38","99"
"Male","Towns","863","37","97"
"Unknown","Towns","17","0","1"
"Female","Treutlen","554","25","30"
"Male","Treutlen","543","21","34"
"Unknown","Treutlen","11","0","0"
"Female","Troup","6672","150","374"
"Male","Troup","5145","140","318"
"Unknown","Troup","45","0","1"
"Female","Turner","578","17","62"
"Male","Turner","488","24","61"
"Unknown","Turner","12","0","0"
"Female","Twiggs","551","18","64"
"Male","Twiggs","462","33","85"
"Unknown","Twiggs","5","0","0"
"Female","Union","2217","61","171"
"Male","Union","1849","65","212"
"Unknown","Union","12","0","0"
"Female","Unknown","4334","4","41"
"Male","Unknown","3757","4","47"
"Unknown","Unknown","982","1","16"
"Female","Upson","2300","75","168"
"Male","Upson","1707","75","137"
"Unknown","Upson","11","0","1"
"Female","Walker","6814","89","256"
"Male","Walker","6012","67","262"
"Unknown","Walker","99","1","5"
"Female","Walton","8712","169","737"
"Male","Walton","6758","179","609"
"Unknown","Walton","78","0","0"
"Female","Ware","3186","111","296"
"Male","Ware","2535","97","294"
"Unknown","Ware","48","0","1"
"Female","Warren","351","10","42"
"Male","Warren","280","12","26"
"Unknown","Warren","9","0","0"
"Female","Washington","1709","40","72"
"Male","Washington","1400","40","70"
"Unknown","Washington","4","0","0"
"Female","Wayne","2966","85","207"
"Male","Wayne","2560","82","215"
"Unknown","Wayne","7","0","0"
"Female","Webster","140","4","13"
"Male","Webster","106","3","10"
"Unknown","Webster","3","0","0"
"Female","Wheeler","294","5","7"
"Male","Wheeler","437","27","36"
"Unknown","Wheeler","13","0","0"
"Female","White","3215","56","204"
"Male","White","2820","74","236"
"Unknown","White","33","0","0"
"Female","Whitfield","14152","152","500"
"Male","Whitfield","12446","196","518"
"Unknown","Whitfield","73","0","3"
"Female","Wilcox","376","12","34"
"Male","Wilcox","423","20","53"
"Unknown","Wilcox","4","0","1"
"Female","Wilkes","601","11","60"
"Male","Wilkes","503","19","67"
"Unknown","Wilkes","5","0","0"
"Female","Wilkinson","881","23","71"
"Male","Wilkinson","713","21","86"
"Unknown","Wilkinson","14","0","0"
"Female","Worth","1291","44","149"
"Male","Worth","998","41","116"
"Unknown","Worth","11","0","0"
