"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3085","24"
"Hispanic/Latino","American Indian/Alaska Native","141","0"
"Hispanic/Latino","Asian","320","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","211","2"
"Hispanic/Latino","Other","34219","334"
"Hispanic/Latino","Unknown","14464","8"
"Hispanic/Latino","White","45349","613"
"Non-Hispanic/Latino","African-American/Black","224304","6265"
"Non-Hispanic/Latino","American Indian/Alaska Native","382","12"
"Non-Hispanic/Latino","Asian","16995","364"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","676","10"
"Non-Hispanic/Latino","Other","11619","55"
"Non-Hispanic/Latino","Unknown","6889","14"
"Non-Hispanic/Latino","White","327678","10327"
"Unknown","African-American/Black","24484","15"
"Unknown","American Indian/Alaska Native","142","0"
"Unknown","Asian","3840","1"
"Unknown","Native Hawaiian/Pacific Islander","171","0"
"Unknown","Other","25504","9"
"Unknown","Unknown","118119","28"
"Unknown","White","38302","20"
