"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","15235","1","282"
"05-09 years","Georgia","25993","2","213"
"10-17 years","Georgia","80730","9","794"
"18-29 years","Georgia","224429","135","4292"
"30-39 years","Georgia","164319","286","5659"
"40-49 years","Georgia","155819","702","8199"
"50-59 years","Georgia","145632","1840","12178"
"60-69 years","Georgia","97836","3804","14217"
"70-79 years","Georgia","56162","5400","13332"
"80 & Older years","Georgia","31911","6908","10127"
"<1 years","Georgia","4148","0","222"
"Unknown years","Georgia","3592","0","79"
"01-04 years","Appling","38","0","0"
"05-09 years","Appling","73","0","0"
"10-17 years","Appling","201","0","2"
"18-29 years","Appling","404","1","7"
"30-39 years","Appling","288","1","7"
"40-49 years","Appling","300","4","22"
"50-59 years","Appling","328","7","33"
"60-69 years","Appling","271","16","58"
"70-79 years","Appling","184","18","37"
"80 & Older years","Appling","97","22","36"
"<1 years","Appling","7","0","0"
"Unknown years","Appling","1","0","0"
"01-04 years","Atkinson","9","0","1"
"05-09 years","Atkinson","31","0","1"
"10-17 years","Atkinson","76","0","1"
"18-29 years","Atkinson","208","0","10"
"30-39 years","Atkinson","136","0","11"
"40-49 years","Atkinson","157","2","29"
"50-59 years","Atkinson","152","2","29"
"60-69 years","Atkinson","99","6","29"
"70-79 years","Atkinson","51","5","21"
"80 & Older years","Atkinson","15","5","11"
"<1 years","Atkinson","3","0","0"
"01-04 years","Bacon","26","0","0"
"05-09 years","Bacon","44","0","0"
"10-17 years","Bacon","114","0","1"
"18-29 years","Bacon","441","0","3"
"30-39 years","Bacon","220","0","5"
"40-49 years","Bacon","215","2","15"
"50-59 years","Bacon","182","2","16"
"60-69 years","Bacon","147","10","30"
"70-79 years","Bacon","90","8","22"
"80 & Older years","Bacon","44","9","14"
"<1 years","Bacon","4","0","0"
"Unknown years","Bacon","1","0","0"
"01-04 years","Baker","9","0","0"
"05-09 years","Baker","5","0","0"
"10-17 years","Baker","10","0","0"
"18-29 years","Baker","36","0","0"
"30-39 years","Baker","24","0","4"
"40-49 years","Baker","22","2","3"
"50-59 years","Baker","27","0","2"
"60-69 years","Baker","34","3","15"
"70-79 years","Baker","19","3","11"
"80 & Older years","Baker","13","3","5"
"<1 years","Baker","2","0","0"
"01-04 years","Baldwin","39","0","0"
"05-09 years","Baldwin","79","0","0"
"10-17 years","Baldwin","236","1","6"
"18-29 years","Baldwin","1372","0","16"
"30-39 years","Baldwin","537","1","16"
"40-49 years","Baldwin","539","3","34"
"50-59 years","Baldwin","538","13","63"
"60-69 years","Baldwin","422","23","79"
"70-79 years","Baldwin","276","29","60"
"80 & Older years","Baldwin","166","52","66"
"<1 years","Baldwin","16","0","1"
"01-04 years","Banks","15","0","0"
"05-09 years","Banks","37","0","1"
"10-17 years","Banks","128","0","4"
"18-29 years","Banks","344","0","9"
"30-39 years","Banks","246","0","9"
"40-49 years","Banks","265","2","22"
"50-59 years","Banks","283","3","28"
"60-69 years","Banks","249","8","54"
"70-79 years","Banks","167","16","64"
"80 & Older years","Banks","88","14","32"
"<1 years","Banks","7","0","1"
"Unknown years","Banks","19","0","1"
"01-04 years","Barrow","139","0","2"
"05-09 years","Barrow","235","0","0"
"10-17 years","Barrow","876","0","8"
"18-29 years","Barrow","2010","2","41"
"30-39 years","Barrow","1740","1","55"
"40-49 years","Barrow","1722","6","83"
"50-59 years","Barrow","1469","9","126"
"60-69 years","Barrow","959","36","160"
"70-79 years","Barrow","550","38","116"
"80 & Older years","Barrow","254","52","96"
"<1 years","Barrow","40","0","2"
"Unknown years","Barrow","15","0","0"
"01-04 years","Bartow","147","0","6"
"05-09 years","Bartow","260","0","2"
"10-17 years","Bartow","1035","0","14"
"18-29 years","Bartow","2287","0","29"
"30-39 years","Bartow","1893","5","56"
"40-49 years","Bartow","1952","4","93"
"50-59 years","Bartow","2016","18","168"
"60-69 years","Bartow","1256","47","168"
"70-79 years","Bartow","835","76","203"
"80 & Older years","Bartow","417","77","131"
"<1 years","Bartow","52","0","3"
"Unknown years","Bartow","73","0","7"
"01-04 years","Ben Hill","32","0","1"
"05-09 years","Ben Hill","22","0","0"
"10-17 years","Ben Hill","123","0","0"
"18-29 years","Ben Hill","298","1","5"
"30-39 years","Ben Hill","235","3","11"
"40-49 years","Ben Hill","226","1","13"
"50-59 years","Ben Hill","252","6","32"
"60-69 years","Ben Hill","214","13","33"
"70-79 years","Ben Hill","150","19","53"
"80 & Older years","Ben Hill","73","19","19"
"<1 years","Ben Hill","6","0","1"
"Unknown years","Ben Hill","1","0","0"
"01-04 years","Berrien","22","0","0"
"05-09 years","Berrien","31","0","0"
"10-17 years","Berrien","114","0","1"
"18-29 years","Berrien","239","0","0"
"30-39 years","Berrien","199","0","3"
"40-49 years","Berrien","164","0","5"
"50-59 years","Berrien","191","3","17"
"60-69 years","Berrien","140","8","19"
"70-79 years","Berrien","102","14","20"
"80 & Older years","Berrien","56","12","15"
"<1 years","Berrien","4","0","0"
"Unknown years","Berrien","1","0","0"
"01-04 years","Bibb","199","0","5"
"05-09 years","Bibb","336","0","0"
"10-17 years","Bibb","969","0","12"
"18-29 years","Bibb","3640","1","94"
"30-39 years","Bibb","2629","6","133"
"40-49 years","Bibb","2469","21","227"
"50-59 years","Bibb","2262","30","313"
"60-69 years","Bibb","1799","93","453"
"70-79 years","Bibb","1037","121","382"
"80 & Older years","Bibb","633","159","319"
"<1 years","Bibb","61","0","5"
"Unknown years","Bibb","2","0","0"
"01-04 years","Bleckley","10","0","0"
"05-09 years","Bleckley","24","0","0"
"10-17 years","Bleckley","81","0","0"
"18-29 years","Bleckley","214","0","4"
"30-39 years","Bleckley","118","1","4"
"40-49 years","Bleckley","115","1","2"
"50-59 years","Bleckley","119","2","6"
"60-69 years","Bleckley","95","6","12"
"70-79 years","Bleckley","67","4","12"
"80 & Older years","Bleckley","61","18","12"
"<1 years","Bleckley","3","0","0"
