"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3663","27"
"Hispanic/Latino","American Indian/Alaska Native","175","0"
"Hispanic/Latino","Asian","381","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","259","2"
"Hispanic/Latino","Other","38134","353"
"Hispanic/Latino","Unknown","16251","6"
"Hispanic/Latino","White","51073","638"
"Non-Hispanic/Latino","African-American/Black","264492","6576"
"Non-Hispanic/Latino","American Indian/Alaska Native","458","15"
"Non-Hispanic/Latino","Asian","19240","378"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","782","11"
"Non-Hispanic/Latino","Other","14940","84"
"Non-Hispanic/Latino","Unknown","7673","10"
"Non-Hispanic/Latino","White","380004","10903"
"Unknown","African-American/Black","23597","14"
"Unknown","American Indian/Alaska Native","173","0"
"Unknown","Asian","4493","2"
"Unknown","Native Hawaiian/Pacific Islander","185","0"
"Unknown","Other","25594","9"
"Unknown","Unknown","117429","39"
"Unknown","White","36810","17"
