"age group","county name","cases","deaths","confirmed_case_hospitalization"
"01-04 years","Georgia","40748","3","519"
"05-09 years","Georgia","71340","5","404"
"10-17 years","Georgia","178100","17","1486"
"18-29 years","Georgia","402399","246","7625"
"30-39 years","Georgia","315001","637","9397"
"40-49 years","Georgia","283566","1401","12604"
"50-59 years","Georgia","252572","3315","18264"
"60-69 years","Georgia","165199","5910","20491"
"70-79 years","Georgia","90445","7598","18652"
"80 & Older years","Georgia","47574","8829","13769"
"<1 years","Georgia","13606","1","608"
"Unknown years","Georgia","7127","0","207"
"01-04 years","Appling","73","0","0"
"05-09 years","Appling","125","0","0"
"10-17 years","Appling","412","0","3"
"18-29 years","Appling","624","1","8"
"30-39 years","Appling","487","3","10"
"40-49 years","Appling","471","9","29"
"50-59 years","Appling","472","11","44"
"60-69 years","Appling","389","22","72"
"70-79 years","Appling","260","25","51"
"80 & Older years","Appling","134","31","42"
"<1 years","Appling","15","0","0"
"Unknown years","Appling","5","0","0"
"01-04 years","Atkinson","33","0","2"
"05-09 years","Atkinson","67","0","1"
"10-17 years","Atkinson","176","0","2"
"18-29 years","Atkinson","310","0","16"
"30-39 years","Atkinson","229","0","15"
"40-49 years","Atkinson","214","4","35"
"50-59 years","Atkinson","208","5","37"
"60-69 years","Atkinson","139","7","43"
"70-79 years","Atkinson","68","8","26"
"80 & Older years","Atkinson","27","8","15"
"<1 years","Atkinson","8","0","0"
"Unknown years","Atkinson","4","0","0"
"01-04 years","Bacon","53","0","1"
"05-09 years","Bacon","76","0","0"
"10-17 years","Bacon","227","0","1"
"18-29 years","Bacon","622","0","10"
"30-39 years","Bacon","366","1","13"
"40-49 years","Bacon","369","5","24"
"50-59 years","Bacon","280","3","27"
"60-69 years","Bacon","240","17","50"
"70-79 years","Bacon","151","14","45"
"80 & Older years","Bacon","72","14","22"
"<1 years","Bacon","18","0","0"
"Unknown years","Bacon","4","0","0"
"01-04 years","Baker","12","0","0"
"05-09 years","Baker","21","0","0"
"10-17 years","Baker","22","0","0"
"18-29 years","Baker","55","0","0"
"30-39 years","Baker","34","0","4"
"40-49 years","Baker","35","3","3"
"50-59 years","Baker","39","0","4"
"60-69 years","Baker","46","3","16"
"70-79 years","Baker","23","3","11"
"80 & Older years","Baker","16","4","6"
"<1 years","Baker","3","0","0"
"Unknown years","Baker","2","0","0"
"01-04 years","Baldwin","116","0","2"
"05-09 years","Baldwin","245","0","0"
"10-17 years","Baldwin","556","1","5"
"18-29 years","Baldwin","1992","0","22"
"30-39 years","Baldwin","1011","2","20"
"40-49 years","Baldwin","947","6","45"
"50-59 years","Baldwin","899","22","80"
"60-69 years","Baldwin","686","40","94"
"70-79 years","Baldwin","417","44","72"
"80 & Older years","Baldwin","231","63","76"
"<1 years","Baldwin","38","0","3"
"Unknown years","Baldwin","5","0","0"
"01-04 years","Banks","46","0","2"
"05-09 years","Banks","85","0","1"
"10-17 years","Banks","245","0","5"
"18-29 years","Banks","633","0","21"
"30-39 years","Banks","466","0","21"
"40-49 years","Banks","477","6","31"
"50-59 years","Banks","483","6","41"
"60-69 years","Banks","385","16","71"
"70-79 years","Banks","265","26","77"
"80 & Older years","Banks","112","16","37"
"<1 years","Banks","26","0","3"
"Unknown years","Banks","30","0","1"
"01-04 years","Barrow","373","0","1"
"05-09 years","Barrow","671","0","3"
"10-17 years","Barrow","1888","1","15"
"18-29 years","Barrow","3730","1","66"
"30-39 years","Barrow","3336","3","90"
"40-49 years","Barrow","3161","14","120"
"50-59 years","Barrow","2614","22","179"
"60-69 years","Barrow","1695","49","194"
"70-79 years","Barrow","958","60","148"
"80 & Older years","Barrow","415","68","126"
"<1 years","Barrow","150","0","11"
"Unknown years","Barrow","21","0","2"
"01-04 years","Bartow","439","0","14"
"05-09 years","Bartow","666","0","4"
"10-17 years","Bartow","1974","0","17"
"18-29 years","Bartow","4059","0","39"
"30-39 years","Bartow","3311","6","70"
"40-49 years","Bartow","3186","10","127"
"50-59 years","Bartow","3264","38","229"
"60-69 years","Bartow","2043","91","240"
"70-79 years","Bartow","1257","115","260"
"80 & Older years","Bartow","593","105","160"
"<1 years","Bartow","187","0","8"
"Unknown years","Bartow","62","0","3"
"01-04 years","Ben Hill","43","0","1"
"05-09 years","Ben Hill","41","0","0"
"10-17 years","Ben Hill","177","0","0"
"18-29 years","Ben Hill","424","0","5"
"30-39 years","Ben Hill","337","3","13"
"40-49 years","Ben Hill","294","2","16"
"50-59 years","Ben Hill","305","8","34"
"60-69 years","Ben Hill","257","17","37"
"70-79 years","Ben Hill","170","22","56"
"80 & Older years","Ben Hill","78","20","21"
"<1 years","Ben Hill","14","0","2"
"01-04 years","Berrien","59","0","1"
"05-09 years","Berrien","70","0","0"
"10-17 years","Berrien","192","0","1"
"18-29 years","Berrien","374","0","0"
"30-39 years","Berrien","318","0","5"
"40-49 years","Berrien","240","1","7"
"50-59 years","Berrien","273","6","24"
"60-69 years","Berrien","208","11","29"
"70-79 years","Berrien","142","18","22"
"80 & Older years","Berrien","73","15","15"
"<1 years","Berrien","18","0","0"
"Unknown years","Berrien","2","0","0"
"01-04 years","Bibb","473","0","8"
"05-09 years","Bibb","875","0","4"
"10-17 years","Bibb","2154","0","15"
"18-29 years","Bibb","6352","4","144"
"30-39 years","Bibb","4804","11","204"
"40-49 years","Bibb","4251","28","323"
"50-59 years","Bibb","3778","64","443"
"60-69 years","Bibb","2830","144","583"
"70-79 years","Bibb","1544","173","490"
"80 & Older years","Bibb","867","200","395"
"<1 years","Bibb","131","0","8"
"Unknown years","Bibb","13","0","1"
"01-04 years","Bleckley","22","0","0"
"05-09 years","Bleckley","60","0","0"
"10-17 years","Bleckley","168","0","1"
"18-29 years","Bleckley","334","0","6"
"30-39 years","Bleckley","208","1","5"
"40-49 years","Bleckley","187","1","2"
"50-59 years","Bleckley","172","4","9"
"60-69 years","Bleckley","125","9","15"
"70-79 years","Bleckley","84","8","15"
"80 & Older years","Bleckley","66","18","15"
"<1 years","Bleckley","10","0","0"
"Unknown years","Bleckley","1","0","0"
"01-04 years","Brantley","49","0","0"
"05-09 years","Brantley","89","0","0"
"10-17 years","Brantley","264","0","1"
"18-29 years","Brantley","468","0","5"
"30-39 years","Brantley","351","3","8"
"40-49 years","Brantley","330","5","20"
"50-59 years","Brantley","357","18","36"
"60-69 years","Brantley","249","16","42"
"70-79 years","Brantley","170","25","45"
"80 & Older years","Brantley","70","15","19"
"<1 years","Brantley","9","0","0"
"Unknown years","Brantley","8","0","0"
"01-04 years","Brooks","49","0","1"
"05-09 years","Brooks","70","0","0"
"10-17 years","Brooks","158","0","0"
"18-29 years","Brooks","327","0","4"
"30-39 years","Brooks","263","1","10"
"40-49 years","Brooks","249","2","17"
"50-59 years","Brooks","276","7","33"
"60-69 years","Brooks","173","12","29"
