"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","447735","7516","29356"
"Male","Georgia","383913","8643","28388"
"Unknown","Georgia","12027","12","217"
"Female","Appling","1007","26","81"
"Male","Appling","835","36","86"
"Unknown","Appling","11","0","0"
"Female","Atkinson","409","6","59"
"Male","Atkinson","352","10","54"
"Unknown","Atkinson","1","0","0"
"Female","Bacon","522","13","34"
"Male","Bacon","476","15","43"
"Unknown","Bacon","27","0","1"
"Female","Baker","83","2","13"
"Male","Baker","77","7","20"
"Female","Baldwin","2068","31","138"
"Male","Baldwin","1661","76","170"
"Unknown","Baldwin","33","0","1"
"Female","Banks","854","19","106"
"Male","Banks","713","14","76"
"Unknown","Banks","18","0","0"
"Female","Barrow","4434","62","301"
"Male","Barrow","3817","58","269"
"Unknown","Barrow","40","0","1"
"Female","Bartow","5595","93","367"
"Male","Bartow","4987","102","398"
"Unknown","Bartow","129","0","1"
"Female","Ben Hill","850","25","83"
"Male","Ben Hill","623","31","65"
"Unknown","Ben Hill","2","0","0"
"Female","Berrien","565","14","38"
"Male","Berrien","460","15","32"
"Unknown","Berrien","8","0","0"
"Female","Bibb","7385","189","900"
"Male","Bibb","5474","188","784"
"Unknown","Bibb","166","1","5"
"Female","Bleckley","457","18","24"
"Male","Bleckley","326","15","22"
"Unknown","Bleckley","6","0","0"
"Female","Brantley","483","14","37"
"Male","Brantley","401","15","30"
"Unknown","Brantley","6","0","0"
"Female","Brooks","525","12","46"
"Male","Brooks","381","24","39"
"Unknown","Brooks","17","0","0"
"Female","Bryan","1373","17","82"
"Male","Bryan","1159","16","88"
"Unknown","Bryan","59","0","0"
"Female","Bulloch","2881","34","121"
"Male","Bulloch","2194","24","88"
"Unknown","Bulloch","54","0","0"
"Female","Burke","946","19","75"
"Male","Burke","755","14","70"
"Unknown","Burke","9","0","1"
"Female","Butts","986","31","43"
"Male","Butts","938","39","70"
"Unknown","Butts","127","1","3"
"Female","Calhoun","221","10","35"
"Male","Calhoun","210","4","37"
"Unknown","Calhoun","2","0","0"
"Female","Camden","1631","13","69"
"Male","Camden","1446","13","52"
"Unknown","Camden","23","0","0"
"Female","Candler","399","13","31"
"Male","Candler","334","22","29"
"Unknown","Candler","2","0","0"
"Female","Carroll","3769","62","144"
"Male","Carroll","3324","66","156"
"Unknown","Carroll","40","0","1"
"Female","Catoosa","2849","30","127"
"Male","Catoosa","2336","31","108"
"Unknown","Catoosa","103","0","3"
"Female","Charlton","441","10","33"
"Male","Charlton","594","11","28"
"Unknown","Charlton","5","0","0"
"Female","Chatham","10444","169","789"
"Male","Chatham","8536","208","744"
"Unknown","Chatham","281","0","6"
"Female","Chattahoochee","230","1","10"
"Male","Chattahoochee","2620","9","15"
"Unknown","Chattahoochee","11","0","0"
"Female","Chattooga","1151","27","73"
"Male","Chattooga","978","33","91"
"Unknown","Chattooga","12","0","0"
"Female","Cherokee","11139","117","530"
"Male","Cherokee","9805","163","638"
"Unknown","Cherokee","244","0","2"
"Female","Clarke","6856","50","244"
"Male","Clarke","5417","70","231"
"Unknown","Clarke","66","0","2"
"Female","Clay","103","1","4"
"Male","Clay","73","2","6"
"Unknown","Clay","4","0","0"
"Female","Clayton","12398","191","678"
"Male","Clayton","9447","207","586"
"Unknown","Clayton","155","0","1"
"Female","Clinch","361","9","32"
"Male","Clinch","353","15","31"
"Unknown","Clinch","4","0","0"
"Female","Cobb","30368","394","1433"
"Male","Cobb","26641","496","1485"
"Unknown","Cobb","396","1","7"
"Female","Coffee","2260","66","356"
"Male","Coffee","1898","62","281"
"Unknown","Coffee","26","0","0"
"Female","Colquitt","1759","28","123"
