"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2672","20"
"Hispanic/Latino","American Indian/Alaska Native","125","0"
"Hispanic/Latino","Asian","282","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","187","1"
"Hispanic/Latino","Other","30194","302"
"Hispanic/Latino","Unknown","13546","12"
"Hispanic/Latino","White","40280","536"
"Non-Hispanic/Latino","African-American/Black","194545","5497"
"Non-Hispanic/Latino","American Indian/Alaska Native","358","11"
"Non-Hispanic/Latino","Asian","14959","317"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","589","12"
"Non-Hispanic/Latino","Other","10408","53"
"Non-Hispanic/Latino","Unknown","7345","45"
"Non-Hispanic/Latino","White","286108","9212"
"Unknown","African-American/Black","26712","25"
"Unknown","American Indian/Alaska Native","163","0"
"Unknown","Asian","3536","2"
"Unknown","Native Hawaiian/Pacific Islander","173","0"
"Unknown","Other","26450","22"
"Unknown","Unknown","143487","54"
"Unknown","White","41556","49"
