county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,310,14,44,1670.17
Atkinson,179,2,22,2148.86
Bacon,286,5,24,2507.89
Baker,43,3,12,1379.97
Baldwin,612,34,78,1377.51
Banks,146,1,23,730.66
Barrow,574,25,116,664.48
Bartow,844,42,163,761.93
Ben Hill,195,1,16,1171.52
Berrien,154,0,9,798.92
Bibb,1482,41,268,974.04
Bleckley,81,1,6,630.94
Brantley,120,3,7,624.93
Brooks,202,11,20,1284.42
Bryan,200,5,26,511.03
Bulloch,546,4,40,687.08
Burke,161,7,34,720.62
Butts,325,34,32,1291.01
Calhoun,168,6,35,2659.49
Camden,233,2,10,432.09
Candler,73,0,6,673.62
Carroll,916,40,117,762.58
Catoosa,334,8,28,485.67
Charlton,76,2,10,573.54
Chatham,2068,38,242,707.79
Chattahoochee,433,0,7,4028.28
Chattooga,76,2,5,306.87
Cherokee,1593,46,198,597.49
Clarke,804,15,67,619.51
Clay,56,2,5,1961.47
Clayton,2517,81,267,825.68
Clinch,115,3,11,1727.76
Cobb,6255,248,954,791.18
Coffee,666,17,115,1547.33
Colquitt,1180,19,87,2599.52
Columbia,690,12,65,434.97
Cook,196,3,23,1124.05
Coweta,806,16,63,530.26
Crawford,54,0,4,441.61
Crisp,300,12,45,1345.96
Dade,77,1,5,476.43
Dawson,162,3,26,599.53
DeKalb,7362,175,1023,928.19
Decatur,271,8,29,1029.56
Dodge,127,2,10,623.01
Dooly,217,12,44,1619.4
Dougherty,2036,155,471,2264.61
Douglas,1230,37,210,809.71
Early,290,31,29,2858.27
Echols,188,0,6,4736.71
Effingham,222,1,24,346.73
Elbert,142,0,10,749.54
Emanuel,178,3,17,785.39
Evans,34,0,2,318.14
Fannin,112,1,10,425.53
Fayette,472,19,50,401.55
Floyd,654,15,59,654.55
Forsyth,1042,15,112,412.66
Franklin,234,1,16,1003.04
Fulton,9358,319,1198,851.36
Gilmer,202,2,23,642.96
Glascock,13,0,0,429.75
Glynn,1322,8,61,1536.37
Gordon,470,18,44,809.66
Grady,242,4,35,986.15
Greene,108,9,20,577.02
Gwinnett,10237,175,1213,1054.12
Habersham,738,38,107,1611.35
Hall,3573,63,482,1731.53
Hancock,224,33,37,2734.04
Haralson,95,5,17,309.22
Harris,401,11,47,1155.22
Hart,91,0,8,348.57
Heard,75,3,7,606.31
Henry,1568,33,119,653.7
Houston,854,28,150,543.81
Irwin,84,1,10,890.49
Jackson,469,10,56,627.84
Jasper,78,1,8,549.33
Jeff Davis,136,3,12,897.81
Jefferson,159,2,17,1038.33
Jenkins,132,12,29,1539.18
Johnson,112,2,17,1159.3
Jones,123,0,7,430.21
Lamar,139,6,15,718.46
Lanier,153,3,11,1478.12
Laurens,279,1,28,589.9
Lee,413,22,70,1378
Liberty,171,1,21,276.23
Lincoln,53,1,9,652.31
Long,58,1,2,291.24
Lowndes,1698,14,102,1440.47
Lumpkin,154,4,32,455.59
Macon,131,9,36,1008.62
Madison,136,4,20,450.67
Marion,88,2,13,1061.14
McDuffie,132,7,29,611.2
McIntosh,71,1,3,487.4
Meriwether,230,3,26,1094.2
Miller,53,0,3,919.5
Mitchell,475,39,100,2153.61
Monroe,226,18,31,815.09
Montgomery,45,0,4,487.86
Morgan,67,0,8,350.09
Murray,270,2,20,670.62
Muscogee,2344,55,280,1223.22
Newton,779,12,102,693.34
Non-Georgia Resident,7352,51,242,0
Oconee,200,11,27,479.19
Oglethorpe,100,7,18,656.17
Paulding,765,16,96,443.37
Peach,130,10,29,474.89
Pickens,107,5,16,319.12
Pierce,223,5,30,1140.96
Pike,108,3,12,572.64
Polk,274,1,17,630.15
Pulaski,57,2,8,523.27
Putnam,201,12,24,918.44
Quitman,19,1,5,828.25
Rabun,59,3,16,347.34
Randolph,204,25,36,3020.43
Richmond,1387,58,242,685.82
Rockdale,606,11,108,638.16
Schley,26,1,7,492.89
Screven,102,7,21,733.81
Seminole,54,2,8,663.39
Spalding,515,33,74,745.19
Stephens,280,6,38,1063.51
Stewart,206,3,43,3361.07
Sumter,590,50,154,2006.87
Talbot,88,3,15,1429.04
Taliaferro,2,0,0,122.55
Tattnall,167,0,11,657.2
Taylor,39,2,11,490.07
Telfair,136,3,12,869.34
Terrell,238,28,58,2810.91
Thomas,533,32,79,1199.61
Tift,903,26,113,2211.61
Toombs,296,5,24,1096.99
Towns,58,1,10,481.97
Treutlen,36,1,8,527.16
Troup,1678,36,173,2383.05
Turner,183,17,34,2265.97
Twiggs,40,1,8,494.68
Union,89,3,25,351.29
Unknown,1159,2,35,0
Upson,382,45,47,1453.74
Walker,363,12,18,521.48
Walton,497,28,65,518.71
Ware,555,16,70,1547.99
Warren,30,0,11,575.82
Washington,159,1,14,783.17
Wayne,122,0,9,407.02
Webster,27,2,7,1058.82
Wheeler,56,0,2,708.05
White,159,4,30,500.66
Whitfield,1520,15,72,1452.16
Wilcox,132,15,20,1501.71
Wilkes,87,1,17,868.78
Wilkinson,100,9,28,1121.2
Worth,343,22,57,1702.91
