"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","3547","US-13001","13","1","18561","267","109","19109.96","587.25","43.1","8","1244","13","21"
"Atkinson","1547","US-13003","13","3","8330","211","39","18571.43","468.19","240.1","20","575","8","23"
"Bacon","2419","US-13005","13","5","11404","193","59","21211.86","517.36","61.38","7","1009","10","12"
"Baker","313","US-13007","13","7","3116","46","13","10044.93","417.2","0","0","221","1","3"
"Baldwin","7297","US-13009","13","9","44428","435","195","16424.33","438.91","13.5","6","2191","35","20"
"Banks","3349","US-13011","13","11","19982","331","78","16760.08","390.35","20.02","4","521","7","5"
"Barrow","19443","US-13013","13","13","86383","981","240","22507.9","277.83","26.63","23","2378","9","7"
"Bartow","21562","US-13015","13","15","110771","1220","383","19465.38","345.76","61.39","68","7339","54","107"
"Ben Hill","2164","US-13017","13","17","16645","187","73","13000.9","438.57","0","0","2127","46","69"
"Berrien","2016","US-13019","13","19","19276","110","58","10458.6","300.89","25.94","5","2899","23","40"
"Bibb","28798","US-13021","13","21","152150","2765","680","18927.37","446.93","30.23","46","8096","83","82"
"Bleckley","1460","US-13023","13","23","12838","75","42","11372.49","327.15","7.79","1","1848","52","74"
"Brantley","2476","US-13025","13","25","19202","184","89","12894.49","463.49","36.45","7","1652","17","40"
"Brooks","1890","US-13027","13","27","15727","156","64","12017.55","406.94","25.43","4","1519","20","26"
"Bryan","6869","US-13029","13","29","39137","399","74","17551.17","189.08","245.29","96","2186","15","18"
"Bulloch","10580","US-13031","13","31","79467","372","108","13313.7","135.91","25.17","20","4824","147","225"
"Burke","2963","US-13033","13","33","22342","239","61","13262.02","273.03","22.38","5","2301","43","33"
"Butts","4709","US-13035","13","35","25174","263","138","18705.81","548.18","23.83","6","1738","13","14"
"Calhoun","984","US-13037","13","37","6317","102","21","15577.01","332.44","63.32","4","353","1","3"
"Camden","8628","US-13039","13","39","53924","251","99","16000.3","183.59","144.65","78","2596","18","36"
"Candler","1346","US-13043","13","43","10837","100","54","12420.41","498.29","203.01","22","740","40","41"
"Carroll","14396","US-13045","13","45","120119","445","179","11984.78","149.02","13.32","16","9232","254","321"
"Catoosa","12445","US-13047","13","47","68771","393","126","18096.29","183.22","101.79","70","1884","35","40"
"Charlton","2233","US-13049","13","49","13251","120","48","16851.56","362.24","233.94","31","784","14","20"
"Chatham","53476","US-13051","13","51","292176","3237","791","18302.67","270.73","252.25","737","9587","64","62"
"Chattahoochee","6163","US-13053","13","53","10749","53","17","57335.57","158.15","2111.82","227","872","5","3"
