"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","9187","46"
"Hispanic/Latino","American Indian/Alaska Native","593","3"
"Hispanic/Latino","Asian","1056","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","659","4"
"Hispanic/Latino","Other","60758","493"
"Hispanic/Latino","Unknown","37563","8"
"Hispanic/Latino","White","88186","926"
"Non-Hispanic/Latino","African-American/Black","515338","10113"
"Non-Hispanic/Latino","American Indian/Alaska Native","1085","28"
"Non-Hispanic/Latino","Asian","44345","517"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1406","15"
"Non-Hispanic/Latino","Other","34630","173"
"Non-Hispanic/Latino","Unknown","18553","6"
"Non-Hispanic/Latino","White","714118","18274"
"Unknown","African-American/Black","40568","15"
"Unknown","American Indian/Alaska Native","597","0"
"Unknown","Asian","7361","2"
"Unknown","Native Hawaiian/Pacific Islander","417","0"
"Unknown","Other","33766","10"
"Unknown","Unknown","261430","107"
"Unknown","White","51719","32"
