"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","3531","US-13001","13","1","18561","267","106","19023.76","571.09","59.26","11","1217","13","21"
"Atkinson","1536","US-13003","13","3","8330","210","39","18439.38","468.19","240.1","20","568","8","23"
"Bacon","2535","US-13005","13","5","11404","203","61","22229.04","534.9","105.23","12","995","12","14"
"Baker","314","US-13007","13","7","3116","45","13","10077.02","417.2","32.09","1","220","1","3"
"Baldwin","7291","US-13009","13","9","44428","430","190","16410.82","427.66","40.51","18","2174","35","19"
"Banks","3340","US-13011","13","11","19982","326","77","16715.04","385.35","65.06","13","519","7","5"
"Barrow","19443","US-13013","13","13","86383","975","237","22507.9","274.36","74.09","64","2371","9","7"
"Bartow","21501","US-13015","13","15","110771","1205","379","19410.31","342.15","111.94","124","7272","55","107"
"Ben Hill","2163","US-13017","13","17","16645","187","73","12994.89","438.57","30.04","5","2126","45","69"
"Berrien","2010","US-13019","13","19","19276","108","57","10427.47","295.7","46.69","9","2893","22","40"
"Bibb","28723","US-13021","13","21","152150","2732","669","18878.08","439.7","41.41","63","7980","81","80"
"Bleckley","1458","US-13023","13","23","12838","74","42","11356.91","327.15","31.16","4","1849","51","74"
"Brantley","2486","US-13025","13","25","19202","185","86","12946.57","447.87","62.49","12","1620","17","38"
"Brooks","1882","US-13027","13","27","15727","153","62","11966.68","394.23","57.23","9","1518","20","26"
"Bryan","6778","US-13029","13","29","39137","386","70","17318.65","178.86","66.43","26","2149","15","18"
"Bulloch","10556","US-13031","13","31","79467","367","107","13283.5","134.65","28.94","23","4799","143","223"
"Burke","2956","US-13033","13","33","22342","237","60","13230.69","268.55","44.76","10","2298","43","33"
"Butts","4710","US-13035","13","35","25174","260","136","18709.78","540.24","59.59","15","1730","13","14"
"Calhoun","983","US-13037","13","37","6317","101","21","15561.18","332.44","126.64","8","360","1","3"
"Camden","8550","US-13039","13","39","53924","249","96","15855.65","178.03","122.39","66","2480","17","36"
"Candler","1323","US-13043","13","43","10837","96","51","12208.18","470.61","73.82","8","737","40","41"
"Carroll","14379","US-13045","13","45","120119","441","177","11970.63","147.35","33.3","40","9220","253","318"
"Catoosa","12375","US-13047","13","47","68771","389","120","17994.5","174.49","126.51","87","1841","34","40"
"Charlton","2203","US-13049","13","49","13251","120","48","16625.16","362.24","90.56","12","763","14","19"
"Chatham","52707","US-13051","13","51","292176","3160","769","18039.47","263.2","56.47","165","8829","63","62"
"Chattahoochee","5936","US-13053","13","53","10749","51","16","55223.74","148.85","316.31","34","871","5","4"
"Chattooga","5247","US-13055","13","55","24766","310","110","21186.3","444.16","76.72","19","1277","17","20"
"Cherokee","45049","US-13057","13","57","266617","2320","555","16896.52","208.16","69.76","186","17659","37","52"
"Clarke","26064","US-13059","13","59","129779","1123","207","20083.37","159.5","57.02","74","3436","9","6"
"Clay","353","US-13061","13","61","2855","14","6","12364.27","210.16","0","0","162","0","4"
"Clayton","57370","US-13063","13","63","304838","3076","857","18819.83","281.13","75.12","229","5816","60","18"
"Clinch","1383","US-13065","13","65","6656","95","38","20778.25","570.91","45.07","3","698","2","10"
"Cobb","133960","US-13067","13","67","790588","4718","1570","16944.35","198.59","95.63","756","35682","136","256"
"Coffee","8450","US-13069","13","69","43042","1062","210","19631.99","487.9","141.72","61","2336","51","106"
"Colquitt","7923","US-13071","13","71","45393","396","160","17454.23","352.48","105.74","48","3089","70","38"
"Columbia","20317","US-13073","13","73","158631","839","301","12807.71","189.75","134.27","213","15146","66","93"
"Cook","2056","US-13075","13","75","17437","142","55","11791.02","315.42","34.41","6","2812","15","27"
"Coweta","20794","US-13077","13","77","152001","1339","415","13680.17","273.02","42.76","65","11964","51","52"
"Crawford","1189","US-13079","13","79","12228","119","43","9723.59","351.65","40.89","5","579","9","6"
"Crisp","2546","US-13081","13","81","22289","199","71","11422.67","318.54","31.41","7","2093","62","100"
"Dade","2524","US-13083","13","83","16162","99","25","15616.88","154.68","259.87","42","626","3","9"
"Dawson","6118","US-13085","13","85","27021","387","94","22641.65","347.88","111.02","30","715","4","4"
"DeKalb","126828","US-13089","13","89","793154","7972","1464","15990.34","184.58","111.08","881","17818","154","71"
"Decatur","5235","US-13087","13","87","26322","261","91","19888.31","345.72","1223.31","322","1843","35","71"
"Dodge","2106","US-13091","13","91","20385","133","69","10331.13","338.48","29.43","6","3070","79","84"
"Dooly","1529","US-13093","13","93","13400","108","39","11410.45","291.04","44.78","6","829","28","31"
"Dougherty","14076","US-13095","13","95","89905","1553","436","15656.53","484.96","71.19","64","5289","42","23"
"Douglas","28074","US-13097","13","97","151906","1259","308","18481.17","202.76","68.46","104","6545","69","121"
"Early","2090","US-13099","13","99","10146","116","54","20599.25","532.23","88.7","9","620","6","17"
"Echols","466","US-13101","13","101","3969","17","5","11740.99","125.98","25.2","1","462","6","9"
"Effingham","10197","US-13103","13","103","64026","582","163","15926.34","254.58","34.36","22","2683","24","22"
"Elbert","2640","US-13105","13","105","18945","250","81","13935.08","427.55","58.06","11","1887","24","25"
"Emanuel","3409","US-13107","13","107","22664","201","78","15041.48","344.16","35.3","8","2446","75","187"
"Evans","1493","US-13109","13","109","10687","121","40","13970.24","374.29","65.5","7","832","23","36"
"Fannin","4144","US-13111","13","111","26320","330","122","15744.68","463.53","72.19","19","943","22","19"
"Fayette","16692","US-13113","13","113","117544","934","266","14200.64","226.3","66.36","78","5381","37","22"
"Floyd","22898","US-13115","13","115","99916","1518","401","22917.25","401.34","93.08","93","4051","96","117"
"Forsyth","43744","US-13117","13","117","252507","1482","350","17323.88","138.61","279.6","706","10604","16","16"
"Franklin","4366","US-13119","13","119","23329","256","75","18714.9","321.49","60.01","14","963","19","12"
"Fulton","182721","US-13121","13","121","1099181","9740","1983","16623.38","180.41","100.26","1102","29930","184","144"
"Gilmer","4640","US-13123","13","123","31417","446","141","14769.07","448.8","70.03","22","2205","26","23"
"Glascock","268","US-13125","13","125","3025","28","8","8859.5","264.46","0","0","337","17","8"
"Glynn","18060","US-13127","13","127","86047","747","350","20988.53","406.75","126.67","109","4830","43","43"
"Gordon","11839","US-13129","13","129","58049","484","222","20394.84","382.44","203.28","118","3913","32","42"
"Grady","3673","US-13131","13","131","24540","268","81","14967.4","330.07","81.5","20","2016","27","30"
"Greene","3144","US-13133","13","133","18717","265","70","16797.56","373.99","80.14","15","744","10","5"
"Gwinnett","173272","US-13135","13","135","971145","7380","1687","17842.03","173.71","78.16","759","32274","109","86"
"Habersham","8375","US-13137","13","137","45800","702","231","18286.03","504.37","52.4","24","1587","21","21"
"Hall","46520","US-13139","13","139","206349","3470","759","22544.33","367.82","93.05","192","6557","45","37"
"Hancock","1367","US-13141","13","141","8193","131","80","16684.97","976.44","73.23","6","199","7","4"
"Haralson","3445","US-13143","13","143","30722","108","62","11213.46","201.81","45.57","14","1940","100","62"
"Harris","5120","US-13145","13","145","34712","321","97","14749.94","279.44","46.09","16","904","10","21"
"Hart","3190","US-13147","13","147","26107","196","58","12218.95","222.16","168.54","44","1626","31","22"
"Heard","1469","US-13149","13","149","12370","94","31","11875.51","250.61","24.25","3","691","18","23"
"Henry","45348","US-13151","13","151","239866","1964","604","18905.56","251.81","72.54","174","12000","48","40"
"Houston","23015","US-13153","13","153","157039","1185","320","14655.6","203.77","35.66","56","16116","156","358"
"Irwin","1034","US-13155","13","155","9433","100","23","10961.52","243.82","42.4","4","838","22","22"
"Jackson","18502","US-13157","13","157","74700","996","264","24768.41","353.41","120.48","90","2665","14","10"
"Jasper","1667","US-13159","13","159","14199","157","36","11740.26","253.54","77.47","11","1447","32","15"
"Jeff Davis","2322","US-13161","13","161","15148","137","47","15328.76","310.27","105.62","16","1605","22","92"
"Jefferson","2238","US-13163","13","163","15313","207","77","14615.03","502.84","97.96","15","1393","30","33"
"Jenkins","1071","US-13165","13","165","8576","102","45","12488.34","524.72","11.66","1","414","21","40"
"Johnson","1460","US-13167","13","167","9661","126","57","15112.31","590","20.7","2","780","14","22"
"Jones","3711","US-13169","13","169","28591","315","98","12979.61","342.77","27.98","8","1286","9","13"
"Lamar","3279","US-13171","13","171","19347","227","96","16948.36","496.2","41.35","8","1538","15","20"
"Lanier","1089","US-13173","13","173","10351","42","15","10520.72","144.91","38.64","4","1163","7","14"
"Laurens","8577","US-13175","13","175","47296","470","236","18134.73","498.99","44.4","21","5108","53","55"
"Lee","3839","US-13177","13","177","29971","352","89","12809.05","296.95","70.07","21","3361","9","5"
"Liberty","10846","US-13179","13","179","61904","380","104","17520.68","168","74.31","46","1298","39","26"
"Lincoln","856","US-13181","13","181","8125","82","29","10535.38","356.92","36.92","3","732","6","8"
"Long","2215","US-13183","13","183","19915","92","26","11122.27","130.55","35.15","7","524","8","7"
"Lowndes","15151","US-13185","13","185","117878","642","265","12853.12","224.81","67.87","80","15633","107","205"
"Lumpkin","6529","US-13187","13","187","33802","468","107","19315.43","316.55","115.38","39","570","20","3"
"Macon","1193","US-13193","13","193","12988","115","41","9185.4","315.68","30.8","4","928","7","10"
"Madison","5954","US-13195","13","195","30177","398","86","19730.26","284.99","46.39","14","965","11","6"
"Marion","954","US-13197","13","197","8293","90","42","11503.68","506.45","24.12","2","546","7","9"
"McDuffie","2972","US-13189","13","189","21597","254","75","13761.17","347.27","32.41","7","2037","19","32"
"McIntosh","1957","US-13191","13","191","14567","104","31","13434.48","212.81","123.57","18","454","4","4"
"Meriwether","3243","US-13199","13","199","21020","294","116","15428.16","551.86","47.57","10","1197","22","9"
"Miller","1287","US-13201","13","201","5764","59","20","22328.24","346.98","156.14","9","409","10","6"
"Mitchell","3098","US-13205","13","205","22056","321","99","14046.06","448.86","72.54","16","2053","13","22"
"Monroe","3888","US-13207","13","207","27727","278","130","14022.43","468.86","46.89","13","1947","37","43"
"Montgomery","1451","US-13209","13","209","9224","71","45","15730.7","487.86","195.14","18","569","4","6"
"Morgan","2900","US-13211","13","211","19138","193","49","15153.1","256.04","125.4","24","1584","10","12"
"Murray","9085","US-13213","13","213","40261","410","165","22565.26","409.83","111.77","45","2314","13","18"
"Muscogee","31814","US-13215","13","215","191626","2266","673","16602.13","351.2","58.45","112","5892","95","163"
"Newton","17959","US-13217","13","217","112354","1971","378","15984.3","336.44","62.3","70","6416","48","32"
"Non-GA Resident/Unknown State","62981","US-.","","","0","3152","937","0","0","0","700","16047","443","199"
"Oconee","6891","US-13219","13","219","41737","260","92","16510.53","220.43","74.27","31","1795","10","5"
"Oglethorpe","2370","US-13221","13","221","15240","187","47","15551.18","308.4","39.37","6","818","3","2"
"Paulding","25880","US-13223","13","223","172542","723","309","14999.25","179.09","77.08","133","11836","109","125"
"Peach","3673","US-13225","13","225","27375","318","101","13417.35","368.95","43.84","12","2432","21","37"
"Pickens","5083","US-13227","13","227","33530","457","126","15159.56","375.78","62.63","21","3164","33","27"
"Pierce","2793","US-13229","13","229","19545","295","101","14290.1","516.76","117.68","23","2848","23","59"
"Pike","2734","US-13231","13","231","18860","180","65","14496.29","344.64","84.84","16","2655","23","25"
"Polk","9222","US-13233","13","233","43482","662","159","21208.78","365.67","55.2","24","2528","27","62"
"Pulaski","1214","US-13235","13","235","10893","69","43","11144.77","394.75","27.54","3","928","29","36"
"Putnam","3626","US-13237","13","237","21885","286","96","16568.43","438.66","54.83","12","822","5","4"
"Quitman","230","US-13239","13","239","2294","21","3","10026.16","130.78","87.18","2","179","1","3"
"Rabun","2789","US-13241","13","241","16986","251","76","16419.4","447.43","88.31","15","834","16","16"
"Randolph","853","US-13243","13","243","6754","111","42","12629.55","621.85","44.42","3","616","5","0"
"Richmond","36066","US-13245","13","245","202240","2289","682","17833.27","337.22","139.93","283","13517","161","164"
"Rockdale","14908","US-13247","13","247","94960","2047","285","15699.24","300.13","76.87","73","3336","25","12"
"Schley","521","US-13249","13","249","5275","33","8","9876.78","151.66","37.91","2","625","0","4"
"Screven","1809","US-13251","13","251","13900","114","36","13014.39","258.99","14.39","2","788","31","41"
"Seminole","1638","US-13253","13","253","8140","109","24","20122.85","294.84","208.85","17","485","4","7"
"Spalding","10422","US-13255","13","255","69110","778","340","15080.31","491.97","60.77","42","5302","54","45"
"Stephens","5888","US-13257","13","257","26328","385","124","22364.02","470.98","83.56","22","352","14","7"
"Stewart","2036","US-13259","13","259","6129","149","32","33219.12","522.11","4323.71","265","409","0","2"
"Sumter","3901","US-13261","13","261","29399","433","149","13269.16","506.82","54.42","16","2866","11","14"
"Talbot","937","US-13263","13","263","6158","77","30","15215.98","487.17","0","0","219","1","8"
"Taliaferro","181","US-13265","13","265","1632","17","3","11090.69","183.82","0","0","83","0","0"
"Tattnall","3405","US-13267","13","267","25411","174","81","13399.71","318.76","55.09","14","1681","49","73"
"Taylor","1139","US-13269","13","269","7958","114","39","14312.64","490.07","25.13","2","824","13","17"
"Telfair","1247","US-13271","13","271","15644","94","58","7971.11","370.75","57.53","9","1792","22","50"
"Terrell","1187","US-13273","13","273","8467","171","58","14019.13","685.01","11.81","1","840","2","2"
"Thomas","8822","US-13275","13","275","44431","611","178","19855.51","400.62","94.53","42","2802","25","40"
"Tift","6266","US-13277","13","277","40830","590","163","15346.56","399.22","34.29","14","5209","49","96"
"Toombs","5409","US-13279","13","279","26983","283","165","20045.95","611.5","255.72","69","1594","27","19"
"Towns","2035","US-13281","13","281","12034","204","81","16910.42","673.09","240.98","29","327","23","12"
"Treutlen","1132","US-13283","13","283","6829","70","46","16576.37","673.6","161.08","11","491","13","7"
"Troup","12049","US-13285","13","285","70414","707","309","17111.65","438.83","45.45","32","3311","59","42"
"Turner","1112","US-13287","13","287","8076","127","45","13769.19","557.21","61.91","5","1421","10","31"
"Twiggs","1040","US-13289","13","289","8086","160","54","12861.74","667.82","61.84","5","486","14","11"
"Union","4273","US-13291","13","291","25335","400","132","16866","521.02","201.3","51","541","16","7"
"Unknown","8473","US-.","","","0","99","18","0","0","0","90","1943","2","3"
