"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2272","13"
"Hispanic/Latino","American Indian/Alaska Native","120","0"
"Hispanic/Latino","Asian","235","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","166","1"
"Hispanic/Latino","Other","27141","252"
"Hispanic/Latino","Unknown","12834","6"
"Hispanic/Latino","White","36002","447"
"Non-Hispanic/Latino","African-American/Black","168590","4429"
"Non-Hispanic/Latino","American Indian/Alaska Native","335","10"
"Non-Hispanic/Latino","Asian","12527","236"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","517","7"
"Non-Hispanic/Latino","Other","8905","35"
"Non-Hispanic/Latino","Unknown","8089","60"
"Non-Hispanic/Latino","White","246253","7241"
"Unknown","African-American/Black","24958","35"
"Unknown","American Indian/Alaska Native","130","0"
"Unknown","Asian","3136","2"
"Unknown","Native Hawaiian/Pacific Islander","163","0"
"Unknown","Other","23835","17"
"Unknown","Unknown","144487","60"
"Unknown","White","38533","56"
