"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3220","25"
"Hispanic/Latino","American Indian/Alaska Native","150","0"
"Hispanic/Latino","Asian","341","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","217","2"
"Hispanic/Latino","Other","35411","346"
"Hispanic/Latino","Unknown","13875","5"
"Hispanic/Latino","White","47929","630"
"Non-Hispanic/Latino","African-American/Black","231770","6438"
"Non-Hispanic/Latino","American Indian/Alaska Native","392","15"
"Non-Hispanic/Latino","Asian","17772","373"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","719","10"
"Non-Hispanic/Latino","Other","12044","57"
"Non-Hispanic/Latino","Unknown","5965","7"
"Non-Hispanic/Latino","White","339683","10571"
"Unknown","African-American/Black","23656","13"
"Unknown","American Indian/Alaska Native","140","0"
"Unknown","Asian","3957","1"
"Unknown","Native Hawaiian/Pacific Islander","171","0"
"Unknown","Other","24141","6"
"Unknown","Unknown","106986","28"
"Unknown","White","37597","15"
