"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2516","17"
"Hispanic/Latino","American Indian/Alaska Native","127","0"
"Hispanic/Latino","Asian","262","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","178","1"
"Hispanic/Latino","Other","29095","299"
"Hispanic/Latino","Unknown","13548","10"
"Hispanic/Latino","White","38482","501"
"Non-Hispanic/Latino","African-American/Black","185825","5056"
"Non-Hispanic/Latino","American Indian/Alaska Native","345","10"
"Non-Hispanic/Latino","Asian","14106","287"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","560","8"
"Non-Hispanic/Latino","Other","9883","53"
"Non-Hispanic/Latino","Unknown","8765","53"
"Non-Hispanic/Latino","White","272567","8568"
"Unknown","African-American/Black","26254","34"
"Unknown","American Indian/Alaska Native","132","0"
"Unknown","Asian","3338","2"
"Unknown","Native Hawaiian/Pacific Islander","170","0"
"Unknown","Other","25515","22"
"Unknown","Unknown","144685","73"
"Unknown","White","40620","72"
