"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4324","31"
"Hispanic/Latino","American Indian/Alaska Native","242","0"
"Hispanic/Latino","Asian","420","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","322","3"
"Hispanic/Latino","Other","42418","373"
"Hispanic/Latino","Unknown","18629","10"
"Hispanic/Latino","White","55600","666"
"Non-Hispanic/Latino","African-American/Black","301388","7109"
"Non-Hispanic/Latino","American Indian/Alaska Native","563","18"
"Non-Hispanic/Latino","Asian","21277","394"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","881","11"
"Non-Hispanic/Latino","Other","19970","192"
"Non-Hispanic/Latino","Unknown","10433","7"
"Non-Hispanic/Latino","White","436632","12197"
"Unknown","African-American/Black","29078","21"
"Unknown","American Indian/Alaska Native","228","0"
"Unknown","Asian","4916","2"
"Unknown","Native Hawaiian/Pacific Islander","204","0"
"Unknown","Other","28457","12"
"Unknown","Unknown","157206","53"
"Unknown","White","44468","41"
