"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","5428","35"
"Hispanic/Latino","American Indian/Alaska Native","278","2"
"Hispanic/Latino","Asian","548","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","374","4"
"Hispanic/Latino","Other","46859","436"
"Hispanic/Latino","Unknown","24184","8"
"Hispanic/Latino","White","62940","802"
"Non-Hispanic/Latino","African-American/Black","349803","8650"
"Non-Hispanic/Latino","American Indian/Alaska Native","628","23"
"Non-Hispanic/Latino","Asian","25402","436"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","986","16"
"Non-Hispanic/Latino","Other","21424","89"
"Non-Hispanic/Latino","Unknown","10972","12"
"Non-Hispanic/Latino","White","509115","15194"
"Unknown","African-American/Black","26205","28"
"Unknown","American Indian/Alaska Native","216","0"
"Unknown","Asian","4886","2"
"Unknown","Native Hawaiian/Pacific Islander","209","0"
"Unknown","Other","27601","8"
"Unknown","Unknown","134440","80"
"Unknown","White","40872","46"
