"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4118","31"
"Hispanic/Latino","American Indian/Alaska Native","234","0"
"Hispanic/Latino","Asian","410","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","315","2"
"Hispanic/Latino","Other","41368","359"
"Hispanic/Latino","Unknown","18003","9"
"Hispanic/Latino","White","54256","657"
"Non-Hispanic/Latino","African-American/Black","291385","6872"
"Non-Hispanic/Latino","American Indian/Alaska Native","540","17"
"Non-Hispanic/Latino","Asian","20610","388"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","855","11"
"Non-Hispanic/Latino","Other","19063","139"
"Non-Hispanic/Latino","Unknown","9810","8"
"Non-Hispanic/Latino","White","420354","11666"
"Unknown","African-American/Black","27503","20"
"Unknown","American Indian/Alaska Native","215","0"
"Unknown","Asian","4768","2"
"Unknown","Native Hawaiian/Pacific Islander","197","0"
"Unknown","Other","27963","8"
"Unknown","Unknown","150660","38"
"Unknown","White","42264","28"
