"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","5751","35"
"Hispanic/Latino","American Indian/Alaska Native","283","2"
"Hispanic/Latino","Asian","578","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","382","4"
"Hispanic/Latino","Other","47606","445"
"Hispanic/Latino","Unknown","24063","9"
"Hispanic/Latino","White","64775","821"
"Non-Hispanic/Latino","African-American/Black","363598","8784"
"Non-Hispanic/Latino","American Indian/Alaska Native","661","22"
"Non-Hispanic/Latino","Asian","26422","442"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1009","16"
"Non-Hispanic/Latino","Other","21941","94"
"Non-Hispanic/Latino","Unknown","9899","13"
"Non-Hispanic/Latino","White","523249","15421"
"Unknown","African-American/Black","27512","14"
"Unknown","American Indian/Alaska Native","217","0"
"Unknown","Asian","5010","2"
"Unknown","Native Hawaiian/Pacific Islander","214","0"
"Unknown","Other","27881","7"
"Unknown","Unknown","138820","62"
"Unknown","White","41668","18"
