"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2651","20"
"Hispanic/Latino","American Indian/Alaska Native","129","0"
"Hispanic/Latino","Asian","281","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","183","1"
"Hispanic/Latino","Other","30050","302"
"Hispanic/Latino","Unknown","13494","12"
"Hispanic/Latino","White","40075","534"
"Non-Hispanic/Latino","African-American/Black","193410","5444"
"Non-Hispanic/Latino","American Indian/Alaska Native","358","11"
"Non-Hispanic/Latino","Asian","14855","317"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","588","12"
"Non-Hispanic/Latino","Other","10316","53"
"Non-Hispanic/Latino","Unknown","7309","45"
"Non-Hispanic/Latino","White","284451","9151"
"Unknown","African-American/Black","26619","25"
"Unknown","American Indian/Alaska Native","161","0"
"Unknown","Asian","3511","2"
"Unknown","Native Hawaiian/Pacific Islander","172","0"
"Unknown","Other","26332","22"
"Unknown","Unknown","143535","53"
"Unknown","White","41343","48"
