"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","22643","2","371"
"05-09 years","Georgia","42522","4","292"
"10-17 years","Georgia","119316","14","1121"
"18-29 years","Georgia","270235","199","5446"
"30-39 years","Georgia","204835","476","7244"
"40-49 years","Georgia","190007","1140","10193"
"50-59 years","Georgia","172746","2721","14922"
"60-69 years","Georgia","115830","4996","16925"
"70-79 years","Georgia","65676","6524","15426"
"80 & Older years","Georgia","36317","7790","11405"
"<1 years","Georgia","6215","0","337"
"Unknown years","Georgia","4331","3","161"
"01-04 years","Appling","56","0","0"
"05-09 years","Appling","90","0","0"
"10-17 years","Appling","324","0","3"
"18-29 years","Appling","488","1","7"
"30-39 years","Appling","360","2","10"
"40-49 years","Appling","368","7","26"
"50-59 years","Appling","391","11","39"
"60-69 years","Appling","329","21","66"
"70-79 years","Appling","219","24","43"
"80 & Older years","Appling","110","27","40"
"<1 years","Appling","8","0","0"
"Unknown years","Appling","3","0","0"
"01-04 years","Atkinson","20","0","1"
"05-09 years","Atkinson","46","0","1"
"10-17 years","Atkinson","112","0","1"
"18-29 years","Atkinson","245","0","14"
"30-39 years","Atkinson","178","0","14"
"40-49 years","Atkinson","188","4","34"
"50-59 years","Atkinson","178","4","34"
"60-69 years","Atkinson","113","7","35"
"70-79 years","Atkinson","59","7","23"
"80 & Older years","Atkinson","19","6","13"
"<1 years","Atkinson","3","0","0"
"01-04 years","Bacon","38","0","0"
"05-09 years","Bacon","55","0","0"
"10-17 years","Bacon","155","0","1"
"18-29 years","Bacon","499","0","8"
"30-39 years","Bacon","263","1","9"
"40-49 years","Bacon","259","4","19"
"50-59 years","Bacon","204","3","20"
"60-69 years","Bacon","188","16","42"
"70-79 years","Bacon","116","10","32"
"80 & Older years","Bacon","49","12","16"
"<1 years","Bacon","10","0","0"
"Unknown years","Bacon","5","0","0"
"01-04 years","Baker","10","0","0"
"05-09 years","Baker","11","0","0"
"10-17 years","Baker","13","0","0"
"18-29 years","Baker","43","0","0"
"30-39 years","Baker","27","0","4"
"40-49 years","Baker","28","3","3"
"50-59 years","Baker","34","0","3"
"60-69 years","Baker","39","3","16"
