"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","666733","11115","42837"
"Male","Georgia","573415","12745","40806"
"Unknown","Georgia","10525","9","200"
"Female","Appling","1497","42","119"
"Male","Appling","1234","51","115"
"Unknown","Appling","15","0","0"
"Female","Atkinson","628","11","82"
"Male","Atkinson","526","17","88"
"Unknown","Atkinson","7","0","0"
"Female","Bacon","778","19","69"
"Male","Bacon","1060","27","77"
"Unknown","Bacon","3","0","1"
"Female","Baker","130","5","20"
"Male","Baker","111","8","23"
"Female","Baldwin","2900","52","164"
"Male","Baldwin","2297","105","214"
"Unknown","Baldwin","17","0","0"
"Female","Banks","1275","30","149"
"Male","Banks","1083","26","121"
"Unknown","Banks","13","0","0"
"Female","Barrow","6862","86","441"
"Male","Barrow","5931","96","391"
"Unknown","Barrow","49","0","1"
"Female","Bartow","8026","133","471"
"Male","Bartow","7149","165","527"
"Unknown","Bartow","110","0","2"
"Female","Ben Hill","1056","29","95"
"Male","Ben Hill","785","39","83"
"Unknown","Ben Hill","2","0","0"
"Female","Berrien","836","23","50"
"Male","Berrien","684","22","37"
"Unknown","Berrien","4","0","0"
"Female","Bibb","11336","281","1209"
"Male","Bibb","8541","265","1016"
"Unknown","Bibb","163","0","3"
"Female","Bleckley","620","20","33"
"Male","Bleckley","468","16","26"
"Unknown","Bleckley","6","0","1"
"Female","Brantley","1004","31","80"
"Male","Brantley","864","37","72"
"Unknown","Brantley","8","0","0"
"Female","Brooks","778","18","69"
"Male","Brooks","595","32","52"
"Unknown","Brooks","9","0","0"
"Female","Bryan","2376","22","134"
"Male","Bryan","2166","35","163"
"Unknown","Bryan","34","0","2"
"Female","Bulloch","4439","53","154"
"Male","Bulloch","3433","40","131"
"Unknown","Bulloch","16","0","0"
"Female","Burke","1263","24","102"
"Male","Burke","1007","22","87"
"Unknown","Burke","13","0","1"
"Female","Butts","1604","47","78"
"Male","Butts","1637","53","104"
"Unknown","Butts","89","0","1"
"Female","Calhoun","311","14","42"
"Male","Calhoun","294","6","47"
"Unknown","Calhoun","3","0","0"
"Female","Camden","3137","40","117"
"Male","Camden","2763","36","97"
"Unknown","Camden","14","0","0"
"Female","Candler","602","16","46"
"Male","Candler","503","32","34"
"Female","Carroll","5207","70","181"
"Male","Carroll","4649","81","201"
"Unknown","Carroll","44","0","1"
"Female","Catoosa","4336","45","148"
"Male","Catoosa","3778","40","140"
"Unknown","Catoosa","81","0","3"
"Female","Charlton","664","16","53"
"Male","Charlton","1051","25","49"
"Unknown","Charlton","3","0","0"
"Female","Chatham","17794","277","1289"
"Male","Chatham","14745","336","1224"
"Unknown","Chatham","196","0","11"
"Female","Chattahoochee","352","1","14"
"Male","Chattahoochee","4605","12","25"
"Unknown","Chattahoochee","17","0","0"
"Female","Chattooga","1955","39","112"
"Male","Chattooga","1667","47","135"
"Unknown","Chattooga","13","0","0"
"Female","Cherokee","16228","174","863"
"Male","Cherokee","14435","238","991"
"Unknown","Cherokee","94","0","3"
"Female","Clarke","9596","71","383"
"Male","Clarke","7567","94","353"
"Unknown","Clarke","59","0","2"
"Female","Clay","135","1","6"
"Male","Clay","95","3","6"
"Unknown","Clay","2","0","0"
"Female","Clayton","19521","322","1112"
"Male","Clayton","14943","331","948"
"Unknown","Clayton","178","1","1"
"Female","Clinch","505","15","41"
"Male","Clinch","489","18","41"
"Unknown","Clinch","3","0","0"
"Female","Cobb","44543","565","1982"
