"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","643929","10273","40623"
"Male","Georgia","553238","11714","38810"
"Unknown","Georgia","9857","4","179"
"Female","Appling","1485","35","112"
"Male","Appling","1235","46","110"
"Unknown","Appling","13","0","0"
"Female","Atkinson","601","10","78"
"Male","Atkinson","515","13","84"
"Unknown","Atkinson","7","0","0"
"Female","Bacon","766","18","61"
"Male","Bacon","1052","23","73"
"Unknown","Bacon","4","0","1"
"Female","Baker","127","5","18"
"Male","Baker","106","8","23"
"Female","Baldwin","2847","49","160"
"Male","Baldwin","2256","97","209"
"Unknown","Baldwin","17","0","0"
"Female","Banks","1230","28","140"
"Male","Banks","1043","23","118"
"Unknown","Banks","13","0","0"
"Female","Barrow","6576","82","423"
"Male","Barrow","5662","90","380"
"Unknown","Barrow","40","0","1"
"Female","Bartow","7762","125","455"
"Male","Bartow","6876","154","505"
"Unknown","Bartow","101","0","2"
"Female","Ben Hill","1047","29","93"
"Male","Ben Hill","775","36","82"
"Unknown","Ben Hill","1","0","0"
"Female","Berrien","824","22","49"
"Male","Berrien","664","21","36"
"Unknown","Berrien","4","0","0"
"Female","Bibb","11062","256","1151"
"Male","Bibb","8311","251","982"
"Unknown","Bibb","161","0","2"
"Female","Bleckley","603","19","30"
"Male","Bleckley","459","16","26"
"Unknown","Bleckley","8","0","1"
"Female","Brantley","1011","25","73"
"Male","Brantley","862","33","68"
"Unknown","Brantley","11","0","0"
"Female","Brooks","762","17","66"
"Male","Brooks","580","28","44"
"Unknown","Brooks","9","0","0"
"Female","Bryan","2334","21","128"
"Male","Bryan","2093","30","149"
"Unknown","Bryan","37","0","2"
"Female","Bulloch","4380","49","141"
"Male","Bulloch","3401","39","122"
"Unknown","Bulloch","14","0","0"
"Female","Burke","1244","24","103"
"Male","Burke","984","20","86"
"Unknown","Burke","12","0","1"
"Female","Butts","1540","39","71"
"Male","Butts","1556","49","98"
"Unknown","Butts","88","0","1"
"Female","Calhoun","308","14","41"
"Male","Calhoun","293","7","47"
"Unknown","Calhoun","2","0","0"
"Female","Camden","3004","37","112"
"Male","Camden","2644","33","91"
"Unknown","Camden","26","0","0"
"Female","Candler","595","16","46"
"Male","Candler","500","30","36"
"Unknown","Candler","1","0","0"
"Female","Carroll","5099","66","178"
"Male","Carroll","4532","76","197"
"Unknown","Carroll","41","0","0"
"Female","Catoosa","4178","43","145"
"Male","Catoosa","3622","36","137"
"Unknown","Catoosa","80","0","3"
"Female","Charlton","630","15","51"
"Male","Charlton","1021","25","47"
"Unknown","Charlton","3","0","0"
"Female","Chatham","17248","249","1201"
"Male","Chatham","14241","300","1153"
"Unknown","Chatham","251","0","11"
"Female","Chattahoochee","335","1","14"
"Male","Chattahoochee","4285","12","23"
"Unknown","Chattahoochee","13","0","0"
"Female","Chattooga","1859","35","103"
"Male","Chattooga","1576","43","126"
"Unknown","Chattooga","12","0","0"
"Female","Cherokee","15758","154","784"
"Male","Cherokee","14057","224","923"
"Unknown","Cherokee","84","0","3"
"Female","Clarke","9348","68","357"
"Male","Clarke","7368","88","329"
"Unknown","Clarke","52","0","2"
"Female","Clay","135","1","6"
"Male","Clay","94","3","7"
"Unknown","Clay","2","0","0"
"Female","Clayton","18809","292","1036"
"Male","Clayton","14375","303","884"
"Unknown","Clayton","167","0","1"
"Female","Clinch","528","13","40"
"Male","Clinch","507","17","38"
"Unknown","Clinch","3","0","0"
"Female","Cobb","42985","530","1922"
"Male","Cobb","37407","624","1953"
"Unknown","Cobb","335","0","6"
"Female","Coffee","3290","86","464"
"Male","Coffee","2750","78","374"
"Unknown","Coffee","24","0","0"
"Female","Colquitt","2737","48","153"
"Male","Colquitt","2539","62","160"
"Unknown","Colquitt","17","0","0"
"Female","Columbia","7498","86","298"
"Male","Columbia","6664","119","316"
"Unknown","Columbia","33","0","0"
"Female","Cook","923","23","67"
"Male","Cook","710","26","53"
"Unknown","Cook","5","0","1"
"Female","Coweta","6356","118","330"
"Male","Coweta","5741","159","348"
"Unknown","Coweta","39","0","0"
"Female","Crawford","424","13","50"
"Male","Crawford","364","19","40"
"Unknown","Crawford","3","0","0"
"Female","Crisp","1024","28","107"
"Male","Crisp","765","34","73"
"Unknown","Crisp","20","0","1"
"Female","Dade","876","9","32"
"Male","Dade","814","6","34"
"Unknown","Dade","18","0","0"
"Female","Dawson","2123","22","145"
"Male","Dawson","1837","32","160"
"Unknown","Dawson","27","0","0"
"Female","DeKalb","41087","517","3142"
"Male","DeKalb","33671","577","2711"
"Unknown","DeKalb","630","0","8"
"Female","Decatur","1862","32","112"
"Male","Decatur","1390","41","91"
"Unknown","Decatur","15","0","0"
"Female","Dodge","791","26","61"
"Male","Dodge","677","31","58"
"Unknown","Dodge","13","0","0"
"Female","Dooly","557","16","48"
"Male","Dooly","472","19","49"
"Unknown","Dooly","7","0","0"
"Female","Dougherty","4961","186","718"
"Male","Dougherty","3481","161","530"
"Unknown","Dougherty","50","0","1"
"Female","Douglas","9065","104","553"
"Male","Douglas","7544","112","481"
"Unknown","Douglas","58","0","2"
"Female","Early","889","28","60"
"Male","Early","609","22","36"
"Unknown","Early","6","0","0"
"Female","Echols","162","0","3"
"Male","Echols","236","4","10"
"Unknown","Echols","2","0","0"
"Female","Effingham","3555","51","209"
"Male","Effingham","3121","64","206"
"Unknown","Effingham","46","0","3"
"Female","Elbert","1120","33","100"
