"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4473","30"
"Hispanic/Latino","American Indian/Alaska Native","275","1"
"Hispanic/Latino","Asian","430","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","330","4"
"Hispanic/Latino","Other","42877","374"
"Hispanic/Latino","Unknown","19664","7"
"Hispanic/Latino","White","56593","682"
"Non-Hispanic/Latino","African-American/Black","308089","7310"
"Non-Hispanic/Latino","American Indian/Alaska Native","600","19"
"Non-Hispanic/Latino","Asian","21664","396"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","893","11"
"Non-Hispanic/Latino","Other","20216","128"
"Non-Hispanic/Latino","Unknown","10743","6"
"Non-Hispanic/Latino","White","445320","12621"
"Unknown","African-American/Black","29894","17"
"Unknown","American Indian/Alaska Native","234","0"
"Unknown","Asian","4993","2"
"Unknown","Native Hawaiian/Pacific Islander","205","0"
"Unknown","Other","28679","10"
"Unknown","Unknown","158845","51"
"Unknown","White","45310","37"
