"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2708","21"
"Hispanic/Latino","American Indian/Alaska Native","134","0"
"Hispanic/Latino","Asian","287","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","189","1"
"Hispanic/Latino","Other","30556","307"
"Hispanic/Latino","Unknown","13611","13"
"Hispanic/Latino","White","40674","540"
"Non-Hispanic/Latino","African-American/Black","196747","5608"
"Non-Hispanic/Latino","American Indian/Alaska Native","363","11"
"Non-Hispanic/Latino","Asian","15161","321"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","596","12"
"Non-Hispanic/Latino","Other","10508","54"
"Non-Hispanic/Latino","Unknown","7385","47"
"Non-Hispanic/Latino","White","289371","9398"
"Unknown","African-American/Black","26766","25"
"Unknown","American Indian/Alaska Native","163","0"
"Unknown","Asian","3566","2"
"Unknown","Native Hawaiian/Pacific Islander","174","0"
"Unknown","Other","26421","22"
"Unknown","Unknown","142562","57"
"Unknown","White","41665","47"
