county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,883,23,82,4757.29
Atkinson,403,3,49,4837.94
Bacon,513,8,38,4498.42
Baker,71,3,16,2278.56
Baldwin,1644,50,128,3700.37
Banks,368,6,50,1841.66
Barrow,1717,37,212,1987.66
Bartow,2407,70,242,2172.95
Ben Hill,620,12,64,3724.84
Berrien,378,6,19,1960.99
Bibb,5388,118,747,3541.24
Bleckley,346,16,23,2695.12
Brantley,301,8,23,1567.55
Brooks,476,21,49,3026.64
Bryan,843,9,69,2153.97
Bulloch,1796,21,113,2260.06
Burke,646,8,72,2891.42
Butts,562,40,47,2232.46
Calhoun,229,7,45,3625.14
Camden,1006,7,35,1865.59
Candler,332,14,18,3063.58
Carroll,2295,60,145,1910.61
Catoosa,852,17,62,1238.89
Charlton,556,5,17,4195.91
Chatham,6987,120,651,2391.37
Chattahoochee,1113,2,11,10354.45
Chattooga,551,5,33,2224.82
Cherokee,4791,78,416,1796.96
Clarke,2789,26,168,2149.04
Clay,112,2,7,3922.94
Clayton,6430,137,604,2109.32
Clinch,284,4,23,4266.83
Cobb,16840,390,1578,2130.06
Coffee,1776,37,253,4126.2
Colquitt,1743,26,135,3839.8
Columbia,3100,44,154,1954.22
Cook,508,11,51,2913.35
Coweta,2230,26,108,1467.1
Crawford,148,3,23,1210.34
Crisp,465,15,63,2086.23
Dade,189,3,14,1169.41
Dawson,666,7,70,2464.75
DeKalb,16443,297,1839,2073.12
Decatur,980,21,76,3723.12
Dodge,315,6,26,1545.25
Dooly,282,14,47,2104.48
Dougherty,2969,179,602,3302.37
Douglas,3149,64,366,2072.99
Early,409,32,32,4031.15
Echols,233,2,9,5870.5
Effingham,1042,16,74,1627.46
Elbert,452,1,28,2385.85
Emanuel,721,22,58,3181.26
Evans,360,5,28,3368.58
Fannin,431,8,36,1637.54
Fayette,1564,38,79,1330.57
Floyd,2250,31,181,2251.89
Forsyth,3057,33,259,1210.66
Franklin,537,10,42,2301.86
Fulton,24747,513,2136,2251.4
Gilmer,745,5,71,2371.33
Glascock,34,2,4,1123.97
Glynn,3016,70,223,3505.06
Gordon,1506,29,100,2594.36
Grady,644,10,83,2624.29
Greene,432,16,47,2308.06
Gwinnett,24137,330,2436,2485.42
Habersham,1325,63,182,2893.01
Hall,7589,125,834,3677.75
Hancock,355,39,58,4332.97
Haralson,327,7,22,1064.38
Harris,723,21,78,2082.85
Hart,406,10,56,1555.14
Heard,169,5,11,1366.21
Henry,4391,78,174,1830.61
Houston,2621,65,333,1669.01
Irwin,218,4,27,2311.04
Jackson,1468,25,129,1965.19
Jasper,195,3,16,1373.34
Jeff Davis,625,10,35,4125.96
Jefferson,650,16,63,4244.76
Jenkins,307,25,54,3579.76
Johnson,310,13,47,3208.78
Jones,455,5,40,1591.41
Lamar,322,16,34,1664.34
Lanier,247,5,15,2386.24
Laurens,1315,44,110,2780.36
Lee,657,24,94,2192.12
Liberty,924,17,99,1492.63
Lincoln,192,7,24,2363.08
Long,182,3,12,913.88
Lowndes,3459,65,175,2934.39
Lumpkin,701,12,76,2073.84
Macon,204,10,44,1570.68
Madison,531,8,50,1759.62
Marion,169,6,16,2037.86
McDuffie,510,12,61,2361.44
McIntosh,244,5,20,1675.02
Meriwether,480,9,63,2283.54
Miller,210,0,9,3643.3
Mitchell,707,44,134,3205.48
Monroe,589,41,75,2124.28
Montgomery,213,3,16,2309.19
Morgan,411,2,26,2147.56
Murray,705,3,42,1751.07
Muscogee,5422,133,574,2829.47
Newton,2277,60,232,2026.63
Non-GA Resident/Unknown State,16082,125,559,0
Oconee,550,20,53,1317.78
Oglethorpe,279,9,42,1830.71
Paulding,2255,34,135,1306.93
Peach,568,16,89,2074.89
Pickens,513,6,50,1529.97
Pierce,513,12,60,2624.71
Pike,275,8,24,1458.11
Polk,1206,15,79,2773.56
Pulaski,207,7,25,1900.3
Putnam,612,20,64,2796.44
Quitman,33,1,7,1438.54
Rabun,278,5,37,1636.64
Randolph,310,27,50,4589.87
Richmond,5955,125,487,2944.52
Rockdale,1634,32,187,1720.72
Schley,94,2,13,1781.99
Screven,280,9,34,2014.39
Seminole,282,8,23,3464.37
Spalding,1160,49,152,1678.48
Stephens,820,26,89,3114.55
Stewart,354,11,86,5775.82
Sumter,851,59,186,2894.66
Talbot,154,5,22,2500.81
Taliaferro,19,0,1,1164.22
Tattnall,668,7,50,2628.78
Taylor,153,6,25,1922.59
Telfair,346,13,31,2211.71
Terrell,317,31,71,3743.95
Thomas,1388,49,154,3123.94
Tift,1496,49,188,3663.97
Toombs,1054,17,80,3906.16
Towns,201,6,24,1670.27
Treutlen,201,4,23,2943.33
Troup,2584,84,284,3669.72
Turner,277,19,44,3429.92
Twiggs,166,7,37,2052.93
Union,463,9,60,1827.51
Unknown,2536,4,64,0
Upson,654,55,67,2488.87
Walker,1021,21,51,1466.74
Walton,1448,47,149,1511.26
Ware,1327,42,152,3701.22
Warren,117,5,22,2245.68
Washington,607,4,40,2989.85
Wayne,951,25,81,3172.75
Webster,38,2,9,1490.2
Wheeler,145,5,15,1833.35
White,510,13,77,1605.89
Whitfield,3962,51,211,3785.16
Wilcox,222,20,45,2525.6
Wilkes,220,3,25,2196.92
Wilkinson,289,17,49,3240.27
Worth,499,28,82,2477.41
