"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","1470","US-13001","13","1","18561","130","43","7919.83","231.67","727.33","135","218","1"
"Atkinson","647","US-13003","13","3","8330","94","9","7767.11","108.04","924.37","77","131","0"
"Bacon","811","US-13005","13","5","11404","60","21","7111.54","184.15","868.12","99","209","4"
"Baker","130","US-13007","13","7","3116","26","6","4172.02","192.55","417.2","13","36","0"
"Baldwin","2940","US-13009","13","9","44428","225","72","6617.45","162.06","522.19","232","304","3"
"Banks","1159","US-13011","13","11","19982","138","19","5800.22","95.09","770.69","154","86","1"
"Barrow","4944","US-13013","13","13","86383","391","66","5723.35","76.4","968.94","837","489","1"
"Bartow","6663","US-13015","13","15","110771","477","121","6015.11","109.23","857.63","950","1399","9"
"Ben Hill","1216","US-13017","13","17","16645","124","36","7305.5","216.28","672.87","112","276","8"
"Berrien","800","US-13019","13","19","19276","42","20","4150.24","103.76","518.78","100","345","11"
"Bibb","9456","US-13021","13","21","152150","1168","240","6214.92","157.74","704.57","1072","794","21"
"Bleckley","646","US-13023","13","23","12838","41","30","5031.94","233.68","506.31","65","370","5"
"Brantley","671","US-13025","13","25","19202","55","18","3494.43","93.74","333.3","64","383","2"
"Brooks","781","US-13027","13","27","15727","64","27","4965.98","171.68","432.38","68","219","4"
"Bryan","1769","US-13029","13","29","39137","121","18","4520.02","45.99","380.71","149","194","3"
"Bulloch","3755","US-13031","13","31","79467","164","36","4725.23","45.3","310.82","247","699","21"
"Burke","1178","US-13033","13","33","22342","108","16","5272.58","71.61","398.35","89","410","4"
"Butts","1299","US-13035","13","35","25174","81","47","5160.09","186.7","722.97","182","433","1"
"Calhoun","322","US-13037","13","37","6317","58","11","5097.36","174.13","395.76","25","49","0"
"Camden","2249","US-13039","13","39","53924","97","19","4170.68","35.23","432.09","233","266","3"
"Candler","615","US-13043","13","43","10837","50","28","5675","258.37","221.46","24","75","9"
"Carroll","5285","US-13045","13","45","120119","256","96","4399.8","79.92","389.61","468","2390","30"
"Catoosa","3303","US-13047","13","47","68771","160","37","4802.9","53.8","703.79","484","167","2"
"Charlton","844","US-13049","13","49","13251","45","12","6369.33","90.56","490.53","65","184","7"
"Chatham","12939","US-13051","13","51","292176","1050","230","4428.5","78.72","369.64","1080","771","9"
"Chattahoochee","2163","US-13053","13","53","10749","19","1","20122.8","9.3","325.61","35","45","2"
"Chattooga","1571","US-13055","13","55","24766","105","44","6343.37","177.66","767.18","190","258","3"
"Cherokee","13070","US-13057","13","57","266617","825","127","4902.16","47.63","766.27","2043","3799","5"
"Clarke","8580","US-13059","13","59","129779","318","63","6611.24","48.54","630.3","818","1604","3"
"Clay","147","US-13061","13","61","2855","9","3","5148.86","105.08","245.18","7","32","0"
"Clayton","13481","US-13063","13","63","304838","905","223","4422.35","73.15","523.88","1597","1142","11"
"Clinch","565","US-13065","13","65","6656","49","14","8488.58","210.34","811.3","54","87","0"
