county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,170,13,28,915.9
Atkinson,53,2,9,636.25
Bacon,136,3,11,1192.56
Baker,34,2,11,1091.14
Baldwin,352,27,70,792.29
Banks,86,1,12,430.39
Barrow,333,18,78,385.49
Bartow,496,39,138,447.77
Ben Hill,81,1,9,486.63
Berrien,48,0,3,249.01
Bibb,481,29,137,316.14
Bleckley,48,0,3,373.89
Brantley,59,2,4,307.26
Brooks,72,8,10,457.81
Bryan,77,5,18,196.74
Bulloch,77,2,11,96.9
Burke,123,6,30,550.53
Butts,237,24,28,941.45
Calhoun,135,7,18,2137.09
Camden,66,1,7,122.39
Candler,14,0,4,129.19
Carroll,535,26,102,445.39
Catoosa,145,0,10,210.84
Charlton,33,1,6,249.04
Chatham,522,26,113,178.66
Chattahoochee,160,0,6,1488.51
Chattooga,25,2,3,100.94
Cherokee,923,33,143,346.19
Clarke,296,14,45,228.08
Clay,41,2,5,1436.08
Clayton,1260,51,190,413.33
Clinch,59,2,7,886.42
Cobb,3097,186,692,391.73
Coffee,285,15,65,662.14
Colquitt,488,15,48,1075.06
Columbia,266,8,36,167.68
Cook,45,2,10,258.07
Coweta,432,9,53,284.21
Crawford,28,0,4,228.98
Crisp,237,7,39,1063.3
Dade,39,1,3,241.31
Dawson,110,1,18,407.09
DeKalb,3874,122,681,488.43
Decatur,206,5,21,782.62
Dodge,52,2,8,255.09
Dooly,185,12,38,1380.6
Dougherty,1790,149,439,1990.99
Douglas,556,25,124,366.02
Early,247,32,20,2434.46
Echols,125,0,4,3149.41
Effingham,75,1,12,117.14
Elbert,75,0,6,395.88
Emanuel,28,2,5,123.54
Evans,5,0,0,46.79
Fannin,49,1,5,186.17
Fayette,239,13,39,203.33
Floyd,281,15,43,281.24
Forsyth,534,12,72,211.48
Franklin,105,1,9,450.08
Fulton,4688,244,889,426.5
Gilmer,157,1,21,499.73
Glascock,1,0,0,33.06
Glynn,135,2,16,156.89
Gordon,170,16,34,292.86
Grady,117,4,28,476.77
Greene,71,7,19,379.33
Gwinnett,4063,135,678,418.37
Habersham,538,23,75,1174.67
Hall,2539,50,344,1230.44
Hancock,197,25,37,2404.49
Haralson,49,4,13,159.49
Harris,111,6,17,319.77
Hart,34,0,1,130.23
Heard,35,2,8,282.94
Henry,716,23,91,298.5
Houston,381,18,94,242.61
Irwin,31,1,8,328.63
Jackson,199,6,33,266.4
Jasper,40,1,7,281.71
Jeff Davis,38,1,5,250.86
Jefferson,46,1,7,300.4
Jenkins,21,1,7,244.87
Johnson,82,2,13,848.77
Jones,44,0,4,153.89
Lamar,73,2,12,377.32
Lanier,24,2,7,231.86
Laurens,108,1,18,228.35
Lee,361,22,65,1204.5
Liberty,83,1,14,134.08
Lincoln,16,1,6,196.92
Long,16,1,2,80.34
Lowndes,326,4,53,276.56
Lumpkin,101,1,20,298.8
Macon,104,6,36,800.74
Madison,59,1,11,195.51
Marion,59,2,11,711.44
McDuffie,69,5,19,319.49
McIntosh,16,1,2,109.84
Meriwether,95,2,16,451.95
Miller,42,0,3,728.66
Mitchell,415,32,94,1881.57
Monroe,124,11,24,447.22
Montgomery,13,0,2,140.94
Morgan,38,0,5,198.56
Murray,99,1,11,245.9
Muscogee,673,18,105,351.2
Newton,376,11,67,334.66
Non-Georgia Resident,2183,31,125,0
Oconee,119,9,20,285.12
Oglethorpe,63,7,13,413.39
Paulding,334,11,71,193.58
Peach,76,4,23,277.63
Pickens,50,3,13,149.12
Pierce,105,3,22,537.22
Pike,56,3,11,296.92
Polk,131,1,13,301.27
Pulaski,43,2,6,394.75
Putnam,95,9,16,434.09
Quitman,14,1,4,610.29
Rabun,25,1,9,147.18
Randolph,179,19,33,2650.28
Richmond,606,25,170,299.64
Rockdale,297,8,73,312.76
Schley,16,1,7,303.32
Screven,55,3,16,395.68
Seminole,45,2,8,552.83
Spalding,280,22,52,405.15
Stephens,147,3,26,558.34
Stewart,53,1,14,864.74
Sumter,490,44,138,1666.72
Talbot,40,2,13,649.56
Taliaferro,1,0,0,61.27
Tattnall,29,0,3,114.12
Taylor,23,2,10,289.02
Telfair,37,1,7,236.51
Terrell,215,26,52,2539.27
Thomas,346,32,68,778.74
Tift,271,18,68,663.73
Toombs,58,4,10,214.95
Towns,26,1,8,216.05
Treutlen,13,0,1,190.36
Troup,345,11,79,489.96
Turner,134,13,28,1659.24
Twiggs,18,1,6,222.61
Union,48,1,13,189.46
Unknown,1338,0,35,0
Upson,290,34,43,1103.63
Walker,171,0,3,245.65
Walton,273,15,49,284.93
Ware,234,14,54,652.67
Warren,18,0,9,345.49
Washington,74,1,8,364.5
Wayne,22,0,3,73.4
Webster,13,1,4,509.8
Wheeler,13,0,0,164.37
White,105,3,23,330.63
Whitfield,408,7,28,389.79
Wilcox,117,13,20,1331.06
Wilkes,34,1,6,339.52
Wilkinson,69,7,23,773.63
Worth,226,21,47,1122.03
