"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","893","13"
"Hispanic/Latino","American Indian/Alaska Native","47","0"
"Hispanic/Latino","Asian","90","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","93","0"
"Hispanic/Latino","Other","14687","155"
"Hispanic/Latino","Unknown","5807","7"
"Hispanic/Latino","White","19588","256"
"Non-Hispanic/Latino","African-American/Black","71370","2874"
"Non-Hispanic/Latino","American Indian/Alaska Native","124","7"
"Non-Hispanic/Latino","Asian","3964","130"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","213","7"
"Non-Hispanic/Latino","Other","3679","17"
"Non-Hispanic/Latino","Unknown","2912","33"
"Non-Hispanic/Latino","White","84850","3502"
"Unknown","African-American/Black","12611","19"
"Unknown","American Indian/Alaska Native","54","0"
"Unknown","Asian","1210","0"
"Unknown","Native Hawaiian/Pacific Islander","85","0"
"Unknown","Other","5199","5"
"Unknown","Unknown","77072","61"
"Unknown","White","16086","20"
