"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1602","12"
"Hispanic/Latino","American Indian/Alaska Native","74","0"
"Hispanic/Latino","Asian","161","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","130","0"
"Hispanic/Latino","Other","21156","201"
"Hispanic/Latino","Unknown","9263","5"
"Hispanic/Latino","White","28737","348"
"Non-Hispanic/Latino","African-American/Black","122361","3603"
"Non-Hispanic/Latino","American Indian/Alaska Native","227","10"
"Non-Hispanic/Latino","Asian","8024","171"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","376","6"
"Non-Hispanic/Latino","Other","5666","17"
"Non-Hispanic/Latino","Unknown","4346","16"
"Non-Hispanic/Latino","White","170624","5053"
"Unknown","African-American/Black","16909","14"
"Unknown","American Indian/Alaska Native","106","0"
"Unknown","Asian","2113","0"
"Unknown","Native Hawaiian/Pacific Islander","122","0"
"Unknown","Other","8002","6"
"Unknown","Unknown","93395","28"
"Unknown","White","25508","13"
