"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",106,0,0,0,0,"2020-28JAN"
"18","China","Beijing Municipality",91,0,0,1,4,"2020-28JAN"
"38","China","Chongqing Municipality",132,0,0,0,0,"2020-28JAN"
"78","China","Fujian Province",80,0,0,0,0,"2020-28JAN"
"87","China","Gansu province",19,0,0,0,0,"2020-28JAN"
"102","China","Guangdong Province",207,0,0,0,4,"2020-28JAN"
"126","China","Guangxi Zhuang Autonomous Region",51,0,0,0,2,"2020-28JAN"
"141","China","Guizhou Province",9,0,0,0,0,"2020-28JAN"
"150","China","Hainan Province",40,0,0,1,0,"2020-28JAN"
"169","China","Hebei Province",33,0,0,1,0,"2020-28JAN"
"180","China","Heilongjiang Province",33,0,0,1,0,"2020-28JAN"
"193","China","Henan Province",168,0,0,1,0,"2020-28JAN"
"213","China","Hong Kong Special Administrative Region",8,0,0,0,0,"2020-28JAN"
"214","China","Hubei Province",2714,0,0,100,52,"2020-28JAN"
"232","China","Hunan Province",143,0,0,0,0,"2020-28JAN"
"246","China","Inner Mongolia Autonomous Region",15,0,0,0,0,"2020-28JAN"
"259","China","Jiangsu Province",70,0,0,0,1,"2020-28JAN"
"272","China","Jiangxi Province",72,0,0,0,3,"2020-28JAN"
"284","China","Jilin Province",8,0,0,0,0,"2020-28JAN"
"295","China","Liaoning Province",34,0,0,0,0,"2020-28JAN"
"309","China","Macao Special Administrative Region",7,0,0,0,0,"2020-28JAN"
"310","China","Ningxia Hui Autonomous Region",11,0,0,0,0,"2020-28JAN"
"317","China","Qinghai Province",6,0,0,0,0,"2020-28JAN"
"325","China","Shaanxi Province",46,0,0,0,0,"2020-28JAN"
"337","China","Shandong Province",95,0,0,0,0,"2020-28JAN"
"354","China","Shanghai Municipality",66,0,0,1,4,"2020-28JAN"
"373","China","Shanxi Province",20,0,0,0,0,"2020-28JAN"
"384","China","Sichuan Province",90,0,0,0,0,"2020-28JAN"
"405","China","Taiwan Province",8,0,0,0,0,"2020-28JAN"
"406","China","Tianjin Municipality",24,0,0,0,0,"2020-28JAN"
"423","China","Tibet Autonomous Region",0,0,0,0,0,"2020-28JAN"
"424","China","Xinjiang Uygur Autonomous Region",10,0,0,0,0,"2020-28JAN"
"447","China","Yunnan Province",44,0,0,0,0,"2020-28JAN"
"463","China","Zhejiang Province",173,0,0,0,3,"2020-28JAN"
