"","X","ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1",1,"China","Anhui Province","Anqing",75,0,0,0,12,"2020-09FEB"
"2",2,"China","Anhui Province","Bengbu",115,0,0,1,1,"2020-09FEB"
"3",3,"China","Anhui Province","Bozhou",87,0,0,0,5,"2020-09FEB"
"4",4,"China","Anhui Province","Chizhou",12,0,0,0,1,"2020-09FEB"
"5",5,"China","Anhui Province","Chuzhou",11,0,0,0,2,"2020-09FEB"
"6",6,"China","Anhui Province","Fuyang",118,0,0,0,13,"2020-09FEB"
"7",7,"China","Anhui Province","Hefei",136,0,0,0,11,"2020-09FEB"
"8",8,"China","Anhui Province","Huaibei",23,0,0,0,4,"2020-09FEB"
"9",9,"China","Anhui Province","Huainan",44,0,0,0,8,"2020-09FEB"
"10",11,"China","Anhui Province","Huangshan",9,0,0,0,1,"2020-09FEB"
"11",12,"China","Anhui Province","Lu'an",54,0,0,0,2,"2020-09FEB"
"12",13,"China","Anhui Province","Ma'anshan",31,0,0,0,2,"2020-09FEB"
"13",14,"China","Anhui Province","Suzhou",28,0,0,0,2,"2020-09FEB"
"14",15,"China","Anhui Province","Tongling",24,0,0,0,7,"2020-09FEB"
"15",16,"China","Anhui Province","Wuhu",29,0,0,0,3,"2020-09FEB"
"16",17,"China","Anhui Province","Xuancheng",5,0,0,0,2,"2020-09FEB"
"17",18,"China","Beijing Municipality","Area to be Identified",0,0,0,2,29,"2020-09FEB"
"18",19,"China","Beijing Municipality","Beijing Municipality",326,0,0,0,8,"2020-09FEB"
"19",40,"China","Chongqing Municipality","Chongqing Municipality",450,0,0,2,50,"2020-09FEB"
"20",80,"China","Fujian Province","Fuzhou",62,0,0,0,11,"2020-09FEB"
"21",81,"China","Fujian Province","Longyan",6,0,0,0,1,"2020-09FEB"
"22",82,"China","Fujian Province","Nanping",16,0,0,0,2,"2020-09FEB"
"23",83,"China","Fujian Province","Ningde",23,0,0,0,4,"2020-09FEB"
"24",84,"China","Fujian Province","Putian",47,0,0,0,1,"2020-09FEB"
"25",85,"China","Fujian Province","Quanzhou",42,0,0,0,10,"2020-09FEB"
"26",86,"China","Fujian Province","Sanming",13,0,0,0,1,"2020-09FEB"
"27",87,"China","Fujian Province","Xiamen",25,0,0,0,2,"2020-09FEB"
"28",88,"China","Fujian Province","Zhangzhou",16,0,0,0,3,"2020-09FEB"
"29",89,"China","Gansu province","Area to be identified",0,0,0,0,0,"2020-09FEB"
"30",90,"China","Gansu province","Baiyin",4,0,0,0,0,"2020-09FEB"
"31",91,"China","Gansu province","Dingxi",8,0,0,0,1,"2020-09FEB"
"32",92,"China","Gansu province","Gannan Tibetan Autonomous Prefecture",6,0,0,0,0,"2020-09FEB"
"33",93,"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-09FEB"
"34",94,"China","Gansu province","Jinchang",1,0,0,0,1,"2020-09FEB"
"35",95,"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-09FEB"
"36",96,"China","Gansu province","Lanzhou",33,0,0,1,9,"2020-09FEB"
"37",97,"China","Gansu province","Linxia Hui Autonomous Prefecture",3,0,0,0,2,"2020-09FEB"
"38",98,"China","Gansu province","Longnan",4,0,0,0,0,"2020-09FEB"
"39",99,"China","Gansu province","Pingliang",4,0,0,0,0,"2020-09FEB"
"40",100,"China","Gansu province","Qingyang",2,0,0,0,0,"2020-09FEB"
"41",101,"China","Gansu province","Tianshui",12,0,0,0,1,"2020-09FEB"
"42",102,"China","Gansu province","Wuwei",0,0,0,0,0,"2020-09FEB"
"43",103,"China","Gansu province","Zhangye",2,0,0,0,1,"2020-09FEB"
"44",104,"China","Guangdong Province","Area to be identified",0,0,0,0,0,"2020-09FEB"
"45",105,"China","Guangdong Province","Chaozhou",5,0,0,0,0,"2020-09FEB"
"46",106,"China","Guangdong Province","Dongguan",58,0,0,0,3,"2020-09FEB"
"47",107,"China","Guangdong Province","Foshan",67,0,0,0,4,"2020-09FEB"
"48",108,"China","Guangdong Province","Guangzhou",307,0,0,0,41,"2020-09FEB"
"49",109,"China","Guangdong Province","Heyuan",3,0,0,0,0,"2020-09FEB"
"50",110,"China","Guangdong Province","Huizhou",48,0,0,0,1,"2020-09FEB"
"51",111,"China","Guangdong Province","Jiangmen",19,0,0,0,1,"2020-09FEB"
"52",112,"China","Guangdong Province","Jieyang",7,0,0,0,1,"2020-09FEB"
"53",113,"China","Guangdong Province","Maoming",10,0,0,0,1,"2020-09FEB"
"54",114,"China","Guangdong Province","Meizhou",13,0,0,0,4,"2020-09FEB"
"55",115,"China","Guangdong Province","Qingyuan",10,0,0,0,3,"2020-09FEB"
"56",116,"China","Guangdong Province","Shantou",50,0,0,0,10,"2020-09FEB"
"57",118,"China","Guangdong Province","Shanwei",5,0,0,0,1,"2020-09FEB"
"58",119,"China","Guangdong Province","Shaoguan",6,0,0,0,2,"2020-09FEB"
"59",120,"China","Guangdong Province","Shenzhen",366,0,0,0,46,"2020-09FEB"
"60",121,"China","Guangdong Province","Yangjiang",13,0,0,0,1,"2020-09FEB"
"61",122,"China","Guangdong Province","Yunfu",0,0,0,0,0,"2020-09FEB"
"62",123,"China","Guangdong Province","Zhanjiang",21,0,0,0,6,"2020-09FEB"
"63",124,"China","Guangdong Province","Zhaoqing",14,0,0,1,3,"2020-09FEB"
"64",125,"China","Guangdong Province","Zhongshan",102,0,0,0,28,"2020-09FEB"
"65",127,"China","Guangdong Province","Zhuhai",83,0,0,0,4,"2020-09FEB"
"66",128,"China","Guangxi Zhuang Autonomous Region","Area to be identified",0,0,0,0,0,"2020-09FEB"
"67",129,"China","Guangxi Zhuang Autonomous Region","Baise",3,0,0,0,0,"2020-09FEB"
"68",130,"China","Guangxi Zhuang Autonomous Region","Beihai",33,0,0,0,3,"2020-09FEB"
"69",131,"China","Guangxi Zhuang Autonomous Region","Chongzuo",0,0,0,0,0,"2020-09FEB"
"70",132,"China","Guangxi Zhuang Autonomous Region","Fangchenggang",16,0,0,0,1,"2020-09FEB"
"71",133,"China","Guangxi Zhuang Autonomous Region","Guigang",7,0,0,0,0,"2020-09FEB"
"72",135,"China","Guangxi Zhuang Autonomous Region","Guilin",29,0,0,0,5,"2020-09FEB"
"73",136,"China","Guangxi Zhuang Autonomous Region","Hechi",19,0,0,1,0,"2020-09FEB"
"74",137,"China","Guangxi Zhuang Autonomous Region","Hezhou",4,0,0,0,0,"2020-09FEB"
"75",138,"China","Guangxi Zhuang Autonomous Region","Laibin",7,0,0,0,0,"2020-09FEB"
"76",139,"China","Guangxi Zhuang Autonomous Region","Liuzhou",20,0,0,0,3,"2020-09FEB"
"77",140,"China","Guangxi Zhuang Autonomous Region","NanNing",35,0,0,0,2,"2020-09FEB"
"78",141,"China","Guangxi Zhuang Autonomous Region","Qinzhou",8,0,0,0,0,"2020-09FEB"
"79",142,"China","Guangxi Zhuang Autonomous Region","Wuzhou",5,0,0,0,3,"2020-09FEB"
"80",143,"China","Guangxi Zhuang Autonomous Region","Yulin",9,0,0,0,1,"2020-09FEB"
"81",144,"China","Guizhou Province","Anshun",4,0,0,0,0,"2020-09FEB"
"82",145,"China","Guizhou Province","Bijie",21,0,0,0,0,"2020-09FEB"
"83",146,"China","Guizhou Province","Guiyang",24,0,0,0,1,"2020-09FEB"
"84",147,"China","Guizhou Province","Liupanshui",10,0,0,1,0,"2020-09FEB"
"85",148,"China","Guizhou Province","Qiandongnan Miao and Dong Autonomous Prefecture",7,0,0,0,0,"2020-09FEB"
"86",149,"China","Guizhou Province","Qiannan Buyi and Miao Autonomous Prefecture",7,0,0,0,3,"2020-09FEB"
"87",150,"China","Guizhou Province","Qianxinan Buyi and Miao Autonomous Prefecture",4,0,0,0,0,"2020-09FEB"
"88",151,"China","Guizhou Province","Tongren",7,0,0,0,2,"2020-09FEB"
"89",152,"China","Guizhou Province","Zunyi",15,0,0,0,1,"2020-09FEB"
"90",153,"China","Hainan Province","Baisha Li Autonomous County",0,0,0,0,0,"2020-09FEB"
"91",154,"China","Hainan Province","Baoting Li and Miao Autonomous County",3,0,0,0,0,"2020-09FEB"
"92",155,"China","Hainan Province","Changjiang Li Autonomous County",5,0,0,0,0,"2020-09FEB"
"93",156,"China","Hainan Province","Chengmai County",7,0,0,1,1,"2020-09FEB"
"94",157,"China","Hainan Province","Danzhou",11,0,0,0,1,"2020-09FEB"
"95",158,"China","Hainan Province","Ding'an County",3,0,0,0,0,"2020-09FEB"
"96",159,"China","Hainan Province","Dongfang City",3,0,0,0,0,"2020-09FEB"
"97",160,"China","Hainan Province","Haikou",23,0,0,0,5,"2020-09FEB"
"98",161,"China","Hainan Province","Ledong Li Autonomous County",2,0,0,0,0,"2020-09FEB"
"99",162,"China","Hainan Province","Lingao County",5,0,0,0,0,"2020-09FEB"
"100",164,"China","Hainan Province","Lingshui Li Autonomous County",4,0,0,0,0,"2020-09FEB"
"101",165,"China","Hainan Province","Qionghai City",6,0,0,0,0,"2020-09FEB"
"102",166,"China","Hainan Province","Qiongzhong Li and Miao Autonomous County",1,0,0,0,1,"2020-09FEB"
"103",167,"China","Hainan Province","Sansha",3,0,0,0,0,"2020-09FEB"
"104",169,"China","Hainan Province","Sanya",41,0,0,1,11,"2020-09FEB"
"105",170,"China","Hainan Province","Tunchang County",0,0,0,0,0,"2020-09FEB"
