"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",990,0,0,6,984,"2020-12MAR"
"18","China","Beijing Municipality",436,86,0,8,342,"2020-12MAR"
"38","China","Chongqing Municipality",576,6,0,6,564,"2020-12MAR"
"78","China","Fujian Province",296,0,0,1,295,"2020-12MAR"
"87","China","Gansu province",127,37,0,2,88,"2020-12MAR"
"102","China","Guangdong Province",1356,52,0,8,1296,"2020-12MAR"
"126","China","Guangxi Zhuang Autonomous Region",252,7,0,2,243,"2020-12MAR"
"141","China","Guizhou Province",146,4,0,2,140,"2020-12MAR"
"150","China","Hainan Province",168,2,0,6,160,"2020-12MAR"
"169","China","Hebei Province",318,2,0,6,310,"2020-12MAR"
"180","China","Heilongjiang Province",482,23,0,13,446,"2020-12MAR"
"193","China","Henan Province",1273,2,0,22,1249,"2020-12MAR"
"213","China","Hong Kong Special Administrative Region",131,53,0,3,75,"2020-12MAR"
"214","China","Hubei Province",67786,13171,0,3062,51553,"2020-12MAR"
"232","China","Hunan Province",1018,10,0,4,1004,"2020-12MAR"
"246","China","Inner Mongolia Autonomous Region",75,3,0,1,71,"2020-12MAR"
"259","China","Jiangsu Province",631,1,0,0,630,"2020-12MAR"
"272","China","Jiangxi Province",935,0,0,1,934,"2020-12MAR"
"284","China","Jilin Province",93,1,0,1,91,"2020-12MAR"
"295","China","Liaoning Province",125,12,0,1,112,"2020-12MAR"
"309","China","Macao Special Administrative Region",10,0,0,0,10,"2020-12MAR"
"310","China","Ningxia Hui Autonomous Region",75,3,0,0,72,"2020-12MAR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-12MAR"
"325","China","Shaanxi Province",245,11,0,2,232,"2020-12MAR"
"337","China","Shandong Province",760,14,0,7,739,"2020-12MAR"
"354","China","Shanghai Municipality",346,22,0,3,321,"2020-12MAR"
"373","China","Shanxi Province",133,1,0,0,132,"2020-12MAR"
"384","China","Sichuan Province",539,36,0,3,500,"2020-12MAR"
"405","China","Taiwan Province",49,28,0,1,20,"2020-12MAR"
"406","China","Tianjin Municipality",136,1,0,3,132,"2020-12MAR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-12MAR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-12MAR"
"453","China","Yunnan Province",174,2,0,2,170,"2020-12MAR"
"469","China","Zhejiang Province",1215,17,0,1,1197,"2020-12MAR"
