"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",988,443,0,6,539,"2020-20FEB"
"18","China","Beijing Municipality",396,223,0,4,169,"2020-20FEB"
"38","China","Chongqing Municipality",567,262,0,6,299,"2020-20FEB"
"78","China","Fujian Province",293,143,0,1,149,"2020-20FEB"
"87","China","Gansu province",91,18,0,2,71,"2020-20FEB"
"102","China","Guangdong Province",1333,638,0,5,690,"2020-20FEB"
"126","China","Guangxi Zhuang Autonomous Region",246,147,0,2,97,"2020-20FEB"
"141","China","Guizhou Province",146,67,0,2,77,"2020-20FEB"
"150","China","Hainan Province",168,69,0,4,95,"2020-20FEB"
"169","China","Hebei Province",308,119,0,5,184,"2020-20FEB"
"180","China","Heilongjiang Province",479,292,0,12,175,"2020-20FEB"
"193","China","Henan Province",1267,512,0,19,736,"2020-20FEB"
"213","China","Hong Kong Special Administrative Region",68,61,0,2,5,"2020-20FEB"
"214","China","Hubei Province",62662,48637,0,2144,11881,"2020-20FEB"
"232","China","Hunan Province",1011,347,0,4,660,"2020-20FEB"
"246","China","Inner Mongolia Autonomous Region",75,58,0,0,17,"2020-20FEB"
"259","China","Jiangsu Province",631,258,0,0,373,"2020-20FEB"
"272","China","Jiangxi Province",934,444,0,1,489,"2020-20FEB"
"284","China","Jilin Province",91,45,0,1,45,"2020-20FEB"
"295","China","Liaoning Province",121,59,0,1,61,"2020-20FEB"
"309","China","Macao Special Administrative Region",10,4,0,0,6,"2020-20FEB"
"310","China","Ningxia Hui Autonomous Region",71,23,0,0,48,"2020-20FEB"
"317","China","Qinghai Province",18,0,0,0,18,"2020-20FEB"
"325","China","Shaanxi Province",245,110,0,1,134,"2020-20FEB"
"337","China","Shandong Province",749,464,0,4,281,"2020-20FEB"
"354","China","Shanghai Municipality",334,121,0,2,211,"2020-20FEB"
"373","China","Shanxi Province",132,56,0,0,76,"2020-20FEB"
"384","China","Sichuan Province",525,291,0,3,231,"2020-20FEB"
"405","China","Taiwan Province",26,23,0,1,2,"2020-20FEB"
"406","China","Tianjin Municipality",132,67,0,3,62,"2020-20FEB"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-20FEB"
"430","China","Xinjiang Uygur Autonomous Region",76,51,0,1,24,"2020-20FEB"
"453","China","Yunnan Province",174,76,0,2,96,"2020-20FEB"
"469","China","Zhejiang Province",1203,523,0,1,679,"2020-20FEB"
