"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",989,219,0,6,764,"2020-26FEB"
"18","China","Beijing Municipality",410,157,0,5,248,"2020-26FEB"
"38","China","Chongqing Municipality",576,186,0,6,384,"2020-26FEB"
"78","China","Fujian Province",296,70,0,1,225,"2020-26FEB"
"87","China","Gansu province",91,8,0,2,81,"2020-26FEB"
"102","China","Guangdong Province",1347,467,0,7,873,"2020-26FEB"
"126","China","Guangxi Zhuang Autonomous Region",252,91,0,2,159,"2020-26FEB"
"141","China","Guizhou Province",146,32,0,2,112,"2020-26FEB"
"150","China","Hainan Province",168,34,0,5,129,"2020-26FEB"
"169","China","Hebei Province",317,50,0,6,261,"2020-26FEB"
"180","China","Heilongjiang Province",480,205,0,13,262,"2020-26FEB"
"193","China","Henan Province",1272,190,0,20,1062,"2020-26FEB"
"213","China","Hong Kong Special Administrative Region",91,65,0,2,24,"2020-26FEB"
"214","China","Hubei Province",65596,39755,0,2641,23200,"2020-26FEB"
"232","China","Hunan Province",1017,220,0,4,793,"2020-26FEB"
"246","China","Inner Mongolia Autonomous Region",75,37,0,0,38,"2020-26FEB"
"259","China","Jiangsu Province",631,137,0,0,494,"2020-26FEB"
"272","China","Jiangxi Province",934,179,0,1,754,"2020-26FEB"
"284","China","Jilin Province",93,27,0,1,65,"2020-26FEB"
"295","China","Liaoning Province",121,28,0,1,92,"2020-26FEB"
"309","China","Macao Special Administrative Region",10,3,0,0,7,"2020-26FEB"
"310","China","Ningxia Hui Autonomous Region",72,7,0,0,65,"2020-26FEB"
"317","China","Qinghai Province",18,0,0,0,18,"2020-26FEB"
"325","China","Shaanxi Province",245,50,0,1,194,"2020-26FEB"
"337","China","Shandong Province",756,369,0,6,381,"2020-26FEB"
"354","China","Shanghai Municipality",337,62,0,3,272,"2020-26FEB"
"373","China","Shanxi Province",133,29,0,0,104,"2020-26FEB"
"384","China","Sichuan Province",534,221,0,3,310,"2020-26FEB"
"405","China","Taiwan Province",32,26,0,1,5,"2020-26FEB"
"406","China","Tianjin Municipality",135,36,0,3,96,"2020-26FEB"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-26FEB"
"430","China","Xinjiang Uygur Autonomous Region",76,40,0,2,34,"2020-26FEB"
"453","China","Yunnan Province",174,28,0,2,144,"2020-26FEB"
"469","China","Zhejiang Province",1205,323,0,1,881,"2020-26FEB"
