"","X","ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1",1,"China","Anhui Province","Anqing",0,0,0,0,0,"2020-23JAN"
"2",2,"China","Anhui Province","Bengbu",0,0,0,0,0,"2020-23JAN"
"3",3,"China","Anhui Province","Bozhou",1,0,0,0,0,"2020-23JAN"
"4",4,"China","Anhui Province","Chizhou",0,0,0,0,0,"2020-23JAN"
"5",5,"China","Anhui Province","Chuzhou",1,0,0,0,0,"2020-23JAN"
"6",6,"China","Anhui Province","Fuyang",1,0,0,0,0,"2020-23JAN"
"7",7,"China","Anhui Province","Hefei",5,0,0,0,0,"2020-23JAN"
"8",8,"China","Anhui Province","Huaibei",0,0,0,0,0,"2020-23JAN"
"9",9,"China","Anhui Province","Huainan",0,0,0,0,0,"2020-23JAN"
"10",11,"China","Anhui Province","Huangshan",0,0,0,0,0,"2020-23JAN"
"11",12,"China","Anhui Province","Lu'an",1,0,0,0,0,"2020-23JAN"
"12",13,"China","Anhui Province","Ma'anshan",0,0,0,0,0,"2020-23JAN"
"13",14,"China","Anhui Province","Suzhou",0,0,0,0,0,"2020-23JAN"
"14",15,"China","Anhui Province","Tongling",0,0,0,0,0,"2020-23JAN"
"15",16,"China","Anhui Province","Wuhu",0,0,0,0,0,"2020-23JAN"
"16",17,"China","Anhui Province","Xuancheng",0,0,0,0,0,"2020-23JAN"
"17",18,"China","Beijing Municipality","Area to be Identified",0,0,0,0,0,"2020-23JAN"
"18",19,"China","Beijing Municipality","Beijing Municipality",10,0,0,0,0,"2020-23JAN"
"19",40,"China","Chongqing Municipality","Chongqing Municipality",9,0,0,0,0,"2020-23JAN"
"20",80,"China","Fujian Province","Fuzhou",2,0,0,0,0,"2020-23JAN"
"21",81,"China","Fujian Province","Longyan",0,0,0,0,0,"2020-23JAN"
"22",82,"China","Fujian Province","Nanping",0,0,0,0,0,"2020-23JAN"
"23",83,"China","Fujian Province","Ningde",1,0,0,0,0,"2020-23JAN"
"24",84,"China","Fujian Province","Putian",0,0,0,0,0,"2020-23JAN"
"25",85,"China","Fujian Province","Quanzhou",1,0,0,0,0,"2020-23JAN"
"26",86,"China","Fujian Province","Sanming",0,0,0,0,0,"2020-23JAN"
"27",87,"China","Fujian Province","Xiamen",1,0,0,0,0,"2020-23JAN"
"28",88,"China","Fujian Province","Zhangzhou",0,0,0,0,0,"2020-23JAN"
"29",89,"China","Gansu province","Area to be identified",0,0,0,0,0,"2020-23JAN"
"30",90,"China","Gansu province","Baiyin",1,0,0,0,0,"2020-23JAN"
"31",91,"China","Gansu province","Dingxi",0,0,0,0,0,"2020-23JAN"
"32",92,"China","Gansu province","Gannan Tibetan Autonomous Prefecture",0,0,0,0,0,"2020-23JAN"
"33",93,"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-23JAN"
"34",94,"China","Gansu province","Jinchang",0,0,0,0,0,"2020-23JAN"
"35",95,"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-23JAN"
"36",96,"China","Gansu province","Lanzhou",1,0,0,0,0,"2020-23JAN"
"37",97,"China","Gansu province","Linxia Hui Autonomous Prefecture",0,0,0,0,0,"2020-23JAN"
"38",98,"China","Gansu province","Longnan",0,0,0,0,0,"2020-23JAN"
"39",99,"China","Gansu province","Pingliang",0,0,0,0,0,"2020-23JAN"
"40",100,"China","Gansu province","Qingyang",0,0,0,0,0,"2020-23JAN"
"41",101,"China","Gansu province","Tianshui",0,0,0,0,0,"2020-23JAN"
"42",102,"China","Gansu province","Wuwei",0,0,0,0,0,"2020-23JAN"
"43",103,"China","Gansu province","Zhangye",0,0,0,0,0,"2020-23JAN"
"44",104,"China","Guangdong Province","Area to be identified",0,0,0,0,0,"2020-23JAN"
"45",105,"China","Guangdong Province","Chaozhou",0,0,0,0,0,"2020-23JAN"
"46",106,"China","Guangdong Province","Dongguan",0,0,0,0,0,"2020-23JAN"
"47",107,"China","Guangdong Province","Foshan",1,0,0,0,0,"2020-23JAN"
"48",108,"China","Guangdong Province","Guangzhou",5,0,0,0,0,"2020-23JAN"
"49",109,"China","Guangdong Province","Heyuan",0,0,0,0,0,"2020-23JAN"
"50",110,"China","Guangdong Province","Huizhou",1,0,0,0,0,"2020-23JAN"
"51",111,"China","Guangdong Province","Jiangmen",0,0,0,0,0,"2020-23JAN"
